Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,23.0,LAL,NBA,SG,64.0,58.0,1981.0,6.2,13.5,0.46,1.7,4.5,0.37,4.6,9.0,0.504,2.2,3.1,0.722,1.4,3.1,4.5,2.3,2.4,0.7,1.4,3.2,16.3
1996,24.0,LAL,NBA,SG,70.0,66.0,2184.0,5.6,11.3,0.492,1.4,3.7,0.366,4.2,7.5,0.555,2.2,3.0,0.739,0.7,3.1,3.8,4.1,2.1,0.7,1.6,2.7,14.7
1997,25.0,LAL,NBA,SG,80.0,80.0,2998.0,5.7,13.0,0.438,1.8,4.7,0.391,3.9,8.3,0.464,3.3,4.0,0.819,1.1,2.8,3.9,3.2,2.3,0.6,2.0,2.7,16.5
1998,26.0,LAL,NBA,SG,80.0,80.0,2910.0,6.0,12.4,0.484,1.8,4.6,0.389,4.2,7.9,0.538,2.9,3.8,0.765,1.1,2.7,3.7,3.0,2.0,0.7,1.8,2.0,16.7
1999,27.0,TOT,NBA,"SF,SG",50.0,50.0,1881.0,5.0,11.4,0.437,0.9,2.7,0.338,4.1,8.7,0.468,4.1,5.2,0.782,1.0,2.8,3.7,3.6,2.4,1.1,1.8,2.4,14.9
1999,27.0,LAL,NBA,SG,20.0,20.0,724.0,4.8,11.3,0.423,1.0,3.2,0.313,3.8,8.1,0.466,2.9,4.0,0.738,1.0,2.8,3.8,3.0,1.7,1.2,1.0,2.1,13.5
1999,27.0,CHH,NBA,SF,30.0,30.0,1157.0,5.1,11.5,0.446,0.9,2.4,0.359,4.2,9.0,0.469,4.8,5.9,0.801,0.9,2.7,3.7,3.9,2.8,1.1,2.2,2.7,15.8
2001,29.0,MIA,NBA,SG,63.0,58.0,2282.0,6.1,13.7,0.445,1.4,3.8,0.378,4.7,10.0,0.471,3.6,4.3,0.844,1.2,3.4,4.6,2.7,1.7,0.9,2.1,2.9,17.3
2002,30.0,MIA,NBA,SG,81.0,81.0,3156.0,5.9,13.7,0.432,1.7,4.4,0.39,4.2,9.3,0.451,3.4,4.0,0.837,0.7,3.6,4.3,3.0,1.3,0.9,1.7,2.9,16.9
2003,31.0,MIA,NBA,SG,47.0,47.0,1789.0,5.9,13.8,0.423,2.0,4.8,0.407,3.9,9.0,0.432,3.8,4.6,0.822,0.7,3.8,4.5,3.5,1.3,0.6,1.7,2.8,17.5
2004,32.0,MIA,NBA,SG,81.0,81.0,2998.0,5.7,13.9,0.409,2.1,5.8,0.37,3.6,8.1,0.437,3.3,4.0,0.835,0.5,3.2,3.7,3.1,1.1,0.4,1.5,2.7,16.8
2005,33.0,MIA,NBA,SF,80.0,80.0,2839.0,4.5,10.4,0.428,1.8,4.8,0.372,2.7,5.6,0.477,2.2,2.7,0.806,0.5,4.7,5.1,2.7,1.1,0.5,1.3,3.2,12.9
2006,34.0,MEM,NBA,SG,75.0,75.0,2437.0,4.3,10.7,0.404,2.0,5.5,0.356,2.3,5.1,0.457,2.5,3.2,0.781,0.5,3.6,4.1,2.6,1.9,0.4,1.4,3.0,13.1
2007,35.0,TOT,NBA,SG,64.0,41.0,1594.0,4.0,9.5,0.422,1.8,5.0,0.351,2.3,4.5,0.5,1.3,1.7,0.787,0.7,3.6,4.3,2.5,1.5,0.2,1.1,2.8,11.1
2007,35.0,MEM,NBA,SG,29.0,14.0,561.0,3.7,9.7,0.377,1.4,4.7,0.297,2.2,4.9,0.455,1.6,2.2,0.735,0.9,3.0,3.9,2.1,1.4,0.1,1.5,3.5,10.3
2007,35.0,MIA,NBA,SG,35.0,27.0,1033.0,4.2,9.4,0.446,2.0,5.2,0.378,2.3,4.3,0.528,1.2,1.4,0.829,0.6,3.9,4.5,2.6,1.6,0.3,0.8,2.4,11.6
2008,36.0,DAL,NBA,SG,47.0,33.0,922.0,2.6,7.0,0.367,1.3,4.5,0.293,1.2,2.5,0.5,0.4,0.5,0.714,0.7,4.5,5.2,2.7,1.0,0.3,1.1,2.8,6.9
