Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2008,11,2578,HOU,Houston Rockets,Luis Scola,"April 30, 1980",27.0,NBA,PF,82.0,39.0,2024.0,9.1,17.6,0.52,0.0,0.1,0.0,9.1,17.5,0.52,4.1,6.2,0.67,4.6,9.2,13.8,2.8,1.6,0.5,2.8,6.2,22.2,,111.0,101.0
2009,11,2578,HOU,Houston Rockets,Luis Scola,"April 30, 1980",28.0,NBA,PF,82.0,82.0,2488.0,9.1,17.1,0.53,0.0,0.1,0.0,9.1,17.0,0.53,4.2,5.5,0.76,4.3,11.1,15.4,2.6,1.5,0.2,2.6,5.6,22.3,,114.0,102.0
2010,11,2578,HOU,Houston Rockets,Luis Scola,"April 30, 1980",29.0,NBA,PF,82.0,82.0,2671.0,10.7,20.8,0.51,0.0,0.1,0.2,10.7,20.7,0.52,4.0,5.1,0.78,3.3,10.1,13.5,3.2,1.2,0.5,3.1,4.7,25.4,,108.0,107.0
2011,11,2578,HOU,Houston Rockets,Luis Scola,"April 30, 1980",30.0,NBA,PF,74.0,74.0,2412.0,12.0,23.9,0.5,0.0,0.1,0.0,12.0,23.8,0.5,4.5,6.1,0.74,3.1,9.7,12.8,3.9,1.0,0.9,3.1,4.8,28.6,,108.0,108.0
2012,11,2578,HOU,Houston Rockets,Luis Scola,"April 30, 1980",31.0,NBA,PF,66.0,66.0,2067.0,11.0,22.5,0.49,0.0,0.1,0.0,11.0,22.4,0.49,3.9,5.0,0.77,3.1,7.8,10.8,3.5,0.9,0.6,3.9,5.4,26.0,,102.0,107.0
2013,24,2578,PHO,Phoenix Suns,Luis Scola,"April 30, 1980",32.0,NBA,PF,82.0,67.0,2184.0,10.2,21.5,0.47,0.1,0.4,0.19,10.1,21.1,0.48,4.3,5.4,0.79,3.7,9.0,12.7,4.3,1.6,0.8,3.0,6.0,24.6,,105.0,107.0
2014,12,2578,IND,Indiana Pacers,Luis Scola,"April 30, 1980",33.0,NBA,PF,82.0,2.0,1399.0,9.8,20.8,0.47,0.0,0.3,0.14,9.7,20.5,0.47,3.7,5.0,0.73,3.2,11.3,14.5,3.0,1.0,0.6,4.0,6.1,23.2,,96.0,99.0
2015,12,2578,IND,Indiana Pacers,Luis Scola,"April 30, 1980",34.0,NBA,PF,81.0,16.0,1659.0,9.3,19.9,0.47,0.2,0.6,0.25,9.2,19.3,0.47,4.9,7.0,0.7,4.3,12.0,16.3,3.3,1.5,0.6,2.9,6.0,23.7,,104.0,101.0
2016,28,2578,TOR,Toronto Raptors,Luis Scola,"April 30, 1980",35.0,NBA,PF,76.0,76.0,1636.0,8.5,18.9,0.45,2.1,5.1,0.4,6.4,13.8,0.47,1.9,2.7,0.73,2.7,8.7,11.4,2.1,1.5,0.9,2.1,5.6,21.0,,105.0,105.0
2017,3,2578,BRK,Brooklyn Nets,Luis Scola,"April 30, 1980",36.0,NBA,PF,36.0,1.0,461.0,7.3,15.5,0.47,1.7,5.1,0.34,5.6,10.4,0.54,2.6,3.8,0.68,5.2,9.0,14.3,3.8,1.4,0.4,3.5,6.5,18.9,,107.0,110.0
