PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Chris Paul,21,64,64,36.8,6.0,13.6,0.43700000000000006,0.8,2.2,0.35,5.2,11.4,0.455,0.466,4.6,5.6,0.818,0.8,3.5,4.4,8.9,1.8,0.0,2.5,2.4,17.3
David West,26,52,52,36.5,7.3,15.2,0.47600000000000003,0.2,0.5,0.32,7.1,14.8,0.48100000000000004,0.48100000000000004,3.6,4.4,0.8240000000000001,2.4,5.7,8.2,2.2,0.8,0.7,1.9,2.8,18.3
Tyson Chandler,24,73,73,34.6,4.0,6.4,0.624,0.0,0.0,0.0,4.0,6.4,0.625,0.624,1.5,2.8,0.527,4.4,8.0,12.4,0.9,0.5,1.8,1.7,3.3,9.5
Desmond Mason,29,75,75,34.3,5.4,12.0,0.452,0.0,0.0,,5.4,12.0,0.452,0.452,2.9,4.3,0.6629999999999999,1.7,2.9,4.6,1.5,0.7,0.3,2.6,2.3,13.7
Peja Stojaković,29,13,13,32.7,6.4,15.1,0.423,2.6,6.5,0.405,3.8,8.6,0.43799999999999994,0.51,2.4,2.9,0.816,0.8,3.3,4.2,0.8,0.6,0.3,1.5,2.2,17.8
Devin Brown,28,58,49,28.7,4.0,9.6,0.42,1.4,3.9,0.35700000000000004,2.6,5.7,0.46299999999999997,0.493,2.1,2.7,0.794,0.9,3.4,4.3,2.6,0.8,0.2,1.6,2.4,11.6
Rasual Butler,27,81,38,27.4,3.9,9.7,0.39799999999999996,1.7,4.5,0.369,2.2,5.2,0.424,0.484,0.7,1.1,0.644,0.5,2.6,3.2,0.8,0.5,0.7,0.8,1.8,10.1
Bobby Jackson,33,56,2,23.8,3.6,9.3,0.39399999999999996,1.0,2.9,0.327,2.7,6.3,0.425,0.446,2.3,3.0,0.774,0.8,2.4,3.2,2.5,0.9,0.1,1.4,1.8,10.6
Jannero Pargo,27,82,7,20.9,3.5,8.4,0.409,1.0,2.5,0.38799999999999996,2.5,5.9,0.418,0.467,1.3,1.5,0.852,0.2,2.0,2.2,2.5,0.6,0.0,1.5,1.5,9.2
Marc Jackson,32,56,25,18.3,2.8,6.9,0.41,0.0,0.0,0.0,2.8,6.9,0.41100000000000003,0.41,1.6,1.8,0.8740000000000001,1.1,2.3,3.4,1.0,0.4,0.1,1.2,1.6,7.3
Linton Johnson,26,54,0,13.3,1.7,3.5,0.489,0.2,0.6,0.33299999999999996,1.5,3.0,0.519,0.516,0.6,0.7,0.8109999999999999,1.0,2.1,3.0,0.3,0.6,0.3,0.5,1.9,4.2
Cedric Simmons,21,43,4,12.4,1.3,3.1,0.41700000000000004,0.0,0.0,,1.3,3.1,0.41700000000000004,0.41700000000000004,0.4,0.8,0.485,1.0,1.5,2.5,0.3,0.2,0.5,0.5,1.7,2.9
Hilton Armstrong,22,56,5,11.3,1.2,2.2,0.544,0.0,0.0,,1.2,2.2,0.544,0.544,0.7,1.2,0.597,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1.4,3.1
Marcus Vinicius,22,13,0,7.9,0.5,1.2,0.467,0.2,0.5,0.429,0.3,0.6,0.5,0.5670000000000001,0.4,0.5,0.7140000000000001,0.2,0.7,0.8,0.4,0.2,0.1,0.5,0.8,1.7
Brandon Bass,21,21,3,7.7,0.7,2.1,0.341,0.0,0.0,0.0,0.7,2.0,0.349,0.341,0.6,0.8,0.75,0.6,1.4,2.0,0.1,0.1,0.1,0.5,0.8,2.0
