PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Michael Redd,27,53,53,38.4,9.0,19.3,0.465,2.2,5.8,0.382,6.8,13.6,0.501,0.522,6.5,7.8,0.8290000000000001,0.8,2.9,3.7,2.3,1.2,0.2,2.3,1.5,26.7
Mo Williams,24,68,68,36.4,6.9,15.4,0.446,1.2,3.4,0.34600000000000003,5.7,12.1,0.474,0.484,2.3,2.7,0.855,0.8,4.0,4.8,6.1,1.3,0.1,3.0,3.0,17.3
Charlie Bell,27,82,64,34.7,5.2,11.9,0.43700000000000006,1.5,4.4,0.35200000000000004,3.6,7.5,0.488,0.503,1.6,2.0,0.78,0.7,2.2,2.9,3.0,1.2,0.0,1.3,2.6,13.5
Andrew Bogut,22,66,66,34.2,5.3,9.5,0.5529999999999999,0.0,0.1,0.2,5.3,9.5,0.556,0.5539999999999999,1.7,2.9,0.5770000000000001,2.5,6.3,8.8,3.0,0.7,0.5,2.3,3.3,12.3
Earl Boykins,30,35,19,33.0,4.8,11.2,0.42700000000000005,1.5,3.7,0.419,3.2,7.5,0.431,0.496,2.9,3.3,0.8859999999999999,0.7,1.4,2.2,4.5,0.9,0.0,1.9,1.7,14.0
Ruben Patterson,31,81,53,31.0,5.9,10.7,0.5479999999999999,0.0,0.2,0.158,5.8,10.5,0.557,0.55,3.0,4.6,0.6409999999999999,2.3,3.1,5.4,2.9,1.4,0.3,2.5,2.9,14.7
Charlie Villanueva,22,39,17,25.2,4.6,9.8,0.47,0.7,2.2,0.337,3.9,7.6,0.508,0.508,1.9,2.3,0.82,1.6,4.3,5.8,0.9,0.6,0.3,1.4,2.8,11.8
Brian Skinner,30,67,44,22.7,1.9,3.8,0.49,0.0,0.0,,1.9,3.8,0.49,0.49,0.7,1.2,0.5820000000000001,1.6,4.2,5.7,0.9,0.3,1.0,1.1,2.9,4.4
Steve Blake,26,33,2,17.7,1.4,3.9,0.349,0.6,2.1,0.27899999999999997,0.8,1.8,0.426,0.42200000000000004,0.3,0.6,0.55,0.2,1.2,1.4,2.5,0.3,0.1,0.8,1.5,3.6
Dan Gadzuric,28,54,8,15.6,2.0,4.2,0.474,0.0,0.0,0.0,2.0,4.2,0.47600000000000003,0.474,0.8,1.7,0.467,1.7,2.8,4.6,0.5,0.4,0.6,0.9,2.6,4.8
Ersan İlyasova,19,66,14,14.7,2.1,5.5,0.38299999999999995,0.8,2.2,0.365,1.3,3.3,0.395,0.457,1.1,1.3,0.787,0.9,2.0,2.9,0.7,0.4,0.3,0.8,2.2,6.1
David Noel,22,68,0,11.6,1.0,2.6,0.36700000000000005,0.3,0.8,0.321,0.7,1.8,0.387,0.415,0.5,0.6,0.86,0.6,1.2,1.8,1.0,0.4,0.1,0.6,1.1,2.7
Lynn Greer,27,41,0,10.5,1.5,3.4,0.433,0.4,1.3,0.34600000000000003,1.0,2.2,0.483,0.496,0.7,0.8,0.8440000000000001,0.0,0.6,0.7,1.3,0.4,0.0,0.4,0.8,4.1
Jared Reiner,24,27,2,9.0,0.6,1.6,0.349,0.0,0.0,,0.6,1.6,0.349,0.349,0.1,0.4,0.3,0.8,1.9,2.6,0.5,0.2,0.2,0.5,1.7,1.2
Damir Markota,21,30,0,5.7,0.6,1.7,0.365,0.2,0.5,0.375,0.4,1.2,0.361,0.423,0.2,0.4,0.636,0.4,0.7,1.0,0.2,0.1,0.0,0.5,0.7,1.7
Julius Hodge,23,5,0,5.6,0.8,1.4,0.5710000000000001,0.0,0.0,,0.8,1.4,0.5710000000000001,0.5710000000000001,0.2,0.4,0.5,0.2,0.8,1.0,0.4,0.2,0.0,0.4,0.6,1.8
Chris McCray,22,5,0,2.4,0.0,0.6,0.0,0.0,0.0,,0.0,0.6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0
