Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,5,3231,CHI,Chicago Bulls,Metta World Peace,"November 13, 1979",21.0,NBA,SF,76.0,74.0,2363.0,327.0,815.0,0.4,43.0,148.0,0.29,284.0,667.0,0.43,0.43,210.0,280.0,0.75,59.0,235.0,294.0,228.0,152.0,45.0,159.0,254.0,907.0
2002,31,3231,TOT,Total After Trade,Metta World Peace,"November 13, 1979",22.0,NBA,SF,55.0,50.0,1642.0,269.0,636.0,0.42,53.0,170.0,0.31,216.0,466.0,0.46,0.46,136.0,204.0,0.67,73.0,198.0,271.0,127.0,141.0,39.0,118.0,217.0,727.0
2002,5,3231,CHI,Chicago Bulls,Metta World Peace,"November 13, 1979",22.0,NBA,SF,27.0,26.0,823.0,152.0,351.0,0.43,36.0,91.0,0.4,116.0,260.0,0.45,0.48,81.0,129.0,0.63,40.0,91.0,131.0,77.0,75.0,23.0,69.0,108.0,421.0
2002,12,3231,IND,Indiana Pacers,Metta World Peace,"November 13, 1979",22.0,NBA,SF,28.0,24.0,819.0,117.0,285.0,0.41,17.0,79.0,0.22,100.0,206.0,0.48,0.44,55.0,75.0,0.73,33.0,107.0,140.0,50.0,66.0,16.0,49.0,109.0,306.0
2003,12,3231,IND,Indiana Pacers,Metta World Peace,"November 13, 1979",23.0,NBA,SF,69.0,67.0,2317.0,362.0,846.0,0.43,71.0,211.0,0.34,291.0,635.0,0.46,0.47,273.0,371.0,0.74,101.0,261.0,362.0,198.0,159.0,50.0,145.0,242.0,1068.0
2004,12,3231,IND,Indiana Pacers,Metta World Peace,"November 13, 1979",24.0,NBA,SF,73.0,71.0,2714.0,468.0,1112.0,0.42,75.0,242.0,0.31,393.0,870.0,0.45,0.46,322.0,439.0,0.73,100.0,285.0,385.0,272.0,152.0,50.0,202.0,194.0,1333.0
2005,12,3231,IND,Indiana Pacers,Metta World Peace,"November 13, 1979",25.0,NBA,SF,7.0,7.0,291.0,59.0,119.0,0.5,7.0,17.0,0.41,52.0,102.0,0.51,0.52,47.0,51.0,0.92,8.0,37.0,45.0,22.0,12.0,6.0,17.0,27.0,172.0
2006,31,3231,TOT,Total After Trade,Metta World Peace,"November 13, 1979",26.0,NBA,SF,56.0,56.0,2207.0,350.0,867.0,0.4,78.0,253.0,0.31,272.0,614.0,0.44,0.45,206.0,305.0,0.68,75.0,211.0,286.0,203.0,122.0,41.0,131.0,164.0,984.0
2006,12,3231,IND,Indiana Pacers,Metta World Peace,"November 13, 1979",26.0,NBA,SF,16.0,16.0,603.0,109.0,237.0,0.46,18.0,54.0,0.33,91.0,183.0,0.5,0.5,74.0,121.0,0.61,26.0,52.0,78.0,35.0,42.0,11.0,43.0,45.0,310.0
2006,26,3231,SAC,Sacramento Kings,Metta World Peace,"November 13, 1979",26.0,NBA,SF,40.0,40.0,1604.0,241.0,630.0,0.38,60.0,199.0,0.3,181.0,431.0,0.42,0.43,132.0,184.0,0.72,49.0,159.0,208.0,168.0,80.0,30.0,88.0,119.0,674.0
2007,26,3231,SAC,Sacramento Kings,Metta World Peace,"November 13, 1979",27.0,NBA,SF,70.0,65.0,2641.0,458.0,1040.0,0.44,93.0,260.0,0.36,365.0,780.0,0.47,0.48,307.0,415.0,0.74,102.0,352.0,454.0,235.0,149.0,43.0,146.0,205.0,1316.0
2008,26,3231,SAC,Sacramento Kings,Metta World Peace,"November 13, 1979",28.0,NBA,SF,57.0,54.0,2172.0,436.0,962.0,0.45,84.0,221.0,0.38,352.0,741.0,0.48,0.5,212.0,295.0,0.72,101.0,227.0,328.0,199.0,133.0,38.0,148.0,159.0,1168.0
2009,11,3231,HOU,Houston Rockets,Metta World Peace,"November 13, 1979",29.0,NBA,SF,69.0,55.0,2452.0,416.0,1037.0,0.4,153.0,383.0,0.4,263.0,654.0,0.4,0.48,196.0,262.0,0.75,65.0,294.0,359.0,229.0,105.0,24.0,140.0,155.0,1181.0
2010,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",30.0,NBA,SF,77.0,77.0,2605.0,306.0,740.0,0.41,105.0,296.0,0.36,201.0,444.0,0.45,0.48,128.0,186.0,0.69,99.0,232.0,331.0,234.0,106.0,21.0,121.0,165.0,845.0
2011,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",31.0,NBA,SF,82.0,82.0,2410.0,261.0,658.0,0.4,83.0,233.0,0.36,178.0,425.0,0.42,0.46,92.0,136.0,0.68,100.0,167.0,267.0,175.0,124.0,36.0,90.0,181.0,697.0
2012,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",32.0,NBA,SF,64.0,45.0,1720.0,183.0,465.0,0.39,56.0,189.0,0.3,127.0,276.0,0.46,0.45,71.0,115.0,0.62,71.0,147.0,218.0,140.0,69.0,27.0,69.0,137.0,493.0
2013,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",33.0,NBA,SF,75.0,66.0,2530.0,332.0,824.0,0.4,141.0,412.0,0.34,191.0,412.0,0.46,0.49,124.0,169.0,0.73,101.0,271.0,372.0,112.0,122.0,42.0,98.0,198.0,929.0
2014,20,3231,NYK,New York Knicks,Metta World Peace,"November 13, 1979",34.0,NBA,SF,29.0,1.0,388.0,56.0,141.0,0.4,17.0,54.0,0.32,39.0,87.0,0.45,0.46,10.0,16.0,0.62,18.0,41.0,59.0,17.0,24.0,8.0,19.0,44.0,139.0
2016,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",36.0,NBA,SF,35.0,5.0,590.0,55.0,177.0,0.31,26.0,84.0,0.31,29.0,93.0,0.31,0.38,40.0,57.0,0.7,19.0,70.0,89.0,27.0,22.0,11.0,15.0,67.0,176.0
2017,14,3231,LAL,Los Angeles Lakers,Metta World Peace,"November 13, 1979",37.0,NBA,SF,25.0,2.0,160.0,19.0,68.0,0.28,9.0,38.0,0.24,10.0,30.0,0.33,0.35,10.0,16.0,0.62,5.0,15.0,20.0,11.0,10.0,2.0,7.0,18.0,57.0
