Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1986,3,NJN,New Jersey Nets,Otis Birdsong,30,3,3,44.0,9.7,18.3,0.53,0.0,1.0,0.0,9.7,17.3,0.56,0.53,3.7,6.3,0.58,1.7,2.3,4.0,3.3,2.0,1.0,3.0,4.7,23.0
1986,3,NJN,New Jersey Nets,Buck Williams,25,3,3,42.0,7.0,9.7,0.72,0.0,0.0,,7.0,9.7,0.72,0.72,6.7,8.7,0.77,4.0,6.3,10.3,0.7,2.0,0.3,2.0,5.0,20.7
1986,3,NJN,New Jersey Nets,Mike Gminski,26,3,3,36.3,5.3,14.3,0.37,0.0,0.0,,5.3,14.3,0.37,0.37,8.7,9.0,0.96,3.7,6.3,10.0,1.7,1.3,0.7,3.0,3.7,19.3
1986,3,NJN,New Jersey Nets,Albert King,26,3,3,32.7,6.0,14.0,0.43,0.3,1.3,0.25,5.7,12.7,0.45,0.44,1.3,1.3,1.0,2.7,1.7,4.3,3.3,0.7,0.3,1.7,5.0,13.7
1986,3,NJN,New Jersey Nets,Darwin Cook,27,3,0,25.7,4.3,9.7,0.45,0.0,1.3,0.0,4.3,8.3,0.52,0.45,0.7,2.0,0.33,1.0,1.3,2.3,5.7,1.7,0.7,2.0,3.7,9.3
1986,3,NJN,New Jersey Nets,Kelvin Ransey,27,3,3,22.7,3.3,7.3,0.46,0.3,1.0,0.33,3.0,6.3,0.47,0.48,2.0,2.7,0.75,1.0,1.3,2.3,4.0,0.3,0.0,1.3,3.0,9.0
1986,3,NJN,New Jersey Nets,Mickey Johnson,33,3,0,18.0,1.7,6.3,0.26,0.0,0.7,0.0,1.7,5.7,0.29,0.26,2.3,3.7,0.64,0.7,3.0,3.7,0.7,0.7,0.0,1.0,2.3,5.7
1986,3,NJN,New Jersey Nets,Darryl Dawkins,29,1,0,17.0,4.0,6.0,0.67,0.0,0.0,,4.0,6.0,0.67,0.67,2.0,3.0,0.67,1.0,2.0,3.0,3.0,0.0,2.0,2.0,4.0,10.0
1986,3,NJN,New Jersey Nets,Mike O'Koren,27,2,0,10.5,0.5,3.0,0.17,0.0,0.5,0.0,0.5,2.5,0.2,0.17,0.0,0.0,,0.5,0.5,1.0,1.0,1.0,0.5,1.5,2.5,1.0
1986,3,NJN,New Jersey Nets,Jeff Turner,23,3,0,6.0,0.3,1.0,0.33,0.0,0.0,,0.3,1.0,0.33,0.33,0.3,0.3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.3,2.3,1.0
