Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1986,8,DEN,Denver Nuggets,Alex English,32,10,10,39.4,10.6,22.9,0.46,0.0,0.1,0.0,10.6,22.8,0.46,0.46,6.1,7.1,0.86,1.8,1.7,3.5,5.2,0.4,0.4,2.8,2.9,27.3
1986,8,DEN,Denver Nuggets,Fat Lever,25,10,10,34.7,5.9,13.1,0.45,0.8,1.4,0.57,5.1,11.7,0.44,0.48,1.7,2.4,0.71,1.5,3.3,4.8,5.3,2.0,0.2,2.3,3.3,14.3
1986,8,DEN,Denver Nuggets,Danny Schayes,26,10,6,29.5,4.6,8.6,0.54,0.0,0.0,,4.6,8.6,0.54,0.54,2.4,3.0,0.8,3.4,4.8,8.2,0.9,0.4,1.7,2.1,3.7,11.6
1986,8,DEN,Denver Nuggets,Calvin Natt,29,10,6,29.3,6.6,14.2,0.46,0.1,0.2,0.5,6.5,14.0,0.46,0.47,4.6,5.9,0.78,1.7,6.2,7.9,2.8,0.2,0.3,2.2,2.5,17.9
1986,8,DEN,Denver Nuggets,T.R. Dunn,30,10,10,27.6,2.0,4.6,0.44,0.0,0.0,,2.0,4.6,0.44,0.44,0.9,1.4,0.64,2.2,3.1,5.3,1.3,1.6,0.0,0.3,3.4,4.9
1986,8,DEN,Denver Nuggets,Mike Evans,30,10,0,20.4,3.0,8.2,0.37,0.7,2.9,0.24,2.3,5.3,0.43,0.41,2.5,3.0,0.83,0.6,1.4,2.0,2.5,1.0,0.3,1.3,1.9,9.2
1986,8,DEN,Denver Nuggets,Elston Turner,26,10,0,19.6,2.9,5.4,0.54,0.1,0.1,1.0,2.8,5.3,0.53,0.55,0.7,0.8,0.88,1.2,1.7,2.9,2.2,0.7,0.0,0.5,1.9,6.6
1986,8,DEN,Denver Nuggets,Wayne Cooper,29,8,4,19.3,3.0,7.0,0.43,0.0,0.1,0.0,3.0,6.9,0.44,0.43,1.9,2.8,0.68,1.4,3.6,5.0,0.9,0.3,0.6,1.4,3.9,7.9
1986,8,DEN,Denver Nuggets,Blair Rasmussen,23,10,4,17.5,3.9,9.6,0.41,0.0,0.0,,3.9,9.6,0.41,0.41,3.3,4.1,0.8,2.7,3.3,6.0,1.0,0.5,0.9,0.7,2.8,11.1
1986,8,DEN,Denver Nuggets,Bill Hanzlik,28,6,0,17.0,2.5,4.7,0.54,0.2,0.2,1.0,2.3,4.5,0.52,0.55,2.2,2.7,0.81,0.3,0.7,1.0,3.2,0.2,0.2,1.2,2.0,7.3
1986,8,DEN,Denver Nuggets,Willie White,23,4,0,5.3,0.5,1.8,0.29,0.3,1.0,0.25,0.3,0.8,0.33,0.36,0.0,0.0,,0.3,0.5,0.8,1.5,0.3,0.0,0.5,1.0,1.3
1986,8,DEN,Denver Nuggets,Pete Williams,20,4,0,4.5,0.5,1.0,0.5,0.0,0.3,0.0,0.5,0.8,0.67,0.5,0.0,0.0,,0.3,0.8,1.0,0.8,0.0,0.0,0.0,0.5,1.0
