Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1995,20,3021,NYK,New York Knicks,24.0,NBA,PG,10.0,0.0,44.0,4.8,22.7,0.21,1.2,12.0,0.1,3.6,10.8,0.33,8.4,12.0,0.7,1.2,6.0,7.2,4.8,2.4,0.0,9.6,8.4,19.1,,63.0,103.0
1996,20,3021,NYK,New York Knicks,25.0,NBA,PG,62.0,1.0,787.0,5.8,14.6,0.4,2.2,6.6,0.33,3.6,8.0,0.45,2.5,3.6,0.68,1.9,4.9,6.8,8.8,3.6,0.4,5.3,6.6,16.4,,95.0,101.0
1997,20,3021,NYK,New York Knicks,26.0,NBA,PG,79.0,21.0,1763.0,4.0,10.1,0.4,1.4,4.6,0.31,2.6,5.5,0.46,2.9,3.8,0.76,1.4,5.3,6.6,9.8,2.5,0.5,4.4,5.7,12.3,,101.0,101.0
1998,20,3021,NYK,New York Knicks,27.0,NBA,PG,82.0,82.0,2317.0,5.5,12.1,0.46,1.9,5.0,0.38,3.6,7.1,0.51,2.1,2.7,0.8,0.8,5.7,6.4,10.9,3.4,0.9,4.1,4.6,15.1,,108.0,98.0
1999,20,3021,NYK,New York Knicks,28.0,NBA,PG,50.0,50.0,1556.0,4.8,11.9,0.4,1.9,5.3,0.36,2.9,6.6,0.44,2.0,2.8,0.7,0.8,5.3,6.1,9.6,3.7,0.3,4.7,3.7,13.4,,95.0,96.0
2001,20,3021,NYK,New York Knicks,30.0,NBA,PG,61.0,33.0,1492.0,5.8,13.8,0.42,2.5,6.5,0.38,3.3,7.3,0.44,2.1,2.6,0.8,1.2,4.7,5.9,10.1,2.6,0.4,4.2,4.9,16.1,,103.0,98.0
2002,20,3021,NYK,New York Knicks,31.0,NBA,PG,63.0,0.0,1058.0,5.7,15.3,0.37,2.7,8.3,0.32,3.0,7.0,0.43,2.4,2.9,0.81,0.8,5.7,6.4,10.3,3.4,0.7,3.8,5.1,16.5,,101.0,103.0
2003,20,3021,NYK,New York Knicks,32.0,NBA,PG,66.0,6.0,1465.0,6.0,14.9,0.4,3.6,9.6,0.38,2.3,5.3,0.44,1.5,1.9,0.77,0.9,5.5,6.4,11.0,2.8,0.4,3.4,5.3,17.0,,109.0,105.0
2004,31,3021,TOT,Total After Trade,33.0,NBA,PG,71.0,10.0,1252.0,6.9,16.7,0.41,3.6,8.8,0.41,3.3,7.9,0.41,0.9,1.2,0.74,0.5,5.7,6.2,9.2,2.7,0.5,4.1,4.6,18.2,,102.0,100.0
2004,20,3021,NYK,New York Knicks,33.0,NBA,PG,35.0,10.0,827.0,7.5,16.9,0.44,3.8,8.9,0.43,3.6,7.9,0.46,1.0,1.4,0.76,0.6,5.6,6.2,11.0,3.0,0.5,4.5,4.8,19.8,,108.0,102.0
2004,27,3021,SAS,San Antonio Spurs,33.0,NBA,PG,36.0,0.0,425.0,5.7,16.5,0.35,3.2,8.6,0.37,2.5,7.9,0.32,0.5,0.8,0.67,0.3,5.8,6.1,5.7,2.2,0.4,3.4,4.2,15.1,,89.0,96.0
2005,11,3021,HOU,Houston Rockets,34.0,NBA,PG,14.0,13.0,360.0,3.6,11.6,0.31,2.4,7.7,0.31,1.2,3.9,0.31,1.7,2.0,0.85,0.9,5.0,5.9,6.5,2.3,0.0,2.7,3.3,11.3,,96.0,103.0
