Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2020,21.0,CHI,NBA,C,43,7,609,7.4,10.6,0.701,0.0,0.0,,7.4,10.6,0.701,2.5,4.7,0.533,4.1,4.3,8.4,1.7,1.0,4.4,2.3,7.8,17.4,,124,109
2021,22.0,CHI,NBA,PF,10,0,139,6.3,8.9,0.704,0.0,0.0,,6.3,8.9,0.704,4.3,6.6,0.65,3.3,4.0,7.3,2.0,2.3,3.6,2.0,6.3,16.9,,133,111
