Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,2,322,BOS,Boston Celtics,20.0,NBA,PG,31.0,0.0,5.2,0.7,2.2,0.34,0.0,0.2,0.0,0.7,2.0,0.37,0.34,0.2,0.4,0.5,0.1,0.4,0.5,0.4,0.3,0.0,0.5,0.6,1.7
2012,2,322,BOS,Boston Celtics,21.0,NBA,PG,64.0,28.0,21.4,3.1,6.3,0.5,0.3,0.8,0.41,2.8,5.4,0.51,0.52,1.0,1.2,0.8,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,7.6
2013,2,322,BOS,Boston Celtics,22.0,NBA,PG,50.0,50.0,28.7,3.8,9.6,0.4,0.8,2.5,0.32,3.0,7.0,0.43,0.44,0.7,1.0,0.76,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,9.2
2014,2,322,BOS,Boston Celtics,23.0,NBA,SG,60.0,58.0,30.9,6.0,13.8,0.44,1.3,3.3,0.4,4.7,10.4,0.45,0.48,1.5,1.9,0.8,0.8,3.0,3.8,1.4,1.1,0.2,1.6,2.4,14.9
2015,2,322,BOS,Boston Celtics,24.0,NBA,SG,77.0,77.0,31.5,5.6,13.1,0.43,1.6,4.6,0.35,4.0,8.6,0.47,0.49,1.0,1.3,0.79,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3,13.9
2016,2,322,BOS,Boston Celtics,25.0,NBA,SG,76.0,72.0,33.4,6.0,13.4,0.45,1.9,5.4,0.36,4.1,8.1,0.5,0.52,1.3,1.6,0.78,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,15.2
2017,2,322,BOS,Boston Celtics,26.0,NBA,SG,55.0,55.0,33.4,6.5,14.1,0.46,2.0,5.0,0.39,4.6,9.1,0.5,0.53,1.2,1.7,0.73,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3
2018,31,322,TOT,Total After Trade,27.0,NBA,SG,46.0,46.0,31.2,5.6,13.6,0.41,1.6,4.4,0.37,4.0,9.2,0.44,0.47,1.4,1.8,0.77,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,14.3
2018,9,322,DET,Detroit Pistons,27.0,NBA,SG,40.0,40.0,31.7,5.8,14.3,0.41,1.9,4.9,0.38,4.0,9.4,0.42,0.47,1.5,2.0,0.76,0.5,1.9,2.4,2.1,1.2,0.2,2.3,2.0,15.0
2018,13,322,LAC,Los Angeles Clippers,27.0,NBA,SG,6.0,6.0,27.5,4.3,9.2,0.47,0.2,1.5,0.11,4.2,7.7,0.54,0.48,0.3,0.3,1.0,0.5,3.2,3.7,1.8,0.8,0.2,1.3,2.0,9.2
2019,31,322,TOT,Total After Trade,28.0,NBA,SG,63.0,63.0,30.2,3.9,9.7,0.41,1.4,3.9,0.35,2.6,5.8,0.45,0.48,0.7,0.8,0.86,0.7,2.1,2.8,2.4,0.7,0.3,1.4,2.7,9.9
2019,13,322,LAC,Los Angeles Clippers,28.0,NBA,SG,49.0,49.0,29.9,3.3,8.6,0.38,1.2,3.5,0.34,2.1,5.1,0.42,0.45,0.4,0.5,0.8,0.7,2.0,2.7,2.0,0.6,0.3,1.2,2.7,8.2
2019,15,322,MEM,Memphis Grizzlies,28.0,NBA,SG,14.0,14.0,31.6,6.2,13.4,0.46,2.0,5.2,0.38,4.2,8.2,0.51,0.54,1.6,1.8,0.92,0.6,2.6,3.1,4.0,1.0,0.0,2.0,2.4,16.1
2020,14,322,LAL,Los Angeles Lakers,29.0,NBA,SG,49.0,44.0,24.2,3.5,7.8,0.44,1.3,3.5,0.36,2.2,4.3,0.51,0.53,0.4,0.5,0.83,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6
2021,16,322,MIA,Miami Heat,30.0,NBA,SG,7.0,1.0,22.9,3.6,7.3,0.49,1.9,4.1,0.45,1.7,3.1,0.55,0.62,1.0,1.3,0.78,0.1,1.7,1.9,1.7,0.9,0.1,0.7,2.6,10.0
