Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,5,1152,CHI,Chicago Bulls,Jack Haley,1964-01-27,25.0,NBA,PF,51.0,1.0,289.0,4.6,9.7,0.47,0.0,0.0,,4.6,9.7,0.47,4.5,5.7,0.78,2.6,6.2,8.8,1.2,1.4,0.0,3.2,7.0,13.7
1990,31,1152,TOT,Total After Trade,Jack Haley,1964-01-27,26.0,NBA,PF,67.0,26.0,1084.0,4.6,11.5,0.4,0.0,0.0,0.0,4.6,11.5,0.4,2.8,4.2,0.68,3.8,6.1,10.0,0.9,0.6,0.4,2.4,5.6,12.0
1990,5,1152,CHI,Chicago Bulls,Jack Haley,1964-01-27,26.0,NBA,PF,11.0,0.0,58.0,5.6,12.4,0.45,0.0,0.0,,5.6,12.4,0.45,4.3,4.3,1.0,4.3,6.8,11.2,2.5,0.0,0.6,4.3,4.3,15.5
1990,3,1152,NJN,New Jersey Nets,Jack Haley,1964-01-27,26.0,NBA,PF,56.0,26.0,1026.0,4.5,11.5,0.39,0.0,0.0,0.0,4.5,11.4,0.4,2.7,4.1,0.66,3.8,6.1,9.9,0.8,0.6,0.4,2.3,5.7,11.8
1991,3,1152,NJN,New Jersey Nets,Jack Haley,1964-01-27,27.0,NBA,PF,78.0,18.0,1178.0,4.9,10.5,0.47,0.0,0.0,,4.9,10.5,0.47,3.4,5.5,0.62,4.3,6.6,10.9,0.9,0.6,0.6,1.9,6.1,13.3
1992,14,1152,LAL,Los Angeles Lakers,Jack Haley,1964-01-27,28.0,NBA,C,49.0,9.0,394.0,2.8,7.7,0.37,0.0,0.0,,2.8,7.7,0.37,1.3,2.6,0.48,2.8,5.8,8.7,0.6,0.6,0.7,2.3,6.9,6.9
1994,27,1152,SAS,San Antonio Spurs,Jack Haley,1964-01-27,30.0,NBA,PF,28.0,0.0,94.0,8.0,18.4,0.44,0.0,0.0,,8.0,18.4,0.44,6.5,8.0,0.81,2.3,6.9,9.2,0.4,0.0,0.0,3.8,6.9,22.6
1995,27,1152,SAS,San Antonio Spurs,Jack Haley,1964-01-27,31.0,NBA,PF,31.0,0.0,117.0,8.0,18.8,0.43,0.0,0.3,0.0,8.0,18.5,0.43,6.5,9.8,0.66,2.5,5.8,8.3,0.6,0.9,1.5,4.0,9.5,22.5
1996,5,1152,CHI,Chicago Bulls,Jack Haley,1964-01-27,32.0,NBA,C,1.0,0.0,7.0,10.3,30.9,0.33,0.0,0.0,,10.3,30.9,0.33,5.1,10.3,0.5,5.1,5.1,10.3,0.0,0.0,0.0,5.1,10.3,25.7
1997,3,1152,NJN,New Jersey Nets,Jack Haley,1964-01-27,33.0,NBA,C,20.0,0.0,74.0,6.3,18.0,0.35,0.0,0.0,,6.3,18.0,0.35,6.8,9.2,0.74,6.3,9.2,15.6,2.4,0.5,0.5,1.0,6.8,19.5
1998,3,1152,NJN,New Jersey Nets,Jack Haley,1964-01-27,34.0,NBA,C,16.0,0.0,51.0,3.5,12.7,0.28,0.0,0.7,0.0,3.5,12.0,0.29,8.5,14.8,0.57,3.5,7.1,10.6,0.0,0.0,0.7,2.8,6.4,15.5
