PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Michael Jordan,25,17,17,718,10.0,19.6,0.51,0.5,1.8,0.28600000000000003,9.5,17.8,0.532,9.2,11.5,0.799,1.3,4.7,6.0,6.5,2.1,0.7,3.4,3.3,29.6
Horace Grant,23,17,17,625,4.1,8.0,0.518,0.0,0.0,,4.1,8.0,0.518,2.3,2.9,0.8,3.1,6.6,9.6,2.0,0.6,0.9,1.8,3.9,10.6
Scottie Pippen,23,17,17,619,4.9,10.6,0.462,1.3,3.3,0.39299999999999996,3.6,7.3,0.49200000000000005,1.9,2.9,0.64,2.0,5.5,7.5,3.9,1.3,0.9,2.4,3.7,12.9
Bill Cartwright,31,17,17,583,4.4,9.1,0.486,0.0,0.0,,4.4,9.1,0.486,3.5,4.9,0.7,2.0,5.4,7.5,1.2,0.6,0.7,2.5,4.3,12.3
Craig Hodges,28,17,17,554,4.7,11.5,0.41200000000000003,2.3,5.7,0.39799999999999996,2.5,5.8,0.42700000000000005,0.6,0.9,0.7140000000000001,0.5,1.1,1.6,4.0,1.4,0.2,1.6,3.6,12.4
John Paxson,28,16,0,302,4.4,9.3,0.474,0.6,2.3,0.263,3.8,7.0,0.542,1.7,1.9,0.875,0.2,1.0,1.2,4.1,1.4,0.0,1.8,4.2,11.1
Dave Corzine,32,16,0,219,4.4,10.5,0.42200000000000004,0.0,0.0,,4.4,10.5,0.42200000000000004,1.8,2.8,0.647,2.3,4.4,6.7,1.5,0.7,1.0,1.8,4.4,10.7
Charles Davis,30,17,0,191,3.6,8.9,0.40399999999999997,0.2,1.1,0.16699999999999998,3.4,7.7,0.439,1.3,1.7,0.778,3.0,5.1,8.1,0.9,0.8,0.2,2.5,5.5,8.7
Brad Sellers,26,13,0,177,4.5,11.8,0.379,0.0,0.0,,4.5,11.8,0.379,2.0,2.4,0.833,3.1,3.3,6.3,3.1,0.6,0.8,1.2,4.3,11.0
Sam Vincent,25,16,0,113,3.2,10.5,0.303,0.0,0.6,0.0,3.2,9.9,0.32299999999999995,2.9,3.8,0.75,1.3,1.3,2.5,6.1,1.0,0.3,1.9,2.9,9.2
Will Perdue,23,3,0,22,9.8,14.7,0.667,0.0,1.6,0.0,9.8,13.1,0.75,3.3,4.9,0.667,4.9,4.9,9.8,3.3,0.0,0.0,0.0,6.5,22.9
Jack Haley,25,5,0,7,10.3,15.4,0.667,0.0,0.0,,10.3,15.4,0.667,5.1,10.3,0.5,0.0,5.1,5.1,5.1,0.0,0.0,0.0,10.3,25.7
