PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
John Stockton,26,3,3,139,7.8,15.3,0.508,0.8,1.0,0.75,7.0,14.2,0.491,4.9,5.4,0.905,0.5,2.1,2.6,10.6,2.8,1.3,2.8,3.9,21.2
Karl Malone,25,3,3,136,8.7,17.5,0.5,0.0,0.0,,8.7,17.5,0.5,6.9,8.5,0.813,5.8,7.1,13.0,1.1,0.8,0.3,3.4,4.2,24.4
Bob Hansen,28,3,3,123,3.2,10.2,0.314,0.9,2.6,0.33299999999999996,2.3,7.6,0.308,2.3,2.9,0.8,1.5,3.5,5.0,1.2,0.3,0.6,1.8,4.4,9.7
Thurl Bailey,27,3,2,122,3.5,10.0,0.353,0.0,0.0,,3.5,10.0,0.353,3.5,4.4,0.8,3.0,4.4,7.4,0.9,0.3,1.2,2.7,3.2,10.6
Mark Eaton,32,3,3,99,2.9,6.2,0.47100000000000003,0.0,0.0,,2.9,6.2,0.47100000000000003,3.3,4.0,0.818,4.0,8.0,12.0,0.4,0.4,0.7,2.5,2.2,9.1
Darrell Griffith,30,3,0,71,10.1,24.8,0.408,3.0,9.6,0.316,7.1,15.2,0.467,0.0,0.0,,1.5,4.6,6.1,0.0,2.0,0.5,2.5,3.5,23.3
Mike Brown,25,2,1,11,0.0,6.5,0.0,0.0,0.0,,0.0,6.5,0.0,0.0,0.0,,0.0,6.5,6.5,0.0,0.0,0.0,0.0,9.8,0.0
Eric Leckner,22,3,0,10,3.6,14.4,0.25,0.0,0.0,,3.6,14.4,0.25,0.0,0.0,,3.6,3.6,7.2,0.0,0.0,0.0,10.8,7.2,7.2
Jim Les,25,3,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,7.2,0.0,0.0,7.2,14.4,0.0
Jim Farmer,24,2,0,3,0.0,24.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Iavaroni,32,1,0,1,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
