PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Reggie Lewis,23,3,3,125,7.5,15.8,0.473,0.0,0.6,0.0,7.5,15.3,0.491,2.6,3.7,0.6920000000000001,1.4,4.6,6.0,3.2,1.4,0.0,2.3,3.2,17.6
Brian Shaw,22,3,3,124,6.4,12.5,0.512,0.0,0.3,0.0,6.4,12.2,0.524,2.0,2.6,0.778,0.6,4.4,4.9,5.5,0.9,0.0,1.7,3.2,14.8
Kevin McHale,31,3,3,115,6.3,12.8,0.488,0.0,0.0,,6.3,12.8,0.488,5.3,7.2,0.7390000000000001,2.2,5.3,7.5,2.8,0.3,0.6,1.3,4.1,17.8
Robert Parish,35,3,3,112,6.4,14.1,0.455,0.0,0.0,,6.4,14.1,0.455,2.3,2.9,0.778,1.9,6.4,8.4,1.9,1.3,0.6,1.9,1.6,15.1
Joe Kleine,27,3,0,65,3.3,6.1,0.545,0.0,0.6,0.0,3.3,5.5,0.6,3.9,5.0,0.778,2.2,7.2,9.4,1.1,0.0,0.6,3.3,5.0,10.5
Dennis Johnson,34,3,1,59,2.4,9.2,0.267,0.0,0.0,,2.4,9.2,0.267,0.0,0.0,,1.2,1.2,2.4,5.5,1.8,0.0,1.8,4.9,4.9
Ed Pinckney,25,3,0,45,2.4,9.6,0.25,0.0,0.0,,2.4,9.6,0.25,1.6,1.6,1.0,1.6,2.4,4.0,0.8,0.8,0.8,3.2,5.6,6.4
Kevin Gamble,23,1,1,29,5.0,13.7,0.364,0.0,1.2,0.0,5.0,12.4,0.4,0.0,2.5,0.0,1.2,0.0,1.2,2.5,1.2,0.0,0.0,1.2,9.9
Kelvin Upshaw,26,3,0,24,7.5,18.0,0.41700000000000004,0.0,0.0,,7.5,18.0,0.41700000000000004,0.0,0.0,,0.0,3.0,3.0,7.5,1.5,0.0,1.5,6.0,15.0
Otis Birdsong,33,3,1,20,1.8,9.0,0.2,0.0,3.6,0.0,1.8,5.4,0.33299999999999996,0.0,0.0,,0.0,3.6,3.6,1.8,1.8,1.8,5.4,5.4,3.6
Mark Acres,26,2,0,2,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
