PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
James Worthy,27,15,15,600,9.2,16.2,0.5670000000000001,0.2,0.5,0.375,9.0,15.7,0.573,3.8,4.8,0.7879999999999999,2.2,3.8,6.1,2.5,1.1,1.0,2.0,2.2,22.3
Magic Johnson,29,14,14,518,5.9,12.1,0.489,0.7,2.4,0.28600000000000003,5.2,9.7,0.54,5.4,6.0,0.907,1.0,4.7,5.8,11.5,1.9,0.2,3.7,2.1,17.9
A.C. Green,25,15,15,502,3.4,8.2,0.41200000000000003,0.0,0.2,0.0,3.4,8.0,0.423,4.2,5.5,0.763,2.7,7.1,9.8,1.3,1.1,0.4,1.6,2.7,10.9
Michael Cooper,32,15,4,414,3.2,7.7,0.41600000000000004,1.8,4.8,0.382,1.4,3.0,0.47100000000000003,1.7,2.1,0.833,0.8,2.7,3.5,6.2,0.8,0.7,1.5,3.3,10.0
Byron Scott,27,11,11,402,7.1,14.3,0.494,1.3,3.5,0.385,5.7,10.8,0.529,4.1,4.9,0.836,0.9,3.1,4.0,2.2,1.6,0.2,1.8,2.8,19.6
Mychal Thompson,34,15,0,377,6.2,12.2,0.508,0.0,0.0,,6.2,12.2,0.508,3.9,5.7,0.6829999999999999,3.7,3.6,7.4,1.1,0.6,1.1,1.3,5.0,16.3
Kareem Abdul-Jabbar,41,15,15,351,7.0,15.1,0.46299999999999997,0.0,0.0,,7.0,15.1,0.46299999999999997,3.2,4.4,0.721,1.3,4.7,6.1,1.9,0.5,1.1,2.3,4.4,17.1
Orlando Woolridge,29,15,0,276,5.1,9.8,0.52,0.0,0.0,,5.1,9.8,0.52,5.7,8.1,0.71,2.6,6.5,9.1,2.2,0.3,2.0,2.9,4.6,15.9
Tony Campbell,26,9,1,106,6.5,10.5,0.613,0.7,1.4,0.5,5.8,9.2,0.63,5.4,7.5,0.727,1.4,2.7,4.1,2.0,1.0,0.0,3.1,8.8,19.0
David Rivers,24,6,0,33,4.4,13.1,0.33299999999999996,0.0,2.2,0.0,4.4,10.9,0.4,7.6,8.7,0.875,1.1,3.3,4.4,6.5,0.0,0.0,4.4,6.5,16.4
Jeff Lamp,29,5,0,14,7.7,15.4,0.5,0.0,0.0,,7.7,15.4,0.5,2.6,5.1,0.5,5.1,2.6,7.7,2.6,0.0,0.0,2.6,7.7,18.0
Mark McNamara,29,3,0,7,5.1,10.3,0.5,0.0,0.0,,5.1,10.3,0.5,5.1,10.3,0.5,0.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,15.4
