PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dale Ellis,28,8,8,304,8.5,18.9,0.45,1.8,4.4,0.405,6.8,14.6,0.46299999999999997,2.8,3.9,0.727,1.7,2.1,3.8,1.2,1.3,0.1,2.5,2.3,21.7
Derrick McKey,22,8,8,286,5.5,11.2,0.494,0.1,1.1,0.111,5.4,10.1,0.5379999999999999,2.1,2.6,0.81,2.6,3.9,6.5,2.3,0.8,1.9,2.9,4.2,13.3
Xavier McDaniel,25,8,8,281,7.4,18.4,0.40299999999999997,0.4,1.2,0.33299999999999996,7.0,17.3,0.40700000000000003,4.0,5.3,0.7559999999999999,3.1,5.5,8.6,2.8,0.3,0.6,2.8,3.8,19.2
Sedale Threatt,27,8,1,201,7.0,14.7,0.47600000000000003,0.2,0.7,0.25,6.8,14.0,0.48700000000000004,3.0,3.6,0.85,0.5,1.8,2.3,8.8,3.0,0.0,2.0,3.9,17.2
Nate McMillan,24,8,7,200,3.4,7.2,0.475,0.0,0.4,0.0,3.4,6.8,0.5,2.9,4.5,0.64,1.6,2.9,4.5,11.3,1.8,0.9,3.4,3.8,9.7
Michael Cage,27,8,0,175,4.9,8.2,0.6,0.0,0.2,0.0,4.9,8.0,0.615,1.9,4.5,0.409,4.5,4.9,9.5,1.0,1.4,0.6,1.6,2.9,11.7
Olden Polynice,24,8,0,162,5.6,9.1,0.61,0.0,0.0,,5.6,9.1,0.61,1.6,2.9,0.5379999999999999,6.0,7.8,13.8,0.2,1.3,0.9,1.1,7.1,12.7
Alton Lister,30,8,8,160,3.8,8.8,0.436,0.0,0.0,,3.8,8.8,0.436,5.0,5.9,0.846,2.9,5.6,8.6,0.5,0.5,4.7,2.0,6.3,12.6
Russ Schoene,28,3,0,43,3.3,14.2,0.235,0.0,5.9,0.0,3.3,8.4,0.4,4.2,5.0,0.833,2.5,1.7,4.2,1.7,1.7,0.0,0.0,5.9,10.9
Jerry Reynolds,26,4,0,40,6.3,19.8,0.318,0.9,3.6,0.25,5.4,16.2,0.33299999999999996,6.3,9.0,0.7,0.9,3.6,4.5,0.9,1.8,5.4,3.6,5.4,19.8
John Lucas,35,4,0,37,4.9,16.5,0.294,0.0,2.9,0.0,4.9,13.6,0.35700000000000004,1.0,1.9,0.5,0.0,1.0,1.0,7.8,0.0,0.0,1.9,4.9,10.7
Avery Johnson,23,6,0,31,5.8,13.9,0.41700000000000004,0.0,4.6,0.0,5.8,9.3,0.625,1.2,2.3,0.5,2.3,2.3,4.6,5.8,4.6,0.0,0.0,1.2,12.8
