Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1050,Rudy Gobert,"June 26, 1992",498,406,1838.38,5.1,8.2,0.62,0.0,0.0,0,5.1,8.2,0.62,3.58,5.94,0.6,4.01,9.57,13.59,1.55,0.79,2.81,2.05,3.25,13.76
