Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,18.0,3133,MIN,Minnesota Timberwolves,20.0,NBA,PF,66,15,21.5,3.1,7.5,.412,0.6,2.1,.268,2.5,5.5,.467,.449,2.1,3.0,.697,1.2,3.5,4.7,0.6,0.5,0.5,1.2,1.4,8.8
2013,18.0,3133,MIN,Minnesota Timberwolves,21.0,NBA,PF,78,56,24.6,4.3,10.1,.430,0.8,2.5,.332,3.5,7.6,.463,.471,2.5,3.5,.706,1.2,4.3,5.5,0.6,0.6,0.5,1.3,1.6,12.0
2014,31.0,3133,TOT,Total After Trade,22.0,NBA,"PF,SF",78,15,23.3,2.6,6.2,.427,0.3,1.3,.263,2.3,4.9,.470,.454,2.4,3.3,.718,0.9,3.2,4.1,0.7,0.6,0.3,1.0,1.5,8.0
2014,18.0,3133,MIN,Minnesota Timberwolves,22.0,NBA,PF,11,0,14.7,1.7,4.9,.352,0.2,1.4,.133,1.5,3.5,.436,.370,1.3,1.5,.875,0.3,2.1,2.4,0.1,0.4,0.4,0.5,0.8,4.9
2014,26.0,3133,SAC,Sacramento Kings,22.0,NBA,SF,67,15,24.7,2.8,6.4,.437,0.4,1.3,.286,2.4,5.1,.474,.465,2.6,3.6,.708,1.0,3.4,4.4,0.8,0.7,0.2,1.0,1.6,8.5
2015,26.0,3133,SAC,Sacramento Kings,23.0,NBA,PF,74,6,19.8,2.9,6.6,.447,0.7,2.1,.314,2.3,4.4,.511,.498,1.8,2.6,.684,0.6,2.2,2.7,0.7,0.5,0.1,0.8,0.9,8.3
2016,20.0,3133,NYK,New York Knicks,24.0,NBA,SF,80,9,17.9,3.2,7.1,.450,0.6,1.9,.293,2.6,5.2,.506,.488,2.4,3.2,.758,0.6,3.1,3.7,0.9,0.4,0.1,0.8,0.9,9.3
2017,31.0,3133,TOT,Total After Trade,25.0,NBA,PF,50,11,16.1,2.2,4.9,.443,0.6,1.9,.309,1.6,2.9,.531,.504,1.2,1.8,.652,0.4,2.2,2.6,0.6,0.3,0.1,0.6,1.2,6.1
2017,16.0,3133,MIA,Miami Heat,25.0,NBA,PF,25,11,15.1,2.2,5.5,.394,0.4,1.8,.200,1.8,3.7,.489,.427,1.2,2.0,.620,0.6,2.3,2.9,0.6,0.4,0.2,0.6,1.3,5.9
2017,6.0,3133,CLE,Cleveland Cavaliers,25.0,NBA,PF,25,0,17.1,2.2,4.3,.505,0.8,2.1,.404,1.3,2.2,.600,.603,1.1,1.6,.692,0.1,2.2,2.3,0.6,0.2,0.1,0.6,1.1,6.2
2018,14.0,3133,LAL,Los Angeles Lakers,26.0,NBA,PF,2,0,4.5,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
