Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,21.0,NJN,NBA,SG,5.0,0.0,2.0,0.2,0.8,0.25,0.0,0.0,,0.2,0.8,0.25,0.25,0.4,0.6,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2007,22.0,NJN,NBA,SG,12.0,0.0,13.6,1.4,3.0,0.472,0.3,0.5,0.5,1.2,2.5,0.467,0.514,0.8,0.8,0.9,0.4,1.5,1.9,0.1,0.4,0.3,0.4,1.2,3.8
2008,23.0,DAL,NBA,SG,1.0,0.0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2009,24.0,DAL,NBA,SF,10.0,5.0,16.7,2.1,4.3,0.488,0.8,2.1,0.381,1.3,2.2,0.591,0.581,0.9,1.1,0.818,0.5,0.8,1.3,1.0,0.3,0.2,0.4,3.0,5.9
