Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2006,23.0,MEM,NBA,PF,68.0,724.0,11.0,0.499,0.0,0.504,7.3,16.8,12.1,7.5,1.1,2.3,16.7,22.5,,-0.3,1.1,0.8,0.053,,-4.9,-0.1,-5.0,-0.5
2007,24.0,MEM,NBA,PF,82.0,2152.0,15.9,0.592,0.011,0.545,7.2,16.1,11.7,6.0,1.0,1.1,15.4,21.9,,3.2,0.5,3.7,0.082,,-0.3,-1.7,-2.0,0.0
2008,25.0,MEM,NBA,PF,75.0,1754.0,16.2,0.555,0.074,0.398,7.8,15.0,11.4,5.2,1.0,1.2,10.0,21.6,,2.5,0.8,3.3,0.09,,-0.3,-1.6,-1.9,0.0
2009,26.0,MEM,NBA,PF,82.0,2029.0,16.9,0.554,0.033,0.54,7.7,17.0,12.3,5.9,1.3,1.6,10.3,22.0,,3.0,1.7,4.7,0.111,,0.2,-0.9,-0.7,0.7
2010,27.0,TOT,NBA,PF,76.0,1557.0,15.6,0.547,0.013,0.498,9.0,13.9,11.4,5.6,0.8,0.9,10.7,21.8,,2.2,1.8,4.0,0.124,,-0.4,-0.9,-1.3,0.3
2010,27.0,MIL,NBA,PF,48.0,1024.0,15.6,0.54,0.016,0.455,9.2,14.6,11.8,5.8,0.9,0.8,11.2,22.6,,1.2,1.3,2.5,0.119,,-0.4,-0.5,-1.0,0.3
2010,27.0,CHI,NBA,PF,28.0,533.0,15.7,0.56,0.006,0.593,8.5,12.8,10.6,5.2,0.7,1.1,9.6,20.2,,1.0,0.5,1.5,0.133,,-0.3,-1.6,-1.9,0.0
2011,28.0,PHO,NBA,PF,80.0,1416.0,16.5,0.581,0.025,0.659,7.2,17.0,12.1,7.6,1.1,0.5,12.1,20.9,,2.6,0.8,3.4,0.116,,0.1,-1.0,-1.0,0.3
2012,29.0,PHO,NBA,PF,35.0,503.0,13.1,0.503,0.056,0.55,7.0,13.5,10.3,9.3,0.8,0.4,13.9,23.4,,0.3,0.2,0.5,0.05,,-1.1,-1.6,-2.7,-0.1
2013,30.0,TOT,NBA,PF,28.0,489.0,11.5,0.476,0.018,0.533,4.8,16.4,10.4,8.9,1.4,1.0,12.5,21.7,,-0.1,0.1,0.0,-0.001,,-2.8,-2.1,-4.8,-0.3
2013,30.0,NOH,NBA,PF,1.0,7.0,28.8,0.694,0.0,1.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,19.1,,0.0,0.0,0.1,0.353,,6.7,7.3,14.0,0.0
2013,30.0,CHA,NBA,PF,27.0,482.0,11.3,0.473,0.018,0.528,4.8,16.6,10.6,9.0,1.3,1.0,12.6,21.7,,-0.2,0.1,-0.1,-0.007,,-2.9,-2.2,-5.1,-0.4
