Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
974,4.0,53.0,13.8,0.66,0.33,0.13,13.8,6.0,9.9,12.3,1.8,3.4,23.9,16.4,0.1,0.0,0.1,0.09,-1.7,2.0,0.4,0.0
