Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1983,13,1304,SDC,San Diego Clippers,Craig Hodges,"June 27, 1960",22.0,NBA,SG,76.0,48.0,2022.0,7.3,16.2,0.45,0.5,2.1,0.22,6.9,14.2,0.48,2.2,3.0,0.72,1.2,1.6,2.8,6.3,1.9,0.1,3.7,4.4,17.3,,99.0,112.0
1984,13,1304,SDC,San Diego Clippers,Craig Hodges,"June 27, 1960",23.0,NBA,SG,76.0,28.0,1571.0,7.8,17.3,0.45,0.3,1.4,0.22,7.5,15.9,0.47,2.0,2.7,0.75,0.7,1.9,2.6,3.5,1.8,0.0,2.6,5.0,17.9,,100.0,115.0
1985,17,1304,MIL,Milwaukee Bucks,Craig Hodges,"June 27, 1960",24.0,NBA,SG,82.0,63.0,2496.0,6.9,14.1,0.49,0.9,2.6,0.35,6.0,11.5,0.52,2.0,2.5,0.82,1.4,2.2,3.6,6.7,1.9,0.0,2.6,5.1,16.8,,113.0,107.0
1986,17,1304,MIL,Milwaukee Bucks,Craig Hodges,"June 27, 1960",25.0,NBA,SG,66.0,66.0,1739.0,7.7,15.4,0.5,2.0,4.4,0.45,5.7,11.0,0.52,2.0,2.3,0.87,1.1,2.1,3.2,6.2,2.0,0.1,2.4,4.2,19.4,,118.0,106.0
1987,17,1304,MIL,Milwaukee Bucks,Craig Hodges,"June 27, 1960",26.0,NBA,PG,78.0,43.0,2147.0,7.0,15.2,0.46,1.9,5.1,0.37,5.1,10.1,0.51,2.9,3.3,0.89,1.1,2.1,3.1,5.3,1.7,0.2,2.8,4.2,18.9,,111.0,110.0
1988,31,1304,TOT,Total After Trade,Craig Hodges,"June 27, 1960",27.0,NBA,SG,66.0,0.0,1445.0,8.1,17.6,0.46,2.9,5.9,0.49,5.2,11.7,0.45,2.0,2.4,0.83,0.6,2.0,2.6,5.1,1.5,0.1,2.6,4.0,21.2,,110.0,113.0
1988,17,1304,MIL,Milwaukee Bucks,Craig Hodges,"June 27, 1960",27.0,NBA,SG,43.0,0.0,983.0,7.8,17.3,0.45,2.8,5.9,0.47,5.0,11.4,0.44,1.6,2.0,0.82,0.6,1.7,2.3,5.5,1.5,0.0,2.5,4.0,19.9,,109.0,112.0
1988,24,1304,PHO,Phoenix Suns,Craig Hodges,"June 27, 1960",27.0,NBA,SG,23.0,0.0,462.0,8.9,18.3,0.49,3.2,5.9,0.54,5.7,12.4,0.46,2.8,3.3,0.84,0.7,2.6,3.3,4.5,1.6,0.2,2.9,3.9,23.8,,114.0,114.0
1989,31,1304,TOT,Total After Trade,Craig Hodges,"June 27, 1960",28.0,NBA,SG,59.0,6.0,1204.0,8.3,17.6,0.47,3.1,7.4,0.42,5.2,10.2,0.51,2.0,2.3,0.84,0.9,2.7,3.6,6.0,1.8,0.2,2.3,3.7,21.6,,116.0,111.0
1989,24,1304,PHO,Phoenix Suns,Craig Hodges,"June 27, 1960",28.0,NBA,SG,10.0,0.0,92.0,8.0,18.0,0.44,2.0,6.0,0.33,6.0,12.0,0.5,1.5,2.0,0.75,1.0,1.5,2.5,4.0,1.0,0.0,2.5,4.0,19.5,,103.0,111.0
1989,5,1304,CHI,Chicago Bulls,Craig Hodges,"June 27, 1960",28.0,NBA,SG,49.0,6.0,1112.0,8.3,17.5,0.48,3.2,7.5,0.42,5.2,10.1,0.51,2.0,2.4,0.85,0.9,2.8,3.7,6.1,1.8,0.2,2.3,3.6,21.8,,117.0,111.0
1990,5,1304,CHI,Chicago Bulls,Craig Hodges,"June 27, 1960",29.0,NBA,SG,63.0,0.0,1055.0,6.8,15.6,0.44,4.1,8.5,0.48,2.7,7.1,0.39,1.4,1.6,0.91,0.5,2.0,2.5,5.2,1.4,0.1,1.4,4.1,19.1,,123.0,114.0
1991,5,1304,CHI,Chicago Bulls,Craig Hodges,"June 27, 1960",30.0,NBA,SG,73.0,0.0,843.0,8.7,20.5,0.42,2.6,6.8,0.38,6.1,13.6,0.44,1.5,1.6,0.96,0.6,1.9,2.5,5.8,2.0,0.1,2.1,4.4,21.6,,110.0,109.0
1992,5,1304,CHI,Chicago Bulls,Craig Hodges,"June 27, 1960",31.0,NBA,SG,56.0,2.0,555.0,8.5,22.2,0.38,3.3,8.8,0.38,5.2,13.4,0.39,1.5,1.6,0.94,0.6,1.6,2.2,4.9,1.3,0.1,2.0,3.0,21.8,,105.0,110.0
