Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2002,15,189,MEM,Memphis Grizzlies,23.0,NBA,SF,78.0,3097.0,13.9,0.52,0.29,0.29,6.5,8.6,7.5,11.9,2.1,1.8,12.5,18.2,,2.7,2.1,4.8,0.07,,0.2,0.3,0.5,1.9
2003,15,189,MEM,Memphis Grizzlies,24.0,NBA,SF,78.0,2383.0,15.0,0.6,0.38,0.26,6.1,10.1,8.1,6.8,2.2,2.5,9.7,13.2,,4.8,1.5,6.2,0.13,,1.4,0.8,2.3,2.5
2004,15,189,MEM,Memphis Grizzlies,25.0,NBA,SF,79.0,1947.0,15.3,0.54,0.34,0.3,5.9,11.8,8.8,8.4,2.7,2.2,8.3,15.5,,3.5,2.3,5.9,0.14,,1.1,1.5,2.6,2.3
2005,15,189,MEM,Memphis Grizzlies,26.0,NBA,SG,80.0,2516.0,14.8,0.56,0.29,0.37,7.6,12.1,9.8,8.3,2.0,2.4,9.5,14.8,,4.4,3.4,7.8,0.15,,1.1,1.3,2.4,2.8
2006,15,189,MEM,Memphis Grizzlies,27.0,NBA,SF,81.0,2839.0,14.7,0.57,0.27,0.34,7.1,11.2,9.2,8.2,1.8,3.2,11.2,13.7,,4.6,4.5,9.1,0.15,,0.8,1.8,2.6,3.3
2007,11,189,HOU,Houston Rockets,28.0,NBA,SF,82.0,2988.0,12.0,0.59,0.57,0.17,2.6,10.4,6.5,9.2,1.4,1.5,9.3,12.1,,4.4,4.6,9.0,0.14,,0.3,2.0,2.3,3.2
2008,11,189,HOU,Houston Rockets,29.0,NBA,SF,80.0,2907.0,11.7,0.56,0.6,0.16,5.2,10.5,7.9,8.0,1.4,2.3,10.5,11.7,,3.6,4.6,8.2,0.14,,0.0,1.9,2.0,2.9
2009,11,189,HOU,Houston Rockets,30.0,NBA,SG,60.0,2031.0,10.7,0.57,0.67,0.19,3.1,12.9,8.2,10.0,1.3,1.9,11.3,9.9,,2.3,2.9,5.2,0.12,,0.1,1.9,2.0,2.0
2010,11,189,HOU,Houston Rockets,31.0,NBA,SG,67.0,2168.0,11.1,0.54,0.62,0.24,3.8,13.1,8.2,10.9,1.2,2.6,11.5,11.4,,2.2,2.1,4.3,0.1,,0.1,1.4,1.5,1.9
2011,31,189,TOT,Total After Trade,32.0,NBA,SF,82.0,2375.0,12.3,0.57,0.52,0.18,4.4,13.7,9.0,11.1,1.5,2.4,12.6,11.7,,2.9,2.2,5.1,0.1,,0.6,0.9,1.4,2.0
2011,11,189,HOU,Houston Rockets,32.0,NBA,SF,59.0,1818.0,12.9,0.58,0.55,0.19,3.6,13.9,8.8,12.1,1.5,2.7,12.5,12.3,,2.3,1.7,4.0,0.1,,0.8,1.1,1.9,1.8
2011,15,189,MEM,Memphis Grizzlies,32.0,NBA,SF,23.0,557.0,10.6,0.53,0.42,0.17,6.8,13.0,9.9,7.9,1.5,1.5,12.9,10.1,,0.5,0.6,1.1,0.1,,-0.3,0.2,-0.1,0.3
2012,16,189,MIA,Miami Heat,33.0,NBA,SF,65.0,1499.0,9.7,0.5,0.63,0.13,4.6,7.7,6.2,8.0,2.2,1.8,10.7,10.7,,1.2,2.1,3.3,0.1,,-0.7,1.6,0.9,1.1
2013,16,189,MIA,Miami Heat,34.0,NBA,SF,72.0,1786.0,10.7,0.62,0.87,0.1,2.7,8.4,5.7,5.7,1.2,2.5,8.2,11.0,,2.8,1.6,4.4,0.12,,0.9,0.1,1.0,1.4
2014,16,189,MIA,Miami Heat,35.0,NBA,SF,73.0,1468.0,8.7,0.52,0.76,0.08,3.0,8.6,5.9,6.0,1.8,2.3,6.9,10.0,,1.0,1.4,2.4,0.08,,-0.6,0.6,0.0,0.7
