SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1995,3,NJN,Kenny Anderson,24,72,2689,18.0,0.52,0.28,0.4,3.0,7.2,5.1,43.1,2.0,0.4,15.6,23.5,4.8,2.0,6.8,0.12,3.0,-0.7,2.2,2.8
1995,3,NJN,Armen Gilliam,30,82,2472,18.1,0.56,0.0,0.43,8.5,18.7,13.6,7.2,1.4,2.5,12.4,21.8,3.6,3.0,6.6,0.13,0.7,0.0,0.7,1.7
1995,3,NJN,P.J. Brown,25,80,2466,12.1,0.49,0.04,0.36,7.9,13.7,10.8,8.6,1.5,3.8,10.8,13.2,1.7,2.9,4.6,0.09,-2.0,1.6,-0.5,0.9
1995,3,NJN,Chris Morris,29,71,2131,15.5,0.5,0.37,0.23,9.3,11.4,10.3,12.0,2.1,1.7,11.1,21.8,1.8,2.2,4.0,0.09,1.4,0.0,1.4,1.8
1995,3,NJN,Derrick Coleman,27,56,2103,19.0,0.52,0.14,0.56,8.7,22.1,15.4,15.8,0.9,3.1,13.6,26.4,2.4,2.7,5.1,0.12,1.4,0.1,1.5,1.8
1995,3,NJN,Benoit Benjamin,30,61,1598,13.9,0.56,0.0,0.33,6.4,23.7,15.1,4.2,0.7,2.8,17.1,20.1,0.1,2.1,2.2,0.07,-2.6,-0.2,-2.8,-0.3
1995,3,NJN,Rex Walters,24,80,1435,10.2,0.53,0.42,0.11,1.4,5.7,3.5,14.2,1.3,0.8,12.6,17.2,0.7,0.8,1.6,0.05,-2.3,-0.6,-2.9,-0.3
1995,3,NJN,Chris Childs,27,53,1021,11.2,0.5,0.45,0.26,1.5,5.9,3.7,33.8,2.1,0.2,19.6,16.7,0.5,0.8,1.2,0.06,-1.9,-0.3,-2.2,-0.1
1995,3,NJN,Jayson Williams,26,75,982,16.2,0.48,0.02,0.38,19.9,27.5,23.7,6.1,1.4,2.3,13.5,19.5,0.5,1.6,2.1,0.1,-1.8,-1.2,-3.0,-0.3
1995,3,NJN,Sleepy Floyd,34,48,831,6.3,0.43,0.42,0.2,1.0,6.1,3.6,23.2,0.8,0.5,18.1,14.9,-0.5,0.4,-0.2,-0.01,-4.6,-1.6,-6.2,-0.9
1995,3,NJN,Sean Higgins,26,57,735,7.1,0.46,0.29,0.15,3.7,7.8,5.7,6.6,0.7,0.9,10.7,19.5,-0.3,0.4,0.0,0.0,-4.7,-1.8,-6.5,-0.8
1995,3,NJN,Rick Mahorn,36,58,630,11.8,0.57,0.02,0.32,7.8,20.4,14.1,6.7,0.9,1.3,16.5,14.4,0.5,0.7,1.2,0.09,-3.5,-0.1,-3.6,-0.3
1995,3,NJN,Kevin Edwards,29,14,466,11.7,0.57,0.29,0.27,2.3,6.4,4.3,9.8,2.1,0.7,16.9,19.6,0.2,0.4,0.6,0.06,-1.9,-0.1,-2.0,0.0
1995,3,NJN,Dwayne Schintzius,26,43,318,8.2,0.39,0.0,0.1,9.9,17.9,13.9,7.7,0.5,3.7,13.1,17.9,-0.4,0.4,-0.1,-0.01,-5.9,-0.5,-6.4,-0.3
1995,3,NJN,Yinka Dare,22,1,3,-33.9,0.0,0.0,0.0,0.0,36.6,18.2,0.0,0.0,0.0,50.0,29.3,-0.1,0.0,0.0,-0.74,-40.6,-3.9,-44.6,0.0
