Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,29,UTA,Utah Jazz,82,19705,39.5,88.8,0.45,8.1,22.5,0.36,31.4,66.3,0.47,17.6,23.7,0.74,10.9,32.4,43.3,21.5,9.1,5.1,14.5,21.6,104.9
2015,15,MEM,Memphis Grizzlies,82,19905,38.7,87.6,0.44,8.7,24.8,0.35,30.0,62.9,0.48,16.1,21.6,0.74,11.3,34.3,45.6,21.7,7.9,5.6,16.5,21.8,102.2
2015,27,SAS,San Antonio Spurs,82,19955,39.0,88.0,0.44,7.2,19.9,0.36,31.9,68.1,0.47,16.8,22.5,0.74,10.4,33.9,44.3,21.8,8.3,4.6,15.0,20.7,102.0
2015,12,IND,Indiana Pacers,82,19855,38.3,88.0,0.44,7.7,22.2,0.34,30.6,65.8,0.46,19.1,25.3,0.75,10.4,35.1,45.5,21.2,8.0,5.0,13.6,22.8,103.2
2015,1,ATL,Atlanta Hawks,82,19730,38.7,88.3,0.44,9.3,27.3,0.34,29.4,60.9,0.48,16.3,21.4,0.76,12.3,34.1,46.3,25.0,7.8,5.2,17.1,20.9,103.1
2015,16,MIA,Miami Heat,82,19730,39.6,87.3,0.45,8.9,25.2,0.35,30.7,62.0,0.5,18.6,25.5,0.73,12.0,33.0,45.0,23.4,8.6,4.8,16.3,22.9,106.7
2015,4,CHO,Charlotte Hornets,82,19905,39.2,89.0,0.44,8.4,23.6,0.36,30.8,65.5,0.47,16.8,21.7,0.77,9.4,37.5,46.9,23.5,6.5,5.7,13.4,22.2,103.5
2015,17,MIL,Milwaukee Bucks,82,19930,37.3,85.5,0.44,8.7,25.3,0.34,28.7,60.2,0.48,18.9,25.5,0.74,12.0,33.0,45.0,23.4,9.1,5.0,18.2,21.1,102.2
2015,5,CHI,Chicago Bulls,82,19880,40.3,92.5,0.44,7.0,20.9,0.34,33.3,71.6,0.46,16.8,22.4,0.75,12.5,33.8,46.3,21.6,8.0,5.8,13.0,22.6,104.3
2015,30,WAS,Washington Wizards,82,19955,38.1,87.9,0.43,8.4,24.2,0.35,29.6,63.7,0.46,18.4,24.9,0.74,10.5,33.4,43.9,21.0,8.4,4.5,14.7,20.7,103.0
2015,19,NOP,New Orleans Pelicans,82,19780,41.3,90.5,0.46,7.1,21.3,0.34,34.1,69.2,0.49,17.7,23.3,0.76,11.6,33.7,45.2,22.6,7.4,6.3,13.3,20.4,107.3
2015,25,POR,Portland Trail Blazers,82,19855,40.2,91.4,0.44,6.7,19.9,0.34,33.4,71.5,0.47,16.7,22.0,0.76,11.6,35.3,46.9,21.4,8.4,3.8,12.8,19.7,103.7
2015,6,CLE,Cleveland Cavaliers,82,19780,41.0,90.0,0.46,8.3,24.3,0.34,32.7,65.7,0.5,16.0,21.4,0.74,11.6,32.7,44.3,25.9,8.4,4.8,14.3,22.1,106.3
2015,9,DET,Detroit Pistons,82,19830,40.5,88.9,0.46,8.3,23.3,0.36,32.2,65.6,0.49,17.1,22.2,0.77,11.4,35.7,47.2,25.4,7.5,5.1,14.9,20.7,106.4
2015,10,GSW,Golden State Warriors,82,19730,37.5,87.7,0.43,7.3,21.7,0.34,30.2,65.9,0.46,19.0,24.9,0.76,11.9,33.3,45.2,21.3,8.4,3.6,16.5,19.1,101.4
2015,13,LAC,Los Angeles Clippers,82,19730,38.3,86.6,0.44,8.8,25.2,0.35,29.6,61.5,0.48,20.0,27.0,0.74,11.1,34.0,45.2,24.5,7.0,3.1,15.0,22.7,105.5
2015,11,HOU,Houston Rockets,82,19805,38.8,87.6,0.44,7.6,23.6,0.32,31.2,64.0,0.49,18.2,24.2,0.75,12.2,32.9,45.1,22.0,9.1,5.5,16.8,21.7,103.4
2015,3,BRK,Brooklyn Nets,82,19930,40.9,89.8,0.46,9.0,25.2,0.36,31.9,64.5,0.49,16.6,22.7,0.73,12.2,35.1,47.2,25.2,8.4,4.8,14.8,21.3,107.4
2015,28,TOR,Toronto Raptors,82,19855,40.6,88.4,0.46,8.2,23.8,0.35,32.3,64.6,0.5,18.4,25.0,0.73,12.0,33.3,45.3,24.3,7.4,5.4,15.4,21.7,107.7
2015,23,PHI,Philadelphia 76Ers,82,19805,38.5,85.9,0.45,8.3,23.8,0.35,30.2,62.1,0.49,19.4,25.6,0.76,11.9,36.1,48.0,24.6,9.9,5.7,17.4,21.0,104.8
2015,2,BOS,Boston Celtics,82,19880,39.4,87.5,0.45,7.6,22.7,0.34,31.7,64.7,0.49,18.2,24.0,0.76,11.2,34.9,46.2,22.6,7.3,5.4,15.6,19.5,104.5
2015,20,NYK,New York Knicks,82,19855,40.2,87.4,0.46,9.2,24.2,0.38,31.0,63.2,0.49,20.5,26.9,0.76,11.9,35.4,47.3,23.6,8.7,4.7,15.3,20.7,110.0
2015,22,ORL,Orlando Magic,82,19755,40.3,87.0,0.46,8.8,24.0,0.37,31.5,63.0,0.5,18.3,24.3,0.75,10.7,35.5,46.1,24.9,8.2,5.7,15.3,19.0,107.7
2015,21,OKC,Oklahoma City Thunder,82,19830,39.0,88.6,0.44,8.6,25.1,0.34,30.4,63.5,0.48,18.9,25.3,0.74,11.6,32.7,44.3,22.9,8.1,4.8,14.1,21.2,105.5
2015,7,DAL,Dallas Mavericks,82,19880,39.5,87.9,0.45,9.4,25.8,0.36,30.1,62.1,0.48,18.0,23.8,0.75,12.8,35.2,48.0,23.2,7.6,4.0,17.0,23.0,106.4
2015,24,PHO,Phoenix Suns,82,19880,39.5,87.4,0.45,7.9,22.5,0.35,31.5,64.9,0.49,19.3,25.5,0.76,11.9,34.7,46.6,21.7,8.2,4.2,16.0,20.9,106.2
