Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,6,CLE,Cleveland Cavaliers,82,19780,37.9,88.1,0.43,6.6,19.8,0.33,31.4,68.3,0.46,20.0,25.9,0.77,12.0,31.6,43.6,21.4,7.1,4.6,15.5,22.8,102.4
2009,27,SAS,San Antonio Spurs,82,19905,40.5,89.6,0.45,6.1,16.1,0.38,34.5,73.5,0.47,17.1,22.3,0.77,10.2,35.1,45.2,20.2,7.2,4.8,13.1,20.6,104.3
2009,2,BOS,Boston Celtics,82,19880,36.9,85.7,0.43,6.8,19.4,0.35,30.1,66.3,0.45,21.7,28.2,0.77,11.1,30.0,41.2,20.7,7.8,5.2,16.0,24.3,102.3
2009,25,POR,Portland Trail Blazers,82,19830,40.5,88.0,0.46,6.8,18.2,0.37,33.7,69.9,0.48,20.0,24.9,0.8,11.0,30.6,41.6,22.2,7.2,4.5,15.1,24.2,107.8
2009,19,NOH,New Orleans Hornets,82,19755,39.4,87.6,0.45,8.0,22.5,0.35,31.5,65.1,0.48,20.1,26.0,0.77,11.4,34.0,45.4,22.8,6.6,4.0,15.1,23.2,107.0
2009,22,ORL,Orlando Magic,82,19730,38.7,89.4,0.43,5.8,17.1,0.34,32.8,72.3,0.45,18.7,24.8,0.76,11.4,34.1,45.5,19.6,7.4,4.1,14.1,24.2,101.9
2009,11,HOU,Houston Rockets,82,19805,40.2,90.5,0.44,6.2,17.4,0.36,34.0,73.0,0.46,17.4,23.2,0.75,11.7,32.2,44.0,21.8,7.9,5.8,13.6,22.7,104.0
2009,9,DET,Detroit Pistons,82,19905,40.0,88.7,0.45,6.0,17.1,0.35,33.9,71.6,0.47,22.0,28.3,0.78,12.0,34.1,46.1,23.0,6.4,4.8,13.4,22.4,108.0
2009,4,CHA,Charlotte Bobcats,82,19930,39.3,86.6,0.45,7.6,20.8,0.37,31.7,65.8,0.48,19.9,26.3,0.76,12.0,31.5,43.5,21.9,8.5,6.7,16.4,23.4,106.1
2009,1,ATL,Atlanta Hawks,82,19705,40.8,89.8,0.45,7.2,20.3,0.35,33.6,69.5,0.48,18.8,24.5,0.77,13.0,33.7,46.7,23.2,7.2,4.8,15.2,22.8,107.6
2009,23,PHI,Philadelphia 76Ers,82,19755,40.5,87.6,0.46,7.9,21.5,0.37,32.6,66.1,0.49,18.9,24.2,0.78,12.6,30.9,43.5,24.3,7.8,5.4,17.3,24.1,107.8
2009,16,MIA,Miami Heat,82,19955,39.1,85.8,0.46,7.9,20.3,0.39,31.2,65.5,0.48,21.5,27.9,0.77,12.0,33.9,45.9,22.0,7.1,4.5,16.7,21.8,107.6
2009,14,LAL,Los Angeles Lakers,82,19780,39.2,87.8,0.45,7.5,21.9,0.34,31.7,65.9,0.48,18.7,24.8,0.75,12.3,31.4,43.7,23.9,8.2,5.0,16.4,23.4,104.7
2009,15,MEM,Memphis Grizzlies,82,19805,40.6,85.7,0.47,7.2,20.3,0.36,33.4,65.4,0.51,21.2,27.5,0.77,11.3,32.7,44.0,23.3,8.5,6.0,16.1,24.0,109.5
2009,7,DAL,Dallas Mavericks,82,19805,40.7,89.5,0.46,6.8,18.3,0.38,33.8,71.2,0.48,20.2,25.3,0.8,11.7,33.2,45.0,21.3,7.8,4.4,14.1,21.8,108.4
2009,17,MIL,Milwaukee Bucks,82,19780,37.4,81.7,0.46,7.4,19.5,0.38,30.0,62.2,0.48,25.7,32.5,0.79,10.9,33.1,44.0,22.7,8.1,4.9,17.7,24.1,107.9
