Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1998,25.0,TOT,NBA,PG,35.0,430.0,8.9,0.477,0.01,0.714,2.3,8.2,5.2,24.3,1.6,0.0,25.5,18.4,,-0.4,0.2,-0.1,-0.014,,-3.8,-0.6,-4.4,-0.3
1998,25.0,DAL,NBA,PG,16.0,214.0,7.9,0.434,0.0,0.595,3.1,8.0,5.5,22.7,1.5,0.0,23.2,14.8,,-0.1,0.1,-0.1,-0.017,,-4.5,-1.0,-5.5,-0.2
1998,25.0,ORL,NBA,PG,19.0,216.0,9.9,0.508,0.018,0.804,1.6,8.4,4.9,25.8,1.8,0.0,27.0,22.0,,-0.2,0.2,0.0,-0.011,,-3.0,-0.3,-3.3,-0.1
1999,26.0,TOT,NBA,PG,8.0,72.0,3.7,0.381,0.0,0.5,0.0,10.4,5.2,5.7,2.1,0.9,14.9,12.0,,-0.1,0.1,0.0,-0.015,,-7.4,0.6,-6.7,-0.1
1999,26.0,SAC,NBA,PG,7.0,68.0,4.1,0.395,0.0,0.385,0.0,9.3,4.7,6.1,2.2,0.9,16.5,11.4,,-0.1,0.1,0.0,-0.011,,-7.0,0.7,-6.3,-0.1
1999,26.0,ORL,NBA,PG,1.0,4.0,-2.8,0.266,0.0,2.0,0.0,29.5,14.5,0.0,0.0,0.0,0.0,21.3,,0.0,0.0,0.0,-0.085,,-13.4,0.3,-13.1,0.0
2001,28.0,TOT,NBA,PG,70.0,925.0,10.3,0.467,0.016,0.464,2.0,9.6,5.8,24.5,1.7,0.1,17.5,13.7,,0.5,0.9,1.4,0.075,,-2.8,0.6,-2.2,0.0
2001,28.0,NJN,NBA,PG,19.0,161.0,5.5,0.311,0.0,0.704,2.1,14.7,8.2,23.0,1.6,0.0,20.3,12.5,,-0.2,0.1,-0.1,-0.045,,-5.5,0.0,-5.5,-0.1
2001,28.0,PHI,NBA,PG,51.0,764.0,11.4,0.495,0.018,0.424,2.0,8.6,5.3,24.8,1.7,0.1,17.0,14.0,,0.7,0.9,1.6,0.1,,-2.3,0.7,-1.5,0.1
2002,29.0,TOT,NBA,PG,81.0,1723.0,12.3,0.51,0.006,0.643,1.7,10.8,6.2,26.4,1.9,0.1,19.0,14.9,,1.4,1.0,2.4,0.066,,-1.7,-0.2,-1.9,0.0
2002,29.0,CHI,NBA,PG,52.0,1146.0,11.2,0.49,0.008,0.514,1.8,11.5,6.5,26.9,1.7,0.1,20.5,15.7,,0.3,0.5,0.7,0.031,,-2.4,-0.8,-3.3,-0.4
2002,29.0,IND,NBA,PG,29.0,577.0,14.3,0.554,0.0,0.97,1.4,9.3,5.5,25.4,2.4,0.1,15.4,13.3,,1.1,0.5,1.6,0.136,,-0.3,1.2,0.9,0.4
2003,30.0,TOT,NBA,PG,82.0,1897.0,13.7,0.514,0.014,0.404,1.5,9.8,5.6,23.8,2.0,0.2,12.2,14.6,,3.0,0.8,3.8,0.097,,-0.7,0.2,-0.6,0.7
2003,30.0,MIL,NBA,PG,53.0,1127.0,13.5,0.513,0.02,0.357,1.2,9.1,5.1,24.3,1.7,0.3,10.9,13.7,,2.0,0.1,2.1,0.09,,-0.6,-0.5,-1.1,0.3
2003,30.0,SEA,NBA,PG,29.0,770.0,14.0,0.515,0.005,0.468,2.0,10.9,6.3,23.0,2.3,0.1,13.8,15.9,,1.0,0.7,1.7,0.106,,-0.9,1.2,0.2,0.4
2004,31.0,CLE,NBA,PG,82.0,1401.0,12.2,0.51,0.035,0.685,1.8,11.6,6.7,25.0,1.9,0.4,19.5,13.3,,1.5,1.0,2.4,0.083,,-2.3,0.3,-2.0,0.0
2005,32.0,PHI,NBA,PG,26.0,158.0,6.7,0.4,0.0,0.29,2.1,11.5,6.8,17.9,1.6,0.0,14.6,11.5,,-0.1,0.1,0.1,0.025,,-5.1,0.6,-4.5,-0.1
2006,33.0,PHI,NBA,SG,70.0,1069.0,7.8,0.491,0.017,0.282,1.4,9.3,5.4,13.8,1.6,0.2,12.9,9.6,,0.5,0.5,1.1,0.048,,-3.8,0.1,-3.7,-0.5
2007,34.0,PHI,NBA,PG,53.0,919.0,8.4,0.481,0.011,0.241,1.0,8.6,4.8,21.8,1.2,0.1,18.5,12.8,,0.1,0.5,0.6,0.03,,-3.5,-0.7,-4.2,-0.5
2008,35.0,PHI,NBA,SG,40.0,300.0,9.7,0.463,0.014,0.217,1.6,6.0,3.8,18.7,1.8,0.0,6.2,12.1,,0.3,0.2,0.5,0.084,,-3.3,0.6,-2.7,-0.1
2009,36.0,MIN,NBA,PG,50.0,850.0,9.9,0.525,0.007,0.64,1.7,8.9,5.2,20.2,1.2,0.4,15.0,12.0,,0.9,0.3,1.2,0.067,,-3.0,-0.2,-3.1,-0.3
2010,37.0,OKC,NBA,PG,25.0,263.0,7.0,0.453,0.022,0.178,1.3,9.3,5.5,10.8,1.8,0.0,11.0,9.3,,0.0,0.3,0.3,0.059,,-4.0,1.7,-2.4,0.0
