Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,2,3020,BOS,Boston Celtics,29.0,NBA,PG,4.0,0.0,17.0,6.4,14.8,0.43,2.1,2.1,1.0,4.2,12.7,0.33,6.4,8.5,0.75,0.0,2.1,2.1,6.4,2.1,0.0,4.2,0.0,21.2
2020,2,3020,BOS,Boston Celtics,30.0,NBA,PG,17.0,0.0,273.0,3.8,7.9,0.48,1.6,3.6,0.44,2.2,4.4,0.52,1.8,2.1,0.88,0.3,4.2,4.5,4.0,1.6,0.5,2.4,4.2,11.1
