Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,18,693,MIN,Minnesota Timberwolves,22.0,NBA,SF,57.0,0.0,10.0,1.0,2.6,0.37,0.1,0.2,0.31,0.9,2.4,0.38,0.38,1.3,2.0,0.64,1.0,1.2,2.2,0.8,0.7,0.4,1.2,1.6,3.3
1997,23,693,PHI,Philadelphia 76Ers,23.0,NBA,SF,75.0,17.0,22.7,3.3,7.1,0.47,0.3,1.2,0.26,3.0,5.9,0.51,0.49,1.5,2.2,0.67,1.8,2.5,4.3,1.8,1.1,0.4,1.6,3.1,8.5
1998,23,693,PHI,Philadelphia 76Ers,24.0,NBA,SF,71.0,12.0,12.8,1.5,3.4,0.45,0.0,0.1,0.0,1.5,3.4,0.46,0.45,0.9,1.4,0.63,0.9,1.3,2.2,1.0,0.7,0.3,1.3,1.3,4.0
1999,16,693,MIA,Miami Heat,25.0,NBA,SF,4.0,1.0,8.8,0.5,1.5,0.33,0.0,0.0,,0.5,1.5,0.33,0.33,1.3,1.5,0.83,0.5,1.3,1.8,0.3,0.3,0.0,1.8,3.0,2.3
