PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Bryant Stith,23,82,2853,12.7,0.53,0.011000000000000001,0.433,4.8,8.7,6.8,10.4,2.0,0.4,11.9,16.4,,3.4,3.4,6.8,0.114,,-0.8,0.8,0.0,1.4
Dikembe Mutombo,27,82,2853,17.9,0.59,0.002,0.684,11.5,25.8,18.9,6.6,1.0,7.4,19.8,15.6,,2.9,6.4,9.4,0.158,,0.1,3.0,3.2,3.7
LaPhonso Ellis,23,79,2699,15.9,0.542,0.024,0.373,9.4,18.4,14.0,10.0,1.2,1.9,13.3,20.4,,3.5,4.1,7.6,0.135,,0.2,0.4,0.6,1.8
Reggie Williams,29,82,2654,13.1,0.478,0.22699999999999998,0.222,4.2,11.9,8.2,17.6,2.2,1.6,12.8,20.5,,0.9,3.9,4.8,0.08800000000000001,,-0.8,1.3,0.6,1.7
Mahmoud Abdul-Rauf,24,80,2617,16.7,0.521,0.10400000000000001,0.179,1.2,5.8,3.6,24.1,1.6,0.2,9.9,24.9,,4.4,2.4,6.8,0.125,,1.5,-0.7,0.8,1.9
Bison Dele,24,80,1507,16.5,0.574,0.006,0.455,10.5,22.0,16.4,5.2,1.6,3.6,15.7,18.7,,1.8,2.9,4.7,0.151,,-0.9,1.3,0.4,0.9
Rodney Rogers,22,79,1406,12.9,0.509,0.16899999999999998,0.34700000000000003,7.4,10.4,8.9,11.4,2.2,2.1,17.3,23.0,,-0.1,2.1,2.0,0.067,,-1.3,0.7,-0.6,0.5
Robert Pack,24,66,1382,15.0,0.52,0.057999999999999996,0.469,2.1,7.6,4.9,40.4,2.9,0.4,25.2,25.0,,-0.3,1.9,1.7,0.057,,-0.2,-0.1,-0.2,0.6
Tom Hammonds,26,74,877,12.4,0.546,0.0,0.452,8.1,16.8,12.6,5.8,1.1,0.9,12.9,15.4,,1.0,1.2,2.2,0.11800000000000001,,-1.4,0.1,-1.3,0.2
Darnell Mee,22,38,285,6.3,0.365,0.273,0.307,6.9,6.8,6.8,8.0,2.6,2.9,15.3,17.6,,-0.6,0.4,-0.1,-0.022000000000000002,,-4.3,1.4,-3.0,-0.1
Kevin Brooks,24,34,190,5.3,0.41100000000000003,0.23199999999999998,0.10099999999999999,3.0,9.1,6.1,2.6,0.0,0.7,10.4,25.9,,-0.4,0.1,-0.2,-0.062,,-6.0,-3.7,-9.6,-0.4
Mark Randall,26,28,155,11.2,0.465,0.28,0.56,6.7,9.0,7.9,10.3,2.6,1.2,13.8,19.9,,0.0,0.2,0.2,0.07400000000000001,,-2.6,0.4,-2.2,0.0
Mark Macon,24,7,126,2.1,0.364,0.067,0.222,2.7,3.4,3.1,12.7,2.4,0.5,22.1,21.4,,-0.4,0.1,-0.3,-0.11199999999999999,,-8.0,-0.6,-8.7,-0.2
Adonis Jordan,23,6,79,5.6,0.326,0.435,0.0,4.4,4.1,4.2,33.3,0.0,0.8,20.7,15.6,,-0.1,0.0,-0.1,-0.037000000000000005,,-2.2,-3.0,-5.3,-0.1
Roy Marble,27,5,32,-3.5,0.15,0.0,0.25,10.8,16.8,13.9,4.2,0.0,3.9,18.4,21.7,,-0.2,0.0,-0.2,-0.285,,-10.4,-5.3,-15.7,-0.1
Jim Farmer,29,4,29,-3.7,0.33299999999999996,0.33299999999999996,0.0,0.0,7.4,3.8,18.9,0.0,0.0,45.5,16.2,,-0.1,0.0,-0.1,-0.21,,-10.1,-4.4,-14.5,-0.1
Marcus Liberty,25,3,11,18.7,0.5710000000000001,0.14300000000000002,0.28600000000000003,0.0,48.9,25.3,41.8,0.0,0.0,20.2,38.3,,0.0,0.0,0.0,0.106,,-5.3,5.4,0.1,0.0
