SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1994,2,BOS,Dee Brown,25,77,2867,16.0,0.53,0.09,0.21,2.5,9.4,5.9,18.2,2.7,1.0,10.1,18.8,,4.1,2.3,6.4,0.11,,0.4,1.2,1.5,2.5
1994,2,BOS,Sherman Douglas,27,78,2789,14.3,0.5,0.06,0.3,2.8,5.0,3.9,35.8,1.6,0.2,18.3,19.8,,1.9,0.8,2.7,0.05,,0.8,-2.2,-1.4,0.4
1994,2,BOS,Dino Radja,26,80,2303,18.2,0.56,0.0,0.32,9.3,19.0,14.1,7.9,1.5,1.8,12.2,23.0,,3.8,2.2,5.9,0.12,,0.6,-0.6,0.0,1.2
1994,2,BOS,Rick Fox,24,82,2096,14.4,0.54,0.14,0.32,5.6,13.5,9.6,15.3,1.9,1.6,16.0,20.4,,1.5,1.7,3.2,0.07,,-0.4,0.2,-0.2,0.9
1994,2,BOS,Robert Parish,40,74,1987,16.1,0.53,0.0,0.29,8.0,22.9,15.4,6.3,1.1,3.0,11.7,20.2,,1.8,2.1,4.0,0.1,,-0.7,-0.3,-1.0,0.5
1994,2,BOS,Xavier McDaniel,30,82,1971,14.5,0.5,0.05,0.25,8.1,14.8,11.5,10.0,1.2,1.2,11.1,23.1,,1.0,1.3,2.3,0.06,,-0.5,-1.3,-1.8,0.1
1994,2,BOS,Kevin Gamble,28,75,1880,13.4,0.5,0.13,0.16,2.4,7.1,4.8,12.4,1.5,0.7,8.2,21.6,,1.4,0.7,2.1,0.05,,-0.7,-1.0,-1.7,0.2
1994,2,BOS,Ed Pinckney,30,76,1524,14.5,0.57,0.0,0.43,11.8,23.7,17.7,5.5,1.9,1.8,15.3,11.6,,2.2,1.8,4.0,0.13,,0.0,0.2,0.2,0.8
1994,2,BOS,Acie Earl,23,74,1149,9.2,0.46,0.0,0.43,8.3,16.0,12.1,1.5,1.0,2.9,14.0,19.4,,-0.7,0.9,0.2,0.01,,-5.2,-1.4,-6.5,-1.3
1994,2,BOS,Jimmy Oliver,24,44,540,10.1,0.47,0.15,0.15,1.7,8.0,4.8,9.1,1.5,0.1,8.4,20.0,,0.0,0.2,0.2,0.02,,-2.9,-1.4,-4.3,-0.3
1994,2,BOS,Chris Corchiani,25,51,467,10.4,0.53,0.4,0.4,1.9,8.7,5.3,24.5,2.4,0.3,25.6,13.8,,0.1,0.3,0.4,0.04,,-2.4,0.0,-2.4,0.0
1994,2,BOS,Alaa Abdelnaby,25,13,159,9.2,0.48,0.0,0.46,8.5,24.2,16.3,2.7,0.6,1.2,20.5,22.6,,-0.2,0.1,-0.1,-0.03,,-5.3,-2.2,-7.4,-0.2
1994,2,BOS,Tony Harris,26,5,88,14.9,0.52,0.29,0.81,3.8,9.0,6.4,12.4,2.3,0.0,12.5,23.7,,0.1,0.1,0.2,0.11,,0.8,0.5,1.2,0.1
1994,2,BOS,Todd Lichti,27,4,48,16.7,0.47,0.0,1.0,4.7,14.2,9.4,17.6,5.2,1.3,13.0,20.9,,0.0,0.1,0.1,0.08,,-2.2,1.9,-0.4,0.0
1994,2,BOS,Matt Wenstrom,23,11,37,15.6,0.62,0.0,1.0,18.2,18.4,18.3,0.0,0.0,3.4,21.7,21.6,,0.0,0.0,0.1,0.1,,-2.2,-1.6,-3.7,0.0
