SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1994,17,MIL,Vin Baker,22,82,2560,16.1,0.53,0.01,0.47,11.8,16.3,13.9,10.6,1.2,3.0,13.4,20.5,,2.6,1.7,4.4,0.08,,0.0,-1.1,-1.2,0.5
1994,17,MIL,Ken Norman,29,82,2539,12.6,0.49,0.21,0.2,7.2,15.9,11.3,14.3,1.2,1.2,13.0,19.6,,0.6,1.3,1.9,0.04,,-0.7,-1.6,-2.3,-0.2
1994,17,MIL,Eric Murdock,25,82,2533,20.3,0.55,0.16,0.28,3.9,8.2,5.9,36.9,4.0,0.3,15.2,23.1,,5.1,2.2,7.2,0.14,,3.1,0.8,4.0,3.8
1994,17,MIL,Blue Edwards,28,82,2322,12.9,0.54,0.13,0.24,4.9,11.8,8.1,12.1,1.8,0.8,14.2,19.2,,1.7,1.2,2.9,0.06,,-1.2,-1.0,-2.2,-0.1
1994,17,MIL,Todd Day,24,76,2127,13.5,0.49,0.18,0.39,5.9,11.2,8.4,10.7,2.5,1.7,11.5,22.8,,0.6,1.5,2.1,0.05,,-1.2,-0.7,-1.9,0.1
1994,17,MIL,Lee Mayberry,23,82,1472,9.4,0.49,0.3,0.21,1.9,6.2,3.9,22.2,1.6,0.2,18.1,15.8,,0.1,0.3,0.4,0.01,,-2.6,-1.6,-4.2,-0.8
1994,17,MIL,Frank Brickowski,34,43,1441,14.7,0.54,0.04,0.37,4.0,19.1,11.1,19.1,1.8,0.7,17.1,21.9,,0.8,1.1,1.9,0.06,,-1.1,-0.2,-1.3,0.2
1994,17,MIL,Jon Barry,24,72,1242,14.6,0.51,0.3,0.32,3.2,10.8,6.8,21.0,4.2,0.9,16.0,18.1,,0.8,1.3,2.1,0.08,,-1.2,1.8,0.6,0.8
1994,17,MIL,Derek Strong,25,67,1131,14.6,0.51,0.04,0.6,10.5,18.5,14.3,6.6,1.7,0.8,12.4,18.8,,1.3,0.8,2.1,0.09,,-0.7,-1.9,-2.5,-0.2
1994,17,MIL,Brad Lohaus,29,67,962,8.3,0.46,0.48,0.1,3.7,14.8,9.0,9.7,1.6,3.9,16.5,15.8,,-0.7,0.8,0.1,0.0,,-3.7,0.5,-3.3,-0.3
1994,17,MIL,Anthony Avent,24,33,695,11.3,0.47,0.0,0.35,9.4,16.5,12.7,7.4,1.2,1.9,14.1,19.0,,-0.1,0.4,0.3,0.02,,-2.8,-1.5,-4.3,-0.4
1994,17,MIL,Danny Schayes,34,23,230,6.3,0.44,0.0,0.48,7.6,15.3,11.2,3.1,1.1,2.3,20.1,13.1,,-0.2,0.1,0.0,-0.01,,-5.6,-0.7,-6.3,-0.3
1994,17,MIL,Anthony Cook,26,23,201,11.5,0.48,0.02,0.47,10.8,21.8,16.0,3.1,0.8,4.0,14.7,16.1,,0.0,0.2,0.1,0.03,,-3.6,-1.2,-4.8,-0.1
1994,17,MIL,Joe Courtney,24,19,177,9.0,0.42,0.04,0.21,8.6,10.3,9.4,5.5,2.0,2.3,12.6,21.4,,-0.2,0.1,-0.1,-0.03,,-4.6,-2.0,-6.6,-0.2
1994,17,MIL,Mike Gminski,34,8,54,2.0,0.25,0.0,0.17,6.0,27.0,16.0,0.0,0.0,3.8,7.2,22.2,,-0.2,0.0,-0.2,-0.18,,-9.0,-5.2,-14.2,-0.2
1994,17,MIL,Greg Foster,25,3,19,14.7,0.64,0.0,0.29,0.0,19.2,9.1,0.0,0.0,3.6,11.3,20.2,,0.0,0.0,0.0,0.11,,-2.9,1.2,-1.8,0.0
