Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2016,30,68,WAS,Washington Wizards,6,Alan Anderson,SG,6-6,220,1982-10-16,US,6,Michigan State
2016,30,200,WAS,Washington Wizards,3,Bradley Beal,SG,6-3,207,1993-06-28,US,3,Florida
2016,30,259,WAS,Washington Wizards,45,DeJuan Blair,C,6-7,270,1989-04-22,US,6,Pitt
2016,30,795,WAS,Washington Wizards,1,Jared Dudley,PF,6-6,237,1985-07-10,US,8,Boston College
2016,30,822,WAS,Washington Wizards,8,Jarell Eddie,SF,6-7,218,1991-10-30,US,R,Virginia Tech
2016,30,1058,WAS,Washington Wizards,90,Drew Gooden,PF,6-10,250,1981-09-24,US,13,Kansas
2016,30,1067,WAS,Washington Wizards,13,Marcin Gortat,C,6-11,240,1984-02-17,PL,8,
2016,30,1280,WAS,Washington Wizards,21,J.J. Hickson,C,6-9,242,1988-09-04,US,7,NC State
2016,30,1289,WAS,Washington Wizards,42,Nene Hilario,PF,6-11,250,1982-09-13,BR,13,
2016,30,1316,WAS,Washington Wizards,15,Ryan Hollins,C,7-0,240,1984-10-10,US,9,UCLA
2016,30,1364,WAS,Washington Wizards,43,Kris Humphries,PF,6-9,235,1985-02-06,US,11,Minnesota
2016,30,2058,WAS,Washington Wizards,5,Markieff Morris,PF,6-9,245,1989-09-02,US,4,Kansas
2016,30,2125,WAS,Washington Wizards,14,Gary Neal,SG,6-4,210,1984-10-03,US,5,"La Salle, Towson University"
2016,30,2224,WAS,Washington Wizards,12,Kelly Oubre,SF,6-7,203,1995-12-09,US,R,Kansas
2016,30,2347,WAS,Washington Wizards,22,Otto Porter,SF,6-8,198,1993-06-03,US,2,Georgetown
2016,30,2605,WAS,Washington Wizards,7,Ramon Sessions,PG,6-3,190,1986-04-11,US,8,Nevada
2016,30,2834,WAS,Washington Wizards,17,Garrett Temple,SF,6-5,195,1986-05-08,US,5,LSU
2016,30,2886,WAS,Washington Wizards,15,Marcus Thornton,SG,6-4,205,1987-06-05,US,6,LSU
2016,30,3015,WAS,Washington Wizards,2,John Wall,PG,6-3,210,1990-09-06,US,5,Kentucky
