Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,18,1853,MIN,Minnesota Timberwolves,Darrick Martin,"March 6, 1971",23.0,NBA,PG,34.0,9.0,803.0,4.3,10.4,0.41,0.3,1.7,0.18,3.9,8.7,0.45,2.6,2.9,0.88,0.6,2.2,2.9,6.0,1.5,0.0,2.8,3.9,11.4
1996,31,1853,TOT,Total After Trade,Darrick Martin,"March 6, 1971",24.0,NBA,PG,59.0,16.0,1149.0,4.6,11.3,0.41,0.6,2.2,0.29,4.0,9.2,0.43,3.2,3.8,0.84,0.5,2.1,2.6,6.8,1.7,0.1,3.4,3.9,13.0
1996,15,1853,VAN,Vancouver Grizzlies,Darrick Martin,"March 6, 1971",24.0,NBA,PG,24.0,0.0,402.0,5.3,11.7,0.45,0.4,2.0,0.23,4.8,9.8,0.5,3.4,4.1,0.83,1.2,2.2,3.4,5.5,2.4,0.1,3.3,4.2,14.4
1996,18,1853,MIN,Minnesota Timberwolves,Darrick Martin,"March 6, 1971",24.0,NBA,PG,35.0,16.0,747.0,4.2,11.1,0.38,0.7,2.3,0.32,3.5,8.9,0.4,3.0,3.6,0.85,0.1,2.0,2.1,7.5,1.3,0.1,3.4,3.7,12.2
1997,13,1853,LAC,Los Angeles Clippers,Darrick Martin,"March 6, 1971",25.0,NBA,PG,82.0,64.0,1820.0,5.8,14.2,0.41,1.8,4.6,0.39,4.0,9.6,0.42,4.3,4.9,0.87,0.5,1.7,2.2,6.7,1.1,0.0,2.5,3.3,17.7
1998,13,1853,LAC,Los Angeles Clippers,Darrick Martin,"March 6, 1971",26.0,NBA,PG,82.0,63.0,2299.0,4.3,11.4,0.38,1.7,4.6,0.36,2.6,6.8,0.38,2.9,3.4,0.85,0.3,2.3,2.6,5.2,1.3,0.2,2.4,3.1,13.2
1999,13,1853,LAC,Los Angeles Clippers,Darrick Martin,"March 6, 1971",27.0,NBA,PG,37.0,25.0,941.0,3.9,10.6,0.37,1.2,4.1,0.29,2.7,6.6,0.41,2.3,2.9,0.8,0.2,1.6,1.8,5.5,1.6,0.2,2.6,3.1,11.3
2001,26,1853,SAC,Sacramento Kings,Darrick Martin,"March 6, 1971",29.0,NBA,PG,31.0,0.0,176.0,5.9,15.5,0.38,2.9,5.5,0.52,3.1,10.0,0.31,6.3,7.2,0.89,0.4,2.9,3.3,2.9,1.4,0.0,2.0,5.5,21.1
2002,7,1853,DAL,Dallas Mavericks,Darrick Martin,"March 6, 1971",30.0,NBA,PG,3.0,0.0,22.0,0.0,16.4,0.0,0.0,3.3,0.0,0.0,13.1,0.0,1.6,3.3,0.5,0.0,1.6,1.6,4.9,3.3,0.0,1.6,6.5,1.6
2004,18,1853,MIN,Minnesota Timberwolves,Darrick Martin,"March 6, 1971",32.0,NBA,PG,16.0,0.0,172.0,4.2,14.0,0.3,1.3,5.4,0.23,2.9,8.6,0.34,1.9,1.9,1.0,0.4,1.0,1.5,4.8,0.4,0.2,1.5,4.8,11.5
2005,13,1853,LAC,Los Angeles Clippers,Darrick Martin,"March 6, 1971",33.0,NBA,PG,11.0,0.0,190.0,3.0,9.5,0.32,0.9,3.4,0.28,2.1,6.1,0.34,0.9,1.5,0.62,0.6,1.3,1.9,5.3,1.1,0.0,1.1,3.6,8.0
2006,28,1853,TOR,Toronto Raptors,Darrick Martin,"March 6, 1971",34.0,NBA,PG,40.0,0.0,339.0,3.6,10.3,0.35,1.7,4.2,0.4,1.9,6.1,0.32,1.9,2.5,0.75,0.2,1.9,2.1,6.1,1.8,0.0,1.6,4.5,10.8
2007,28,1853,TOR,Toronto Raptors,Darrick Martin,"March 6, 1971",35.0,NBA,PG,31.0,0.0,220.0,5.4,15.4,0.35,2.1,6.1,0.35,3.3,9.3,0.35,2.5,3.4,0.71,0.3,1.6,2.0,7.0,0.5,0.0,2.0,3.6,15.4
2008,28,1853,TOR,Toronto Raptors,Darrick Martin,"March 6, 1971",36.0,NBA,PG,17.0,0.0,141.0,2.6,11.0,0.23,0.5,4.1,0.12,2.0,6.9,0.3,1.3,1.5,0.83,0.8,1.0,1.8,5.4,1.5,0.0,0.3,3.1,6.9
