Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2006,6,1428,CLE,Cleveland Cavaliers,LeBron James,"December 30, 1984",21.0,NBA,SF,13.0,604.0,23.2,0.56,0.2,0.38,4.4,16.2,10.3,28.1,1.7,1.3,15.3,33.5,1.0,0.7,1.7,0.14,6.3,1.2,7.5,1.4
2007,6,1428,CLE,Cleveland Cavaliers,LeBron James,"December 30, 1984",22.0,NBA,SF,20.0,893.0,23.9,0.52,0.19,0.49,3.4,17.9,10.6,37.4,2.1,1.0,12.0,29.7,2.1,1.6,3.7,0.2,5.3,2.8,8.1,2.2
2008,6,1428,CLE,Cleveland Cavaliers,LeBron James,"December 30, 1984",23.0,NBA,SF,13.0,552.0,24.3,0.52,0.26,0.61,3.4,19.3,11.2,40.5,2.3,2.6,13.4,34.7,1.0,1.2,2.2,0.19,6.7,3.4,10.1,1.7
2009,6,1428,CLE,Cleveland Cavaliers,LeBron James,"December 30, 1984",24.0,NBA,SF,14.0,580.0,37.4,0.62,0.26,0.64,4.3,23.6,14.2,39.5,2.2,1.8,8.7,36.4,3.7,1.1,4.8,0.4,12.8,4.8,17.5,2.9
2010,6,1428,CLE,Cleveland Cavaliers,LeBron James,"December 30, 1984",25.0,NBA,SF,11.0,460.0,28.6,0.61,0.24,0.57,4.0,22.1,13.3,36.8,2.1,3.0,13.7,30.9,1.5,0.8,2.3,0.24,8.5,3.0,11.5,1.6
2011,16,1428,MIA,Miami Heat,LeBron James,"December 30, 1984",26.0,NBA,SF,21.0,922.0,23.7,0.56,0.23,0.42,4.6,18.2,11.6,27.6,2.1,2.2,13.0,26.9,2.4,1.4,3.8,0.2,5.2,1.9,7.1,2.1
2012,16,1428,MIA,Miami Heat,LeBron James,"December 30, 1984",27.0,NBA,SF,23.0,983.0,30.3,0.58,0.17,0.47,6.8,20.5,13.8,28.1,2.4,1.3,11.8,33.4,4.2,1.6,5.8,0.28,8.1,2.5,10.5,3.1
2013,16,1428,MIA,Miami Heat,LeBron James,"December 30, 1984",28.0,NBA,PF,23.0,960.0,28.1,0.58,0.22,0.4,4.8,19.7,12.4,30.5,2.3,1.6,12.1,29.2,3.7,1.5,5.2,0.26,8.4,2.0,10.4,3.0
2014,16,1428,MIA,Miami Heat,LeBron James,"December 30, 1984",29.0,NBA,PF,20.0,763.0,31.1,0.67,0.25,0.47,2.5,21.4,12.3,25.6,2.7,1.4,12.9,31.6,3.4,0.9,4.3,0.27,8.5,1.8,10.3,2.4
2015,6,1428,CLE,Cleveland Cavaliers,LeBron James,"December 30, 1984",30.0,NBA,SF,20.0,844.0,25.3,0.49,0.2,0.31,4.9,24.3,14.7,45.2,2.1,2.1,11.7,37.6,1.6,1.5,3.0,0.17,5.9,2.0,7.9,2.1
2016,6,1428,CLE,Cleveland Cavaliers,LeBron James,"December 30, 1984",31.0,NBA,SF,21.0,822.0,30.0,0.58,0.22,0.3,6.1,22.4,14.4,36.6,3.2,3.2,13.7,30.7,3.2,1.5,4.7,0.27,7.4,3.6,11.0,2.7
2017,6,1428,CLE,Cleveland Cavaliers,LeBron James,"December 30, 1984",32.0,NBA,SF,18.0,744.0,30.1,0.65,0.28,0.42,3.1,21.6,12.8,33.8,2.3,2.6,13.7,31.6,3.2,1.1,4.3,0.28,7.7,2.1,9.8,2.2
2018,6,1428,CLE,Cleveland Cavaliers,LeBron James,"December 30, 1984",33.0,NBA,PF,22.0,922.0,32.2,0.62,0.22,0.42,3.9,22.3,12.9,46.4,1.7,2.3,13.5,35.0,4.2,1.0,5.2,0.27,10.1,2.6,12.7,3.4
2020,14,1428,LAL,Los Angeles Lakers,LeBron James,"December 30, 1984",35.0,NBA,PG,21.0,762.0,30.2,0.65,0.31,0.39,4.4,30.5,17.5,42.0,1.7,2.3,15.8,30.4,3.0,1.2,4.3,0.27,7.6,3.0,10.6,2.4
