Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,8,1966,DEN,Denver Nuggets,Darnell Mee,1971-02-11,22.0,NBA,SG,38,0,7.5,0.7,2.3,0.32,0.1,0.6,0.21,0.6,1.7,0.36,0.35,0.3,0.7,0.44,0.4,0.5,0.9,0.4,0.4,0.3,0.5,0.9,1.9
1995,8,1966,DEN,Denver Nuggets,Darnell Mee,1971-02-11,23.0,NBA,SG,2,0,4.0,0.5,2.5,0.2,0.5,1.5,0.33,0.0,1.0,0.0,0.3,0.0,0.0,,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.5
