Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2012,6,1389,CLE,Cleveland Cavaliers,Kyrie Irving,1992-03-23,19.0,NBA,PG,51.0,51.0,1558.0,350.0,747.0,0.47,73.0,183.0,0.4,277.0,564.0,0.49,0.52,171.0,196.0,0.87,44.0,147.0,191.0,275.0,54.0,20.0,160.0,110.0,944.0,0.0
2013,6,1389,CLE,Cleveland Cavaliers,Kyrie Irving,1992-03-23,20.0,NBA,PG,59.0,59.0,2048.0,484.0,1070.0,0.45,109.0,279.0,0.39,375.0,791.0,0.47,0.5,248.0,290.0,0.86,34.0,182.0,216.0,350.0,89.0,21.0,191.0,146.0,1325.0,0.0
2014,6,1389,CLE,Cleveland Cavaliers,Kyrie Irving,1992-03-23,21.0,NBA,PG,71.0,71.0,2496.0,532.0,1237.0,0.43,123.0,344.0,0.36,409.0,893.0,0.46,0.48,291.0,338.0,0.86,52.0,207.0,259.0,433.0,108.0,23.0,190.0,163.0,1478.0,1.0
2015,6,1389,CLE,Cleveland Cavaliers,Kyrie Irving,1992-03-23,22.0,NBA,PG,75.0,75.0,2730.0,578.0,1235.0,0.47,157.0,378.0,0.42,421.0,857.0,0.49,0.53,315.0,365.0,0.86,55.0,182.0,237.0,389.0,114.0,20.0,186.0,146.0,1628.0,0.0
2016,6,1389,CLE,Cleveland Cavaliers,Kyrie Irving,1992-03-23,23.0,NBA,PG,53.0,53.0,1667.0,394.0,879.0,0.45,84.0,262.0,0.32,310.0,617.0,0.5,0.5,169.0,191.0,0.88,44.0,113.0,157.0,249.0,56.0,18.0,124.0,107.0,1041.0,0.0
2017,6,1389,CLE,Cleveland Cavaliers,Kyrie Irving,1992-03-23,24.0,NBA,PG,72.0,72.0,2525.0,671.0,1420.0,0.47,177.0,441.0,0.4,494.0,979.0,0.5,0.54,297.0,328.0,0.9,52.0,178.0,230.0,418.0,83.0,24.0,180.0,157.0,1816.0,0.0
2018,2,1389,BOS,Boston Celtics,Kyrie Irving,1992-03-23,25.0,NBA,PG,60.0,60.0,1931.0,534.0,1087.0,0.49,166.0,407.0,0.41,368.0,680.0,0.54,0.57,232.0,261.0,0.89,33.0,194.0,227.0,306.0,65.0,17.0,140.0,122.0,1466.0,0.0
2019,2,1389,BOS,Boston Celtics,Kyrie Irving,1992-03-23,26.0,NBA,PG,67.0,67.0,2214.0,604.0,1241.0,0.49,174.0,434.0,0.4,430.0,807.0,0.53,0.56,214.0,245.0,0.87,71.0,264.0,335.0,464.0,103.0,34.0,172.0,167.0,1596.0,1.0
2020,3,1389,BRK,Brooklyn Nets,Kyrie Irving,1992-03-23,27.0,NBA,PG,20.0,20.0,658.0,199.0,416.0,0.48,56.0,142.0,0.39,143.0,274.0,0.52,0.55,94.0,102.0,0.92,22.0,81.0,103.0,128.0,27.0,10.0,52.0,53.0,548.0,1.0
2021,3,1389,BRK,Brooklyn Nets,Kyrie Irving,1992-03-23,28.0,NBA,PG,31.0,31.0,1104.0,334.0,642.0,0.52,89.0,219.0,0.41,245.0,423.0,0.58,0.59,114.0,128.0,0.89,36.0,114.0,150.0,177.0,37.0,18.0,74.0,85.0,871.0,0.0
