Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1998,14,LAL,Los Angeles Lakers,Shaquille O'Neal,25,13,13,501,17.1,27.9,0.61,0.0,0.0,,17.1,27.9,0.61,8.7,17.2,0.5,5.2,9.1,14.3,4.1,0.8,3.7,4.7,4.4,42.9,,115,110
1998,14,LAL,Los Angeles Lakers,Eddie Jones,26,13,13,476,7.9,16.9,0.47,2.3,5.5,0.42,5.6,11.4,0.49,7.2,8.7,0.83,1.4,4.4,5.8,3.6,3.0,2.4,1.9,4.2,25.2,,126,110
1998,14,LAL,Los Angeles Lakers,Rick Fox,28,13,13,428,6.5,14.5,0.45,2.7,6.7,0.4,3.8,7.7,0.49,2.4,2.9,0.83,2.3,5.1,7.4,6.5,1.4,0.4,2.7,6.0,18.0,,118,115
1998,14,LAL,Los Angeles Lakers,Robert Horry,27,13,13,422,5.0,9.0,0.56,0.8,2.2,0.35,4.2,6.8,0.62,3.6,5.3,0.68,4.4,6.4,10.8,5.1,1.8,1.8,2.3,5.8,14.4,,128,111
1998,14,LAL,Los Angeles Lakers,Nick Van Exel,26,13,0,367,7.4,22.3,0.33,3.3,10.4,0.31,4.1,12.0,0.35,4.3,5.9,0.72,1.3,3.4,4.7,8.0,1.2,0.1,3.3,4.4,22.3,,101,116
1998,14,LAL,Los Angeles Lakers,Derek Fisher,23,13,13,278,5.3,13.3,0.4,1.2,3.9,0.3,4.1,9.4,0.44,3.5,5.7,0.62,0.4,4.5,4.9,9.6,3.3,0.0,2.9,6.4,15.2,,106,111
1998,14,LAL,Los Angeles Lakers,Kobe Bryant,19,11,0,220,7.6,18.7,0.41,0.7,3.5,0.21,6.9,15.3,0.45,7.6,11.1,0.69,1.7,3.5,5.2,3.9,0.7,2.0,2.7,6.9,23.7,,106,116
1998,14,LAL,Los Angeles Lakers,Corie Blount,29,12,0,209,3.1,6.2,0.5,0.0,0.0,,3.1,6.2,0.5,1.8,2.9,0.64,6.2,10.4,16.6,1.8,1.6,1.0,0.8,7.0,8.1,,132,110
1998,14,LAL,Los Angeles Lakers,Elden Campbell,29,13,0,180,6.9,15.4,0.45,0.0,0.0,,6.9,15.4,0.45,6.6,10.3,0.65,5.1,8.4,13.6,2.4,0.9,3.6,3.9,8.1,20.5,,103,110
1998,14,LAL,Los Angeles Lakers,Jon Barry,28,7,0,18,0.0,24.1,0.0,0.0,15.1,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,6.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,,0,111
1998,14,LAL,Los Angeles Lakers,Sean Rooks,28,4,0,11,9.9,29.6,0.33,0.0,0.0,,9.9,29.6,0.33,0.0,0.0,,4.9,0.0,4.9,0.0,0.0,14.8,0.0,9.9,19.7,,85,108
1998,14,LAL,Los Angeles Lakers,Mario Bennett,24,4,0,10,5.4,10.9,0.5,0.0,0.0,,5.4,10.9,0.5,10.9,10.9,1.0,10.9,21.7,32.6,0.0,0.0,5.4,0.0,10.9,21.7,,168,100
