NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
12,Will Bynum,PG,6-0,185,1983-01-04,US,3,"Arizona, Georgia Tech"
5,Austin Daye,SF,6-11,220,1988-06-05,US,1,Gonzaga
7,Ben Gordon,SG,6-3,200,1983-04-04,GB,6,UConn
32,Richard Hamilton,SG,6-6,185,1978-02-14,US,11,UConn
54,Jason Maxiell,PF,6-7,260,1983-02-18,US,5,Cincinnati
1,Tracy McGrady,SG,6-8,210,1979-05-24,US,13,
10,Greg Monroe,C,6-11,265,1990-06-04,US,R,Georgetown
22,Tayshaun Prince,SF,6-9,212,1980-02-28,US,8,Kentucky
3,Rodney Stuckey,PG,6-5,210,1986-04-21,US,3,Eastern Washington
35,DaJuan Summers,SF,6-8,230,1988-01-24,US,1,Georgetown
31,Charlie Villanueva,PF,6-11,232,1984-08-24,US,5,UConn
6,Ben Wallace,C,6-9,240,1974-09-10,US,14,Virginia Union University
9,Chris Wilcox,PF,6-10,221,1982-09-03,US,8,Maryland
