SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2011,30,WAS,9,Gilbert Arenas,PG,6-3,191,1982-01-06,US,9,Arizona
2011,30,WAS,24,Hilton Armstrong,C,6-11,235,1984-11-11,US,4,UConn
2011,30,WAS,0,Mike Bibby,PG,6-1,190,1978-05-13,US,12,Arizona
2011,30,WAS,7,Andray Blatche,PF,6-11,235,1986-08-22,US,5,
2011,30,WAS,35,Trevor Booker,PF,6-8,228,1987-11-25,US,R,Clemson
2011,30,WAS,15,Jordan Crawford,SG,6-4,195,1988-10-23,US,R,"Indiana, Xavier"
2011,30,WAS,6,Maurice Evans,SF,6-5,220,1978-11-08,US,7,"Wichita State, Texas"
2011,30,WAS,15,Alonzo Gee,SG,6-6,225,1987-05-29,US,1,Alabama
2011,30,WAS,12,Kirk Hinrich,SG,6-4,190,1981-01-02,US,7,Kansas
2011,30,WAS,5,Josh Howard,SF,6-7,210,1980-04-28,US,7,Wake Forest
2011,30,WAS,3,Lester Hudson,PG,6-3,190,1984-08-07,US,1,University of Tennessee at Martin
2011,30,WAS,12,Othyus Jeffers,SG,6-5,200,1985-08-05,US,1,"University of Illinois at Chicago, Robert Morris University (IL)"
2011,30,WAS,31,Yi Jianlian,PF,7-0,240,1987-10-27,CN,3,
2011,30,WAS,9,Rashard Lewis,SF,6-10,215,1979-08-08,US,12,
2011,30,WAS,20,Cartier Martin,SF,6-7,220,1984-11-20,US,2,Kansas State
2011,30,WAS,34,JaVale McGee,C,7-0,270,1988-01-19,US,2,Nevada
2011,30,WAS,55,Hamady N'Diaye,C,7-0,235,1987-01-12,SN,R,Rutgers University
2011,30,WAS,32,Larry Owens,SF,6-7,210,1983-01-08,US,R,Oral Roberts
2011,30,WAS,13,Kevin Seraphin,PF,6-9,285,1989-12-07,GF,R,
2011,30,WAS,22,Mustafa Shakur,PG,6-3,190,1984-08-18,US,R,Arizona
2011,30,WAS,14,Al Thornton,SF,6-8,220,1983-12-07,US,3,Florida State
2011,30,WAS,2,John Wall,PG,6-4,210,1990-09-06,US,R,Kentucky
2011,30,WAS,1,Nick Young,SG,6-7,210,1985-06-01,US,3,USC
