NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2,Darren Collison,PG,6-0,175,1987-08-23,US,1,UCLA
17,Mike Dunleavy,SG,6-9,230,1980-09-15,US,8,Duke
5,T.J. Ford,PG,6-0,165,1983-03-24,US,6,Texas
10,Jeff Foster,C,6-11,236,1977-01-16,US,11,Texas State University
24,Paul George,SG,6-8,220,1990-05-02,US,R,Fresno State
33,Danny Granger,SF,6-9,222,1983-04-20,US,5,"Bradley, New Mexico"
50,Tyler Hansbrough,PF,6-9,250,1985-11-03,US,1,UNC
55,Roy Hibbert,C,7-2,270,1986-12-11,US,2,Georgetown
1,Dahntay Jones,SG,6-6,225,1980-12-27,US,7,"Rutgers University, Duke"
44,Solomon Jones,C,6-10,230,1984-07-16,US,4,South Florida
32,Josh McRoberts,PF,6-10,240,1987-02-28,US,3,Duke
41,James Posey,SF,6-8,215,1977-01-13,US,11,Xavier
12,A.J. Price,PG,6-2,181,1986-10-07,US,1,UConn
25,Brandon Rush,SG,6-6,220,1985-07-07,US,2,Kansas
6,Lance Stephenson,SG,6-6,230,1990-09-05,US,R,Cincinnati
