NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
14,D.J. Augustin,PG,5-11,183,1987-11-10,US,2,Texas
4,Derrick Brown,SF,6-7,225,1987-09-08,US,1,Xavier
54,Kwame Brown,C,6-11,270,1982-03-10,US,9,
33,Matt Carroll,SG,6-6,212,1980-08-28,US,7,Notre Dame
11,Sherron Collins,PG,5-11,205,1987-03-18,US,R,Kansas
44,Dante Cunningham,PF,6-8,230,1987-04-22,US,1,Villanova
32,Boris Diaw,PF,6-8,250,1982-04-16,FR,7,
7,DeSagana Diop,C,7-0,300,1982-01-30,SN,9,
15,Gerald Henderson,SG,6-5,215,1987-12-09,US,1,Duke
1,Stephen Jackson,SG,6-8,218,1978-04-05,US,10,Butler County Community College
2,Shaun Livingston,PG,6-7,192,1985-09-11,US,5,
5,Dominic McGuire,SF,6-9,220,1985-10-20,US,3,"California, Fresno State"
13,Nazr Mohammed,C,6-10,221,1977-09-05,US,12,Kentucky
21,Eduardo Nájera,PF,6-8,240,1976-07-11,MX,10,Oklahoma
10,Joel Przybilla,C,7-1,255,1979-10-10,US,10,Minnesota
41,Garrett Temple,PG,6-5,195,1986-05-08,US,1,LSU
12,Tyrus Thomas,C,6-9,215,1986-08-17,US,4,LSU
3,Gerald Wallace,SF,6-7,215,1982-07-23,US,9,Alabama
8,D.J. White,C,6-9,251,1986-08-31,US,2,Indiana
