NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
20,Ray Allen,SG,6-5,205,1975-07-20,US,14,UConn
45,Carlos Arroyo,PG,6-2,202,1979-07-30,PR,8,Florida International University
0,Avery Bradley,PG,6-3,180,1990-11-26,US,R,Texas
8,Marquis Daniels,SF,6-6,200,1981-01-07,US,7,Auburn
11,Glen Davis,C,6-9,289,1986-01-01,US,3,LSU
86,Semih Erden,C,7-0,240,1986-07-28,TR,R,
5,Kevin Garnett,PF,6-11,240,1976-05-19,US,15,
8,Jeff Green,SF,6-8,235,1986-08-28,US,3,Georgetown
55,Luke Harangody,PF,6-8,246,1988-01-02,US,R,Notre Dame
86,Chris Johnson,C,6-11,210,1985-07-15,US,R,LSU
4,Nenad Krstić,C,7-0,240,1983-07-25,RS,6,
30,Troy Murphy,PF,6-11,245,1980-05-02,US,9,Notre Dame
7,Jermaine O'Neal,C,6-11,226,1978-10-13,US,14,
36,Shaquille O'Neal,C,7-1,325,1972-03-06,US,18,LSU
77,Sasha Pavlović,SG,6-8,220,1983-11-15,ME,7,
43,Kendrick Perkins,C,6-10,270,1984-11-10,US,7,
34,Paul Pierce,SF,6-7,235,1977-10-13,US,12,Kansas
4,Nate Robinson,PG,5-9,180,1984-05-31,US,5,Washington
9,Rajon Rondo,PG,6-1,180,1986-02-22,US,4,Kentucky
12,Von Wafer,SG,6-5,210,1985-07-21,US,4,Florida State
13,Delonte West,PG,6-4,180,1983-07-26,US,6,Saint Joseph's
