NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
31,Shane Battier,SF,6-8,220,1978-09-09,US,9,Duke
0,Aaron Brooks,PG,6-0,161,1985-01-14,US,3,Oregon
10,Chase Budinger,SF,6-7,209,1988-05-22,US,1,Arizona
0,DeMarre Carroll,PF,6-6,215,1986-07-27,US,1,"Vanderbilt, Missouri"
3,Goran Dragić,PG,6-3,190,1986-05-06,SI,2,
33,Mike Harris,PF,6-6,240,1983-06-15,US,2,Rice University
44,Chuck Hayes,C,6-6,240,1983-06-11,US,5,Kentucky
27,Jordan Hill,C,6-10,235,1987-07-27,US,1,Arizona
20,Jared Jeffries,PF,6-11,230,1981-11-25,US,8,Indiana
5,Courtney Lee,SG,6-5,215,1985-10-03,US,2,Western Kentucky
7,Kyle Lowry,PG,6-0,196,1986-03-25,US,4,Villanova
12,Kevin Martin,SG,6-7,199,1983-02-01,US,6,Western Carolina University
52,Brad Miller,C,6-11,244,1976-04-12,US,12,Purdue
11,Yao Ming,C,7-6,310,1980-09-12,CN,7,
54,Patrick Patterson,PF,6-8,235,1989-03-14,US,R,Kentucky
4,Luis Scola,PF,6-9,240,1980-04-30,AR,3,
13,Ish Smith,PG,6-0,175,1988-07-05,US,R,Wake Forest
8,Jermaine Taylor,SG,6-4,210,1986-12-08,US,1,Central Florida
32,Hasheem Thabeet,C,7-3,263,1987-02-16,TZ,1,UConn
1,Terrence Williams,SG,6-6,220,1987-06-28,US,1,Louisville
