Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1996,10,2685,GSW,Golden State Warriors,20.0,NBA,PF,82.0,82.0,2821.0,8.5,18.6,0.46,0.2,0.5,0.36,8.4,18.1,0.46,5.5,7.1,0.77,5.5,7.6,13.1,1.4,1.5,2.4,2.5,4.1,22.8,,111.0,108.0
1997,10,2685,GSW,Golden State Warriors,21.0,NBA,PF,80.0,80.0,3086.0,9.9,21.9,0.45,0.2,0.8,0.26,9.7,21.1,0.46,5.2,6.4,0.81,4.4,7.1,11.5,2.1,1.3,1.5,3.2,4.1,25.3,,105.0,112.0
1998,31,2685,TOT,Total After Trade,22.0,NBA,PF,79.0,55.0,2344.0,10.4,24.0,0.43,0.0,0.2,0.0,10.4,23.9,0.44,5.1,6.6,0.78,4.5,6.1,10.6,2.1,1.4,1.1,3.5,5.9,26.0,,98.0,107.0
1998,10,2685,GSW,Golden State Warriors,22.0,NBA,PF,49.0,49.0,1645.0,10.9,25.5,0.43,0.0,0.2,0.0,10.9,25.3,0.43,5.1,6.6,0.77,4.5,6.3,10.8,2.1,1.4,1.2,3.4,5.4,27.0,,98.0,106.0
1998,23,2685,PHI,Philadelphia 76Ers,22.0,NBA,PF,30.0,6.0,699.0,9.2,20.5,0.45,0.0,0.1,0.0,9.2,20.4,0.45,5.1,6.5,0.79,4.4,5.7,10.1,2.0,1.4,1.0,3.9,7.1,23.5,,99.0,107.0
1999,18,2685,MIN,Minnesota Timberwolves,23.0,NBA,C,43.0,42.0,1418.0,8.3,19.4,0.43,0.0,0.1,0.0,8.3,19.3,0.43,5.3,7.0,0.76,5.7,7.4,13.2,2.5,1.2,2.5,2.5,5.5,21.9,,105.0,101.0
2001,9,2685,DET,Detroit Pistons,25.0,NBA,PF,69.0,59.0,1941.0,8.0,20.0,0.4,0.0,0.1,0.0,8.0,19.8,0.4,6.0,7.5,0.8,4.2,8.6,12.8,2.1,1.2,1.3,2.3,6.7,22.1,,102.0,101.0
2002,18,2685,MIN,Minnesota Timberwolves,26.0,NBA,C,72.0,63.0,1922.0,8.2,16.0,0.51,0.1,0.1,0.67,8.1,15.9,0.51,4.7,5.7,0.83,4.2,8.3,12.5,2.3,1.1,1.6,2.4,6.9,21.2,,116.0,105.0
2003,18,2685,MIN,Minnesota Timberwolves,27.0,NBA,SF,54.0,21.0,1117.0,7.1,15.3,0.46,0.0,0.1,0.0,7.1,15.2,0.46,4.8,6.1,0.78,5.2,7.4,12.6,1.8,0.7,2.6,2.0,8.0,18.9,,111.0,104.0
2004,17,2685,MIL,Milwaukee Bucks,28.0,NBA,PF,76.0,76.0,2254.0,7.2,16.5,0.44,0.0,0.1,0.2,7.2,16.3,0.44,4.8,5.6,0.86,5.3,9.6,15.0,1.8,1.1,2.2,1.9,4.9,19.3,,110.0,103.0
2005,17,2685,MIL,Milwaukee Bucks,29.0,NBA,PF,74.0,73.0,2265.0,7.4,14.5,0.51,0.0,0.0,0.0,7.4,14.5,0.52,4.1,5.3,0.77,4.2,8.5,12.6,1.6,1.0,0.9,1.8,5.2,19.0,,116.0,109.0
2006,17,2685,MIL,Milwaukee Bucks,30.0,NBA,PF,44.0,5.0,887.0,8.6,18.1,0.48,0.0,0.1,0.0,8.6,18.0,0.48,5.3,6.8,0.77,4.9,8.7,13.6,1.8,1.4,0.8,2.4,7.1,22.5,,110.0,106.0
2007,31,2685,TOT,Total After Trade,31.0,NBA,PF,65.0,11.0,1503.0,7.5,16.7,0.45,0.0,0.2,0.0,7.5,16.5,0.45,4.4,5.2,0.84,4.2,9.8,14.0,1.7,1.3,0.9,2.7,5.2,19.3,,104.0,105.0
2007,8,2685,DEN,Denver Nuggets,31.0,NBA,PF,11.0,0.0,148.0,7.7,16.0,0.48,0.0,0.3,0.0,7.7,15.6,0.49,3.3,4.0,0.83,4.3,9.0,13.3,1.0,2.0,2.3,4.3,7.7,18.6,,95.0,102.0
2007,23,2685,PHI,Philadelphia 76Ers,31.0,NBA,PF,54.0,11.0,1355.0,7.5,16.8,0.44,0.0,0.2,0.0,7.5,16.6,0.45,4.5,5.3,0.85,4.2,9.9,14.1,1.8,1.2,0.8,2.5,4.9,19.4,,105.0,106.0
2008,31,2685,TOT,Total After Trade,32.0,NBA,PF,77.0,36.0,1726.0,9.4,19.7,0.48,0.0,0.1,0.0,9.4,19.6,0.48,4.7,6.2,0.76,4.9,7.2,12.1,2.0,1.0,1.4,2.1,5.6,23.5,,110.0,108.0
2008,5,2685,CHI,Charlotte Bobcats,32.0,NBA,PF,50.0,35.0,1146.0,10.1,21.7,0.47,0.0,0.0,0.0,10.1,21.7,0.47,4.9,6.1,0.81,4.9,7.1,11.9,2.1,1.1,1.4,2.2,5.1,25.2,,108.0,108.0
2008,6,2685,CLE,Cleveland Cavaliers,32.0,NBA,PF,27.0,1.0,580.0,8.0,15.6,0.51,0.0,0.2,0.0,8.0,15.4,0.52,4.1,6.3,0.65,5.0,7.4,12.5,1.7,0.8,1.5,2.0,6.7,20.1,,114.0,107.0
2009,31,2685,TOT,Total After Trade,33.0,NBA,C,57.0,3.0,1102.0,7.4,15.8,0.47,0.1,0.3,0.43,7.3,15.5,0.47,2.8,3.9,0.72,4.2,8.3,12.5,1.9,0.8,1.9,1.2,5.8,17.7,,112.0,107.0
