Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2010,22.0,NOH,NBA,PG,76.0,2109.0,16.5,0.546,0.146,0.221,2.2,8.6,5.3,32.9,1.9,0.1,18.9,23.1,,1.9,1.1,2.9,0.067,,0.9,-1.8,-0.8,0.6
2011,23.0,IND,NBA,PG,79.0,2360.0,15.6,0.534,0.143,0.267,1.9,8.6,5.3,28.9,1.9,0.4,16.6,21.9,,2.1,2.2,4.3,0.087,,0.4,-0.7,-0.3,1.0
2012,24.0,IND,NBA,PG,60.0,1878.0,13.6,0.526,0.18,0.293,1.8,9.3,5.6,24.9,1.4,0.6,16.2,17.0,,2.3,1.5,3.8,0.098,,0.3,-0.5,-0.2,0.9
2013,25.0,DAL,NBA,PG,81.0,2372.0,16.3,0.575,0.188,0.38,1.5,8.7,5.1,26.8,2.2,0.3,17.0,19.6,,4.0,1.7,5.6,0.114,,0.4,-0.3,0.1,1.3
2014,26.0,LAC,NBA,PG,80.0,2069.0,16.2,0.575,0.272,0.323,2.6,7.3,5.0,21.9,2.2,0.6,14.3,19.7,,3.8,2.0,5.9,0.136,,1.1,0.4,1.5,1.8
2015,27.0,SAC,NBA,PG,45.0,1565.0,17.5,0.575,0.293,0.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,,3.0,0.8,3.8,0.116,,2.3,-0.2,2.1,1.6
2016,28.0,SAC,NBA,PG,74.0,2219.0,15.9,0.591,0.28,0.291,1.4,6.8,4.1,21.7,1.6,0.1,12.9,19.2,,4.5,0.7,5.2,0.113,,0.9,-0.8,0.1,1.2
2017,29.0,SAC,NBA,PG,68.0,2063.0,15.3,0.57,0.245,0.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,,3.1,0.8,3.9,0.091,,0.3,-1.2,-0.9,0.6
2018,30.0,IND,NBA,PG,69.0,2018.0,18.8,0.61,0.321,0.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,,5.8,1.8,7.6,0.181,,2.4,0.3,2.7,2.4
2019,31.0,IND,NBA,PG,76.0,2143.0,16.7,0.574,0.294,0.288,1.9,9.9,6.0,29.9,2.5,0.4,14.4,17.7,,3.9,2.9,6.8,0.153,,0.8,1.0,1.8,2.1
