PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Shareef Abdur-Rahim,24.0,81.0,3241.0,0.47200000000000003,0.48700000000000004,0.188,0.47700000000000004,0.8340000000000001,0.5489999999999999,0.415,0.05,107.0,106.0,53.0,101.0,112.0,106.0,134.0,29.0,9.5,95.3
Mike Bibby,22.0,82.0,3190.0,0.45399999999999996,0.478,0.379,0.5,0.7609999999999999,0.525,0.163,0.24600000000000002,102.0,104.0,107.0,106.0,102.0,101.0,53.0,145.0,63.8,17.0
Michael Dickerson,25.0,70.0,2618.0,0.41700000000000004,0.429,0.374,0.45899999999999996,0.763,0.501,0.265,0.226,94.0,93.0,106.0,97.0,102.0,97.0,86.0,133.0,-28.6,-37.5
Bryant Reeves,27.0,75.0,1832.0,0.46,0.462,0.25,0.461,0.7959999999999999,0.506,0.257,0.006999999999999999,104.0,100.0,71.0,98.0,106.0,98.0,83.0,4.0,-13.0,-14.4
Othella Harrington,27.0,44.0,1267.0,0.466,0.47,0.0,0.466,0.779,0.529,0.39899999999999997,0.008,105.0,102.0,,99.0,104.0,102.0,129.0,5.0,-5.0,10.0
Damon Jones,24.0,71.0,1415.0,0.409,0.465,0.364,0.51,0.7120000000000001,0.525,0.125,0.555,92.0,101.0,103.0,108.0,95.0,101.0,41.0,326.0,30.6,6.4
Grant Long,34.0,66.0,1507.0,0.439,0.447,0.267,0.445,0.713,0.51,0.49200000000000005,0.047,99.0,97.0,75.0,94.0,95.0,99.0,160.0,28.0,-17.7,-5.9
Stromile Swift,21.0,80.0,1312.0,0.451,0.457,0.0,0.451,0.603,0.48700000000000004,0.41600000000000004,0.012,102.0,99.0,,95.0,81.0,94.0,135.0,7.0,-14.6,-24.4
Mahmoud Abdul-Rauf,31.0,41.0,486.0,0.488,0.5,0.28600000000000003,0.496,0.759,0.514,0.11800000000000001,0.057,110.0,108.0,81.0,105.0,101.0,99.0,38.0,33.0,11.4,-2.0
Tony Massenburg,33.0,52.0,823.0,0.462,0.462,,0.462,0.7,0.507,0.35200000000000004,0.0,104.0,100.0,,98.0,94.0,98.0,114.0,,-4.2,-5.0
Isaac Austin,31.0,52.0,845.0,0.35600000000000004,0.366,0.25,0.36700000000000005,0.7,0.39299999999999996,0.14800000000000002,0.08900000000000001,80.0,79.0,71.0,78.0,94.0,76.0,48.0,52.0,-57.3,-71.9
Kevin Edwards,35.0,46.0,634.0,0.32899999999999996,0.33799999999999997,0.263,0.344,0.8109999999999999,0.414,0.312,0.11199999999999999,74.0,73.0,74.0,73.0,109.0,80.0,101.0,66.0,-43.8,-40.2
Erick Strickland,27.0,22.0,409.0,0.301,0.307,0.292,0.353,0.863,0.442,0.375,0.353,68.0,67.0,83.0,75.0,115.0,85.0,122.0,208.0,-32.6,-24.1
Doug West,33.0,15.0,171.0,0.289,0.306,0.0,0.289,0.857,0.341,0.184,0.053,65.0,66.0,,61.0,115.0,66.0,60.0,31.0,-13.9,-14.5
Brent Price,32.0,6.0,30.0,0.273,0.28600000000000003,0.25,0.318,0.857,0.462,0.636,0.364,62.0,62.0,71.0,67.0,115.0,89.0,206.0,214.0,-3.4,-1.6
Team,,,,0.44,0.457,0.34700000000000003,0.466,0.7659999999999999,0.511,0.28,0.149,99.0,99.0,98.0,99.0,103.0,99.0,91.0,88.0,-81.2,-98.7
League Average,,,,0.44299999999999995,0.461,0.353,0.473,0.748,0.518,0.308,0.17,,,,,,,,,,
