SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2001,2,BOS,Paul Pierce,23.0,82.0,3120.0,0.45,0.48,0.38,0.5,0.74,0.56,0.49,0.25,103.0,104.0,108.0,106.0,100.0,109.0,158.0,149.0,90.2,167.6
2001,2,BOS,Antoine Walker,24.0,81.0,3396.0,0.41,0.44,0.37,0.48,0.72,0.5,0.2,0.35,93.0,95.0,104.0,101.0,96.0,98.0,66.0,206.0,16.4,-48.0
2001,2,BOS,Bryant Stith,30.0,78.0,2504.0,0.4,0.42,0.38,0.48,0.84,0.54,0.34,0.4,91.0,91.0,106.0,101.0,113.0,104.0,110.0,233.0,3.2,28.8
2001,2,BOS,Vitaly Potapenko,25.0,82.0,1901.0,0.48,0.48,,0.48,0.73,0.52,0.3,0.0,108.0,103.0,,101.0,97.0,100.0,98.0,,3.3,-0.6
2001,2,BOS,Eric Williams,28.0,81.0,1745.0,0.36,0.38,0.33,0.41,0.71,0.49,0.52,0.31,82.0,81.0,94.0,87.0,96.0,94.0,167.0,182.0,-53.7,-34.3
2001,2,BOS,Milt Palacio,22.0,58.0,1141.0,0.47,0.49,0.33,0.49,0.85,0.56,0.34,0.14,107.0,107.0,94.0,105.0,113.0,107.0,112.0,79.0,11.5,23.5
2001,2,BOS,Tony Battie,24.0,40.0,845.0,0.54,0.55,0.0,0.54,0.64,0.56,0.34,0.02,121.0,118.0,,114.0,85.0,109.0,111.0,9.0,25.9,20.4
2001,2,BOS,Mark Blount,25.0,64.0,1098.0,0.5,0.5,,0.5,0.7,0.54,0.33,0.0,114.0,110.0,,107.0,93.0,105.0,107.0,,12.9,10.8
2001,2,BOS,Kenny Anderson,30.0,33.0,849.0,0.39,0.4,0.33,0.41,0.83,0.48,0.31,0.14,88.0,86.0,94.0,87.0,111.0,92.0,101.0,85.0,-27.7,-21.5
2001,2,BOS,Randy Brown,32.0,54.0,1238.0,0.42,0.43,0.0,0.42,0.57,0.44,0.17,0.01,95.0,93.0,,89.0,77.0,85.0,55.0,7.0,-24.1,-40.7
2001,2,BOS,Chris Carr,26.0,35.0,309.0,0.47,0.48,0.46,0.55,0.77,0.61,0.54,0.33,107.0,104.0,130.0,116.0,103.0,118.0,174.0,194.0,17.1,25.7
2001,2,BOS,Walter McCarty,26.0,60.0,478.0,0.36,0.37,0.34,0.43,0.79,0.47,0.22,0.44,81.0,81.0,96.0,91.0,105.0,91.0,72.0,261.0,-10.2,-12.3
2001,2,BOS,Adrian Griffin,26.0,44.0,377.0,0.34,0.34,0.35,0.39,0.75,0.43,0.25,0.27,77.0,73.0,98.0,82.0,100.0,83.0,80.0,158.0,-16.7,-18.4
2001,2,BOS,Chris Herren,25.0,25.0,408.0,0.3,0.32,0.29,0.38,0.75,0.41,0.12,0.57,68.0,69.0,82.0,82.0,100.0,79.0,41.0,337.0,-16.8,-21.9
2001,2,BOS,Doug Overton,31.0,7.0,144.0,0.34,0.35,0.25,0.35,0.64,0.39,0.25,0.09,77.0,76.0,71.0,75.0,85.0,75.0,81.0,53.0,-10.6,-12.6
2001,2,BOS,JArAme MoAso,22.0,24.0,135.0,0.4,0.41,0.0,0.4,0.42,0.42,0.87,0.03,90.0,90.0,,85.0,57.0,82.0,281.0,20.0,-4.4,-7.9
2001,2,BOS,Rick Brunson,28.0,7.0,142.0,0.29,0.33,0.18,0.31,0.44,0.33,0.26,0.31,65.0,72.0,51.0,66.0,59.0,64.0,83.0,185.0,-11.1,-14.4
2001,2,BOS,Team,,,,0.43,0.45,0.36,0.48,0.74,0.52,0.34,0.25,97.0,98.0,103.0,100.0,99.0,101.0,110.0,149.0,26.9,71.3
2001,2,BOS,League Average,,,,0.44,0.46,0.35,0.47,0.75,0.52,0.31,0.17,,,,,,,,,,
