SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2001,10,GSW,Antawn Jamison,24.0,82.0,3394.0,0.44,0.46,0.3,0.46,0.72,0.5,0.3,0.11,100.0,100.0,86.0,97.0,96.0,96.0,96.0,67.0,-51.6,-76.1
2001,10,GSW,Larry Hughes,22.0,50.0,1846.0,0.38,0.4,0.19,0.39,0.77,0.45,0.31,0.09,86.0,87.0,53.0,83.0,102.0,87.0,101.0,55.0,-131.3,-125.6
2001,10,GSW,Mookie Blaylock,33.0,69.0,2352.0,0.4,0.42,0.32,0.44,0.7,0.46,0.1,0.28,89.0,92.0,92.0,93.0,93.0,88.0,31.0,165.0,-50.5,-104.2
2001,10,GSW,Marc Jackson,26.0,48.0,1410.0,0.47,0.48,0.22,0.47,0.8,0.53,0.38,0.04,105.0,104.0,61.0,100.0,107.0,103.0,122.0,27.0,-1.4,19.4
2001,10,GSW,Bob Sura,27.0,53.0,1684.0,0.39,0.45,0.27,0.44,0.71,0.49,0.36,0.33,88.0,97.0,77.0,92.0,96.0,94.0,118.0,195.0,-38.9,-36.6
2001,10,GSW,Vonteego Cummings,24.0,66.0,1495.0,0.34,0.35,0.34,0.39,0.68,0.42,0.22,0.28,78.0,75.0,95.0,83.0,91.0,82.0,73.0,163.0,-84.9,-105.3
2001,10,GSW,Chris Porter,22.0,51.0,1147.0,0.39,0.39,0.0,0.39,0.67,0.43,0.32,0.01,88.0,85.0,,82.0,89.0,84.0,103.0,7.0,-74.8,-85.1
2001,10,GSW,Adonal Foyle,25.0,58.0,1457.0,0.42,0.42,,0.42,0.44,0.42,0.18,0.0,94.0,90.0,,88.0,59.0,82.0,59.0,,-42.6,-77.4
2001,10,GSW,Erick Dampier,25.0,43.0,1038.0,0.4,0.4,0.0,0.4,0.53,0.43,0.4,0.01,91.0,88.0,,85.0,71.0,83.0,130.0,4.0,-44.9,-63.6
2001,10,GSW,Corie Blount,32.0,38.0,918.0,0.43,0.44,0.25,0.44,0.63,0.47,0.28,0.03,98.0,95.0,71.0,92.0,85.0,90.0,89.0,19.0,-17.6,-27.8
2001,10,GSW,Chris Mills,31.0,15.0,493.0,0.37,0.39,0.28,0.39,0.86,0.44,0.19,0.13,84.0,84.0,79.0,82.0,115.0,84.0,61.0,77.0,-31.6,-34.2
2001,10,GSW,Adam Keefe,30.0,67.0,836.0,0.4,0.4,0.33,0.41,0.62,0.45,0.4,0.02,91.0,88.0,94.0,86.0,83.0,87.0,128.0,11.0,-21.4,-25.4
2001,10,GSW,Paul McPherson,22.0,22.0,287.0,0.52,0.53,0.33,0.52,0.71,0.56,0.28,0.05,117.0,114.0,94.0,111.0,94.0,107.0,92.0,29.0,12.5,10.2
2001,10,GSW,Chris Mullin,37.0,20.0,374.0,0.34,0.32,0.36,0.43,0.86,0.49,0.26,0.49,77.0,68.0,103.0,91.0,115.0,94.0,86.0,288.0,-9.2,-7.5
2001,10,GSW,Danny Fortson,24.0,6.0,203.0,0.58,0.58,,0.58,0.78,0.68,1.08,0.0,131.0,126.0,,123.0,104.0,131.0,350.0,,10.7,23.6
2001,10,GSW,Vinny Del Negro,34.0,29.0,396.0,0.33,0.36,0.11,0.34,1.0,0.4,0.18,0.1,75.0,78.0,31.0,72.0,134.0,77.0,58.0,59.0,-24.1,-23.5
2001,10,GSW,Bill Curley,28.0,15.0,177.0,0.56,0.55,1.0,0.57,0.73,0.6,0.35,0.02,126.0,119.0,283.0,120.0,98.0,117.0,113.0,14.0,8.3,8.6
2001,10,GSW,Chucky Brown,32.0,6.0,74.0,0.45,0.5,0.0,0.45,0.6,0.49,0.5,0.1,102.0,108.0,,95.0,80.0,95.0,162.0,59.0,-0.9,-1.3
2001,10,GSW,Chris Garner,25.0,8.0,149.0,0.19,0.23,0.0,0.19,0.83,0.24,0.16,0.19,43.0,51.0,,40.0,111.0,46.0,53.0,111.0,-21.0,-22.1
2001,10,GSW,John Coker,29.0,6.0,32.0,0.12,0.12,,0.12,,0.12,0.0,0.0,28.0,27.0,,26.0,,24.0,,,-5.6,-6.3
2001,10,GSW,Randy Livingston,25.0,2.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,,,,,,,,294.0,-1.9,-2.1
2001,10,GSW,RubAn GarcAs,27.0,3.0,11.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,-6.6,-7.3
2001,10,GSW,Team,,,,0.41,0.42,0.29,0.43,0.71,0.47,0.28,0.14,92.0,92.0,83.0,90.0,94.0,91.0,92.0,83.0,-600.9,-728.6
2001,10,GSW,League Average,,,,0.44,0.46,0.35,0.47,0.75,0.52,0.31,0.17,,,,,,,,,,
