PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Lamar Odom,21.0,76.0,2836.0,0.46,0.506,0.316,0.498,0.679,0.536,0.369,0.242,104.0,110.0,89.0,105.0,91.0,104.0,120.0,142.0,52.8,44.7
Jeff McInnis,26.0,81.0,2831.0,0.46299999999999997,0.48200000000000004,0.361,0.491,0.807,0.521,0.17300000000000001,0.154,105.0,104.0,102.0,104.0,108.0,101.0,56.0,91.0,33.7,6.3
Eric Piatkowski,30.0,81.0,2144.0,0.433,0.456,0.40399999999999997,0.522,0.873,0.5720000000000001,0.26899999999999996,0.442,98.0,99.0,114.0,110.0,117.0,110.0,87.0,260.0,66.5,81.5
Darius Miles,19.0,81.0,2133.0,0.505,0.519,0.053,0.506,0.521,0.518,0.37799999999999995,0.03,114.0,113.0,15.0,107.0,70.0,100.0,122.0,18.0,41.2,0.0
Michael Olowokandi,25.0,82.0,2127.0,0.435,0.435,,0.435,0.545,0.451,0.22,0.0,98.0,94.0,,92.0,73.0,87.0,71.0,,-53.5,-103.4
Corey Maggette,21.0,69.0,1359.0,0.462,0.483,0.304,0.479,0.774,0.562,0.591,0.115,104.0,105.0,86.0,101.0,104.0,109.0,192.0,68.0,6.5,54.4
Quentin Richardson,20.0,76.0,1358.0,0.442,0.48700000000000004,0.331,0.49,0.627,0.515,0.301,0.28800000000000003,100.0,106.0,94.0,104.0,84.0,100.0,98.0,169.0,17.5,-2.8
Keyon Dooling,20.0,76.0,1237.0,0.409,0.425,0.35,0.44799999999999995,0.698,0.509,0.494,0.221,92.0,92.0,99.0,95.0,93.0,98.0,160.0,130.0,-18.3,-7.5
Sean Rooks,31.0,82.0,1553.0,0.428,0.42700000000000005,0.5,0.429,0.748,0.48700000000000004,0.36200000000000004,0.005,97.0,93.0,141.0,91.0,100.0,94.0,117.0,3.0,-34.5,-28.3
Cherokee Parks,28.0,52.0,876.0,0.491,0.504,0.0,0.49200000000000005,0.7040000000000001,0.506,0.114,0.025,111.0,109.0,,104.0,94.0,98.0,37.0,15.0,8.8,-5.7
Brian Skinner,24.0,39.0,584.0,0.39799999999999996,0.39799999999999996,,0.39799999999999996,0.542,0.428,0.366,0.0,90.0,86.0,,84.0,73.0,83.0,119.0,,-24.3,-33.6
Derek Strong,32.0,28.0,491.0,0.385,0.38799999999999996,0.0,0.385,0.757,0.44299999999999995,0.316,0.009000000000000001,87.0,84.0,,81.0,101.0,85.0,102.0,5.0,-20.6,-20.0
Tyrone Nesby,25.0,14.0,333.0,0.325,0.39,0.217,0.366,0.7829999999999999,0.406,0.187,0.374,73.0,85.0,61.0,77.0,105.0,78.0,61.0,220.0,-26.3,-29.9
Earl Boykins,24.0,10.0,149.0,0.397,0.436,0.125,0.405,0.8240000000000001,0.461,0.27,0.127,90.0,95.0,35.0,86.0,110.0,89.0,87.0,75.0,-8.6,-8.0
Zendon Hamilton,25.0,3.0,19.0,0.222,0.222,,0.222,0.625,0.359,0.889,0.0,50.0,48.0,,47.0,84.0,69.0,288.0,,-4.5,-4.0
Team,,,,0.449,0.469,0.34600000000000003,0.47700000000000004,0.6920000000000001,0.516,0.32899999999999996,0.166,101.0,102.0,98.0,101.0,93.0,100.0,107.0,97.0,53.7,-20.6
League Average,,,,0.44299999999999995,0.461,0.353,0.473,0.748,0.518,0.308,0.17,,,,,,,,,,
