Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2008,1,1325,ATL,Atlanta Hawks,21.0,NBA,C,81.0,2540.0,14.7,0.54,0.01,0.32,11.4,24.5,18.0,7.9,1.2,2.2,15.3,16.0,2.4,3.0,5.5,0.1,-1.2,-0.3,-1.6,0.3
2009,1,1325,ATL,Atlanta Hawks,22.0,NBA,C,67.0,2242.0,17.0,0.56,0.0,0.34,7.6,25.0,16.3,11.9,1.3,3.3,13.1,16.4,3.3,3.5,6.8,0.14,0.2,1.5,1.7,2.1
2010,1,1325,ATL,Atlanta Hawks,23.0,NBA,C,81.0,2845.0,19.4,0.59,0.0,0.32,9.6,23.3,16.4,10.4,1.1,2.4,11.2,17.6,6.9,3.9,10.9,0.18,1.8,0.5,2.3,3.1
2011,1,1325,ATL,Atlanta Hawks,24.0,NBA,C,77.0,2704.0,20.7,0.59,0.0,0.2,8.2,23.7,16.0,17.5,1.2,2.3,10.6,19.7,6.4,3.7,10.1,0.18,2.5,1.1,3.6,3.9
2012,1,1325,ATL,Atlanta Hawks,25.0,NBA,C,11.0,348.0,19.0,0.58,0.01,0.29,8.8,17.1,13.0,11.7,1.5,3.1,12.1,17.9,0.8,0.6,1.3,0.18,1.8,1.5,3.4,0.5
2013,1,1325,ATL,Atlanta Hawks,26.0,NBA,C,74.0,2756.0,19.8,0.56,0.01,0.2,8.2,23.0,15.7,15.3,1.5,2.2,11.3,21.8,4.7,4.1,8.8,0.15,1.3,0.6,1.9,2.7
2014,1,1325,ATL,Atlanta Hawks,27.0,NBA,C,29.0,958.0,22.0,0.59,0.03,0.2,8.0,21.4,14.8,15.2,1.4,3.6,12.3,24.7,1.5,1.3,2.8,0.14,2.2,0.8,3.0,1.2
2015,1,1325,ATL,Atlanta Hawks,28.0,NBA,C,76.0,2318.0,21.4,0.56,0.04,0.15,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.18,2.6,1.5,4.1,3.6
2016,1,1325,ATL,Atlanta Hawks,29.0,NBA,C,82.0,2631.0,19.4,0.56,0.24,0.12,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,4.9,4.5,9.4,0.17,2.2,1.6,3.8,3.9
2017,2,1325,BOS,Boston Celtics,30.0,NBA,C,68.0,2193.0,17.7,0.55,0.3,0.17,4.9,18.6,11.8,24.4,1.2,3.2,11.8,19.7,3.6,2.7,6.3,0.14,2.3,1.1,3.4,3.0
2018,2,1325,BOS,Boston Celtics,31.0,NBA,C,72.0,2277.0,17.6,0.57,0.3,0.16,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4.0,3.8,7.8,0.16,2.4,2.0,4.4,3.7
2019,2,1325,BOS,Boston Celtics,32.0,NBA,C,68.0,1973.0,20.2,0.6,0.28,0.13,6.5,18.3,12.4,21.2,1.4,3.9,11.8,18.9,4.5,2.9,7.5,0.18,3.3,1.9,5.1,3.6
2020,23,1325,PHI,Philadelphia 76Ers,33.0,NBA,C,67.0,2025.0,15.7,0.54,0.4,0.11,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,2.8,2.6,5.4,0.13,1.3,1.0,2.2,2.2
2021,21,1325,OKC,Oklahoma City Thunder,34.0,NBA,C,10.0,274.0,15.3,0.54,0.5,0.04,2.3,25.7,14.1,13.8,1.0,2.5,6.7,19.1,0.2,0.3,0.5,0.09,0.7,0.5,1.2,0.2
