PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Carmelo Anthony,29.0,77,77.0,2982,743,1643,0.452,167,415,0.402,576,1228,0.469,0.503,459,541,0.848,145,477,622,242,95,51,198,224,2112
J.R. Smith,28.0,74,37.0,2421,396,955,0.415,189,480,0.39399999999999996,207,475,0.436,0.514,90,138,0.652,35,261,296,219,65,20,108,196,1071
Raymond Felton,29.0,65,65.0,2017,240,608,0.395,62,195,0.318,178,413,0.431,0.446,88,122,0.721,54,143,197,365,78,27,129,157,630
Iman Shumpert,23.0,74,58.0,1962,183,484,0.37799999999999995,76,228,0.33299999999999996,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495
Tim Hardaway,21.0,81,1.0,1875,294,687,0.428,130,358,0.363,164,329,0.498,0.523,106,128,0.828,19,102,121,66,44,7,47,144,824
Tyson Chandler,31.0,55,55.0,1662,191,322,0.593,0,1,0.0,191,321,0.595,0.593,98,155,0.632,159,370,529,59,36,63,71,145,480
Amar'e Stoudemire,31.0,65,21.0,1466,311,558,0.557,0,0,,311,558,0.557,0.557,150,203,0.7390000000000001,112,208,320,34,23,37,91,159,772
Pablo Prigioni,36.0,66,27.0,1283,88,191,0.461,65,140,0.46399999999999997,23,51,0.451,0.631,11,12,0.917,36,93,129,228,67,2,60,132,252
Andrea Bargnani,28.0,42,39.0,1257,222,502,0.442,30,108,0.278,192,394,0.48700000000000004,0.47200000000000003,84,102,0.8240000000000001,69,153,222,45,14,52,58,100,558
Kenyon Martin,36.0,32,15.0,633,63,123,0.512,0,1,0.0,63,122,0.516,0.512,11,19,0.579,36,98,134,50,25,27,26,85,137
Beno Udrih,31.0,31,12.0,588,68,160,0.425,17,40,0.425,51,120,0.425,0.478,20,24,0.833,10,47,57,110,22,3,42,46,173
Jeremy Tyler,22.0,41,0.0,398,60,116,0.517,0,0,,60,116,0.517,0.517,26,48,0.542,38,71,109,8,6,20,26,70,146
Metta World Peace,34.0,29,1.0,388,56,141,0.397,17,54,0.315,39,87,0.44799999999999995,0.457,10,16,0.625,18,41,59,17,24,8,19,44,139
Toure' Murry,24.0,51,0.0,373,56,129,0.434,5,12,0.41700000000000004,51,117,0.436,0.45299999999999996,23,39,0.59,13,31,44,49,19,1,34,46,140
Cole Aldrich,25.0,46,2.0,330,33,61,0.541,0,0,,33,61,0.541,0.541,26,30,0.867,37,92,129,14,8,30,18,40,92
Shannon Brown,28.0,19,0.0,148,16,38,0.42100000000000004,0,0,,16,38,0.42100000000000004,0.42100000000000004,8,12,0.667,6,9,15,4,12,0,10,12,40
Earl Clark,26.0,9,0.0,70,7,21,0.33299999999999996,1,6,0.16699999999999998,6,15,0.4,0.35700000000000004,8,10,0.8,2,14,16,2,1,6,1,6,23
Chris Smith,26.0,2,0.0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,,82,,19855,3027,6739,0.449,759,2038,0.37200000000000005,2268,4701,0.48200000000000004,0.505,1271,1670,0.7609999999999999,870,2437,3307,1641,631,367,1063,1815,8084
