PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Monta Ellis,28.0,82,82.0,3023,576,1278,0.451,69,209,0.33,507,1069,0.474,0.478,339,430,0.7879999999999999,38,257,295,471,141,23,264,197,1560
Dirk Nowitzki,35.0,80,80.0,2628,633,1273,0.49700000000000005,131,329,0.39799999999999996,502,944,0.532,0.5489999999999999,338,376,0.899,40,458,498,216,73,45,117,165,1735
Vince Carter,32.0,81,81.0,2468,341,748,0.456,191,425,0.449,150,323,0.46399999999999997,0.584,52,63,0.825,29,163,192,377,69,11,103,136,925
Shawn Marion,35.0,76,76.0,2409,341,708,0.48200000000000004,58,162,0.358,283,546,0.518,0.523,51,65,0.785,132,365,497,124,90,37,95,125,791
Vince Carter,37.0,81,0.0,1973,330,811,0.40700000000000003,146,371,0.39399999999999996,184,440,0.418,0.49700000000000005,161,196,0.821,67,217,284,212,61,35,108,209,967
Samuel Dalembert,32.0,80,68.0,1614,214,377,0.568,0,1,0.0,214,376,0.569,0.568,101,137,0.737,200,341,541,38,41,94,90,210,529
Jae Crowder,23.0,78,8.0,1254,130,296,0.439,50,151,0.331,80,145,0.552,0.524,46,61,0.754,46,148,194,60,59,21,41,100,356
DeJuan Blair,24.0,78,13.0,1214,210,393,0.534,0,2,0.0,210,391,0.537,0.534,77,121,0.636,139,229,368,70,60,21,77,192,497
Brandan Wright,26.0,58,0.0,1077,224,331,0.677,0,0,,224,331,0.677,0.677,77,106,0.726,102,142,244,31,32,55,35,94,525
Devin Harris,30.0,40,0.0,818,96,254,0.37799999999999995,31,101,0.307,65,153,0.425,0.439,92,115,0.8,8,77,85,178,28,2,59,72,315
Shane Larkin,21.0,48,0.0,489,52,137,0.38,12,38,0.316,40,99,0.40399999999999997,0.423,16,25,0.64,11,31,42,71,26,1,39,46,132
Wayne Ellington,26.0,45,1.0,393,55,126,0.43700000000000006,25,59,0.424,30,67,0.44799999999999995,0.536,10,11,0.909,8,35,43,19,16,2,11,33,145
Gal Mekel,25.0,31,1.0,292,30,86,0.349,5,20,0.25,25,66,0.379,0.37799999999999995,8,12,0.667,5,22,27,63,4,1,31,31,73
Bernard James,28.0,30,0.0,146,11,23,0.478,0,1,0.0,11,22,0.5,0.478,6,11,0.545,15,27,42,3,3,8,10,24,28
Ricky Ledo,21.0,11,0.0,33,6,17,0.353,3,8,0.375,3,9,0.33299999999999996,0.441,4,4,1.0,0,2,2,2,1,0,2,2,19
Team Totals,,82,,19830,3249,6858,0.474,721,1877,0.384,2528,4981,0.508,0.526,1378,1733,0.795,840,2514,3354,1935,704,356,1110,1636,8597
