Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,1,1645,ATL,Atlanta Hawks,Jon Koncak,"May 17, 1963",22.0,NBA,C,82.0,15.0,1695.0,5.6,11.0,0.51,0.0,0.0,0.0,5.6,11.0,0.51,3.3,5.5,0.61,3.6,6.3,9.9,1.2,0.8,1.5,2.4,6.3,14.5
1987,1,1645,ATL,Atlanta Hawks,Jon Koncak,"May 17, 1963",23.0,NBA,C,82.0,19.0,1684.0,3.6,7.5,0.48,0.0,0.0,0.0,3.6,7.5,0.48,2.7,4.1,0.65,3.3,7.3,10.5,0.7,1.1,1.6,2.0,5.6,9.9
1988,1,1645,ATL,Atlanta Hawks,Jon Koncak,"May 17, 1963",24.0,NBA,C,49.0,22.0,1073.0,3.3,6.8,0.48,0.0,0.1,0.0,3.3,6.7,0.49,2.8,4.6,0.61,3.5,7.7,11.2,0.6,1.2,1.9,1.8,5.4,9.4
1989,1,1645,ATL,Atlanta Hawks,Jon Koncak,"May 17, 1963",25.0,NBA,C,74.0,22.0,1531.0,3.3,6.3,0.52,0.0,0.1,0.0,3.3,6.3,0.53,1.5,2.7,0.55,3.5,7.2,10.7,1.3,1.3,2.3,1.4,5.6,8.1
1990,1,1645,ATL,Atlanta Hawks,Jon Koncak,"May 17, 1963",26.0,NBA,C,54.0,28.0,977.0,2.9,4.7,0.61,0.0,0.0,0.0,2.9,4.6,0.62,1.5,2.9,0.53,2.1,6.2,8.3,0.8,1.4,1.3,1.7,6.7,7.3
1991,1,1645,ATL,Atlanta Hawks,Jon Koncak,"May 17, 1963",27.0,NBA,C,77.0,61.0,1931.0,2.6,6.0,0.44,0.0,0.1,0.12,2.6,5.8,0.44,0.6,1.0,0.59,1.9,5.1,7.0,2.3,1.4,1.4,0.9,4.9,5.8
1992,1,1645,ATL,Atlanta Hawks,Jon Koncak,"May 17, 1963",28.0,NBA,C,77.0,14.0,1489.0,2.7,6.9,0.39,0.0,0.3,0.0,2.7,6.6,0.41,0.5,0.7,0.66,1.5,4.8,6.3,3.2,1.2,1.6,1.3,5.0,5.8
1993,1,1645,ATL,Atlanta Hawks,Jon Koncak,"May 17, 1963",29.0,NBA,C,78.0,65.0,1975.0,2.3,4.9,0.46,0.1,0.1,0.38,2.2,4.7,0.47,0.4,0.9,0.48,1.8,6.0,7.8,2.6,1.4,1.8,0.9,4.8,5.0
1994,1,1645,ATL,Atlanta Hawks,Jon Koncak,"May 17, 1963",30.0,NBA,C,82.0,78.0,1823.0,3.1,7.3,0.43,0.0,0.1,0.0,3.1,7.2,0.43,0.5,0.7,0.67,1.6,5.6,7.2,2.0,1.2,2.5,0.9,4.7,6.8
1995,1,1645,ATL,Atlanta Hawks,Jon Koncak,"May 17, 1963",31.0,NBA,C,62.0,20.0,943.0,2.9,7.1,0.41,0.5,1.4,0.33,2.5,5.8,0.43,0.5,0.9,0.54,0.9,6.1,7.0,2.0,1.4,1.8,0.8,5.2,6.8
1996,22,1645,ORL,Orlando Magic,Jon Koncak,"May 17, 1963",32.0,NBA,C,67.0,35.0,1288.0,2.3,4.9,0.48,0.1,0.3,0.33,2.3,4.6,0.49,0.9,1.6,0.56,1.8,5.8,7.6,1.4,0.8,1.2,1.1,6.3,5.7
