Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1980-81,22.0,NJN,NBA,PG,15.0,,212.0,22.0,63.0,0.349,0.0,0.0,,22.0,63.0,0.349,0.349,12.0,16.0,0.75,7.0,11.0,18.0,32.0,13.0,3.0,18.0,15.0,56.0,,0.0
1981-82,23.0,ATL,NBA,PG,82.0,82.0,2610.0,366.0,730.0,0.501,1.0,15.0,0.067,365.0,715.0,0.51,0.502,124.0,148.0,0.838,53.0,171.0,224.0,424.0,87.0,13.0,145.0,240.0,857.0,,0.0
1982-83,24.0,TOT,NBA,PG,81.0,58.0,2428.0,392.0,810.0,0.484,5.0,22.0,0.227,387.0,788.0,0.491,0.487,147.0,199.0,0.739,61.0,169.0,230.0,397.0,107.0,5.0,197.0,255.0,936.0,,0.0
1982-83,24.0,ATL,NBA,PG,49.0,49.0,1548.0,264.0,512.0,0.516,3.0,15.0,0.2,261.0,497.0,0.525,0.519,84.0,113.0,0.743,39.0,102.0,141.0,238.0,70.0,1.0,126.0,162.0,615.0,,0.0
1982-83,24.0,NYK,NBA,PG,32.0,9.0,880.0,128.0,298.0,0.43,2.0,7.0,0.286,126.0,291.0,0.433,0.433,63.0,86.0,0.733,22.0,67.0,89.0,159.0,37.0,4.0,71.0,93.0,321.0,,0.0
1983-84,25.0,NYK,NBA,PG,79.0,74.0,2436.0,350.0,738.0,0.474,10.0,39.0,0.256,340.0,699.0,0.486,0.481,108.0,131.0,0.824,48.0,141.0,189.0,539.0,100.0,8.0,210.0,230.0,818.0,,0.0
1984-85,26.0,NYK,NBA,PG,79.0,41.0,2292.0,326.0,662.0,0.492,7.0,31.0,0.226,319.0,631.0,0.506,0.498,122.0,141.0,0.865,38.0,131.0,169.0,557.0,81.0,9.0,150.0,200.0,781.0,,0.0
1985-86,27.0,NYK,NBA,PG,74.0,74.0,2344.0,345.0,723.0,0.477,5.0,20.0,0.25,340.0,703.0,0.484,0.481,101.0,127.0,0.795,50.0,120.0,170.0,472.0,85.0,14.0,154.0,182.0,796.0,,0.0
1986-87,28.0,NYK,NBA,PG,80.0,30.0,1951.0,263.0,590.0,0.446,11.0,42.0,0.262,252.0,548.0,0.46,0.455,71.0,89.0,0.798,29.0,86.0,115.0,432.0,67.0,6.0,140.0,160.0,608.0,,0.0
1987-88,29.0,TOT,NBA,PG,58.0,25.0,1044.0,117.0,293.0,0.399,2.0,13.0,0.154,115.0,280.0,0.411,0.403,24.0,33.0,0.727,15.0,57.0,72.0,167.0,41.0,3.0,58.0,79.0,260.0,,0.0
1987-88,29.0,NYK,NBA,PG,3.0,0.0,52.0,5.0,19.0,0.263,0.0,1.0,0.0,5.0,18.0,0.278,0.263,0.0,0.0,,1.0,1.0,2.0,5.0,4.0,0.0,6.0,7.0,10.0,,0.0
1987-88,29.0,CHI,NBA,PG,55.0,25.0,992.0,112.0,274.0,0.409,2.0,12.0,0.167,110.0,262.0,0.42,0.412,24.0,33.0,0.727,14.0,56.0,70.0,162.0,37.0,3.0,52.0,72.0,250.0,,0.0
1988-89,30.0,MIA,NBA,PG,80.0,79.0,2613.0,444.0,982.0,0.452,18.0,74.0,0.243,426.0,908.0,0.469,0.461,94.0,107.0,0.879,55.0,161.0,216.0,429.0,103.0,17.0,204.0,168.0,1000.0,,1.0
1989-90,31.0,MIA,NBA,PG,82.0,25.0,1756.0,210.0,510.0,0.412,8.0,40.0,0.2,202.0,470.0,0.43,0.42,59.0,77.0,0.766,37.0,101.0,138.0,298.0,49.0,4.0,99.0,140.0,487.0,,0.0
1990-91,32.0,SAC,NBA,PG,80.0,74.0,2375.0,371.0,756.0,0.491,31.0,78.0,0.397,340.0,678.0,0.501,0.511,58.0,83.0,0.699,45.0,141.0,186.0,362.0,83.0,16.0,126.0,189.0,831.0,,0.0
1991-92,33.0,TOT,NBA,PG,46.0,0.0,489.0,58.0,151.0,0.384,3.0,15.0,0.2,55.0,136.0,0.404,0.394,8.0,13.0,0.615,3.0,25.0,28.0,83.0,12.0,5.0,33.0,57.0,127.0,,0.0
1991-92,33.0,CHI,NBA,PG,4.0,0.0,18.0,1.0,8.0,0.125,1.0,2.0,0.5,0.0,6.0,0.0,0.188,0.0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,3.0,,0.0
1991-92,33.0,LAL,NBA,PG,42.0,0.0,471.0,57.0,143.0,0.399,2.0,13.0,0.154,55.0,130.0,0.423,0.406,8.0,13.0,0.615,3.0,24.0,27.0,79.0,12.0,5.0,31.0,55.0,124.0,,0.0
