PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Reggie King,24.0,80,76.0,2609,383,752,0.509,0,0,,383,752,0.509,0.509,201,285,0.705,162,361,523,173,84,29,155,221,967
Mike Woodson,23.0,76,74.0,2186,508,1001,0.507,7,24,0.292,501,977,0.513,0.511,198,254,0.78,97,137,234,206,135,33,144,199,1221
Larry Drew,23.0,81,19.0,1973,358,757,0.473,8,27,0.29600000000000004,350,730,0.479,0.478,150,189,0.794,30,119,149,419,110,1,174,150,874
Phil Ford,25.0,72,65.0,1952,285,649,0.439,7,32,0.21899999999999997,278,617,0.451,0.445,136,166,0.8190000000000001,24,81,105,451,63,1,194,160,713
Ernie Grunfeld,26.0,81,11.0,1892,420,822,0.511,2,14,0.14300000000000002,418,808,0.517,0.512,188,229,0.821,55,127,182,276,72,39,148,191,1030
Steve Johnson,24.0,78,50.0,1741,395,644,0.613,0,0,,395,644,0.613,0.613,212,330,0.642,152,307,459,91,39,89,197,372,1002
Eddie Johnson,22.0,74,27.0,1517,295,643,0.45899999999999996,1,11,0.091,294,632,0.465,0.46,99,149,0.664,128,194,322,109,50,14,97,210,690
Cliff Robinson,21.0,38,30.0,1229,322,708,0.455,0,3,0.0,322,705,0.457,0.455,125,180,0.6940000000000001,83,239,322,71,46,60,86,120,769
Kevin Loder,22.0,71,13.0,1139,208,448,0.46399999999999997,0,11,0.0,208,437,0.47600000000000003,0.46399999999999997,77,107,0.72,69,126,195,88,35,30,68,147,493
Leon Douglas,27.0,63,17.0,1093,70,140,0.5,0,0,,70,140,0.5,0.5,32,80,0.4,111,179,290,35,15,38,55,210,172
Reggie Johnson,24.0,31,9.0,783,163,293,0.556,0,1,0.0,163,292,0.5579999999999999,0.556,51,72,0.708,54,135,189,31,20,27,50,117,377
Kenny Dennard,23.0,30,3.0,607,62,121,0.512,0,0,,62,121,0.512,0.512,26,40,0.65,47,86,133,42,35,8,35,81,150
John Lambert,29.0,42,1.0,493,60,139,0.43200000000000005,1,6,0.16699999999999998,59,133,0.444,0.435,21,28,0.75,36,91,127,24,12,10,38,80,142
Joe Meriweather,28.0,18,10.0,380,47,91,0.516,0,0,,47,91,0.516,0.516,31,40,0.775,25,63,88,17,13,21,25,68,125
Hawkeye Whitney,24.0,23,4.0,266,25,71,0.35200000000000004,0,1,0.0,25,70,0.35700000000000004,0.35200000000000004,4,7,0.5710000000000001,13,27,40,19,12,1,14,31,54
Sam Lacey,33.0,2,1.0,20,3,5,0.6,0,0,,3,5,0.6,0.6,0,2,0.0,0,4,4,4,2,1,2,2,6
Team Totals,,82,,19880,3604,7284,0.495,26,130,0.2,3578,7154,0.5,0.49700000000000005,1551,2158,0.7190000000000001,1086,2276,3362,2056,743,402,1507,2359,8785
