PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Michael Brooks,23.0,82,73.0,2750,537,1066,0.504,0,7,0.0,537,1059,0.507,0.504,202,267,0.757,207,417,624,236,113,39,197,285,1276
Tom Chambers,22.0,81,58.0,2682,554,1056,0.525,0,2,0.0,554,1054,0.526,0.525,284,458,0.62,211,350,561,146,58,46,220,341,1392
Jerome Whitehead,25.0,72,63.0,2214,406,726,0.5589999999999999,0,0,,406,726,0.5589999999999999,0.5589999999999999,184,241,0.763,231,433,664,102,48,44,141,290,996
Joe Bryant,27.0,75,49.0,1988,341,701,0.486,8,30,0.267,333,671,0.496,0.49200000000000005,194,247,0.785,79,195,274,189,78,29,183,250,884
Phil Smith,29.0,48,39.0,1446,253,575,0.44,5,24,0.20800000000000002,248,551,0.45,0.444,123,168,0.732,34,83,117,233,45,19,116,151,634
Brian Taylor,30.0,41,40.0,1274,165,328,0.503,23,63,0.365,142,265,0.536,0.5379999999999999,90,110,0.818,26,70,96,229,47,9,82,113,443
John Douglas,25.0,64,9.0,1031,181,389,0.465,18,59,0.305,163,330,0.494,0.488,67,102,0.657,27,63,90,146,48,9,92,147,447
Jim Brogan,23.0,63,19.0,1027,165,364,0.45299999999999996,9,32,0.281,156,332,0.47,0.466,61,84,0.726,61,59,120,156,49,13,83,123,400
Michael Wiley,24.0,61,1.0,1013,203,359,0.565,0,5,0.0,203,354,0.573,0.565,98,141,0.695,67,115,182,52,40,16,71,127,504
Jim Smith,23.0,72,3.0,858,86,169,0.509,0,0,,86,169,0.509,0.509,39,85,0.45899999999999996,72,110,182,46,22,51,47,185,211
Charlie Criss,33.0,28,20.0,840,138,288,0.479,8,21,0.381,130,267,0.48700000000000004,0.493,76,86,0.884,7,37,44,112,21,4,52,56,360
Freeman Williams,25.0,37,10.0,808,234,513,0.456,24,74,0.324,210,439,0.478,0.48,118,140,0.843,21,29,50,67,23,0,89,85,610
Al Wood,23.0,29,5.0,692,143,276,0.518,3,18,0.16699999999999998,140,258,0.5429999999999999,0.524,73,91,0.802,29,61,90,47,22,8,60,74,362
Swen Nater,32.0,21,7.0,575,101,175,0.5770000000000001,1,1,1.0,100,174,0.575,0.58,59,79,0.747,46,146,192,30,6,9,48,64,262
Armond Hill,28.0,19,14.0,480,34,89,0.382,0,2,0.0,34,87,0.391,0.382,22,32,0.688,6,21,27,81,16,3,52,51,90
Ron Davis,27.0,7,0.0,67,10,25,0.4,0,0,,10,25,0.4,0.4,3,6,0.5,7,6,13,4,0,0,5,8,23
Rock Lee,26.0,2,0.0,10,1,2,0.5,0,0,,1,2,0.5,0.5,0,4,0.0,0,1,1,2,0,0,0,3,2
Team Totals,,82,,19755,3552,7101,0.5,99,338,0.293,3453,6763,0.511,0.507,1693,2341,0.723,1131,2196,3327,1878,636,299,1570,2353,8896
