Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
831,296.0,36.0,633.71,5.61,12.83,0.44,0.0,0.43,0,5.61,12.4,0.45,2.66,3.43,0.77,0.66,1.96,2.6,6.67,1.94,0.19,3.44,2.74,13.9
