Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1986,13,217,LAC,Los Angeles Clippers,Benoit Benjamin,"November 22, 1964",21.0,NBA,C,79.0,37.0,2088.0,324.0,661.0,0.49,1.0,3.0,0.33,323.0,658.0,0.49,0.49,229.0,307.0,0.75,161.0,439.0,600.0,79.0,64.0,206.0,145.0,286.0,878.0,,0.0
1987,13,217,LAC,Los Angeles Clippers,Benoit Benjamin,"November 22, 1964",22.0,NBA,C,72.0,61.0,2230.0,320.0,713.0,0.45,0.0,2.0,0.0,320.0,711.0,0.45,0.45,188.0,263.0,0.72,134.0,452.0,586.0,135.0,60.0,187.0,184.0,251.0,828.0,,0.0
1988,13,217,LAC,Los Angeles Clippers,Benoit Benjamin,"November 22, 1964",23.0,NBA,C,66.0,59.0,2171.0,340.0,693.0,0.49,0.0,8.0,0.0,340.0,685.0,0.5,0.49,180.0,255.0,0.71,112.0,418.0,530.0,172.0,50.0,225.0,223.0,203.0,860.0,,0.0
1989,13,217,LAC,Los Angeles Clippers,Benoit Benjamin,"November 22, 1964",24.0,NBA,C,79.0,62.0,2585.0,491.0,907.0,0.54,0.0,2.0,0.0,491.0,905.0,0.54,0.54,317.0,426.0,0.74,164.0,532.0,696.0,157.0,57.0,221.0,237.0,221.0,1299.0,,1.0
1990,13,217,LAC,Los Angeles Clippers,Benoit Benjamin,"November 22, 1964",25.0,NBA,C,71.0,58.0,2313.0,362.0,688.0,0.53,0.0,1.0,0.0,362.0,687.0,0.53,0.53,235.0,321.0,0.73,156.0,501.0,657.0,159.0,59.0,187.0,187.0,217.0,959.0,,0.0
1991,31,217,TOT,Total After Trade,Benoit Benjamin,"November 22, 1964",26.0,NBA,C,70.0,65.0,2236.0,386.0,778.0,0.5,0.0,0.0,,386.0,778.0,0.5,0.5,210.0,295.0,0.71,157.0,566.0,723.0,119.0,54.0,145.0,235.0,184.0,982.0,,0.0
1991,13,217,LAC,Los Angeles Clippers,Benoit Benjamin,"November 22, 1964",26.0,NBA,C,39.0,38.0,1337.0,229.0,465.0,0.49,0.0,0.0,,229.0,465.0,0.49,0.49,123.0,169.0,0.73,95.0,374.0,469.0,74.0,26.0,91.0,138.0,110.0,581.0,,0.0
1991,21,217,SEA,Seattle Supersonics,Benoit Benjamin,"November 22, 1964",26.0,NBA,C,31.0,27.0,899.0,157.0,313.0,0.5,0.0,0.0,,157.0,313.0,0.5,0.5,87.0,126.0,0.69,62.0,192.0,254.0,45.0,28.0,54.0,97.0,74.0,401.0,,0.0
1992,21,217,SEA,Seattle Supersonics,Benoit Benjamin,"November 22, 1964",27.0,NBA,C,63.0,61.0,1941.0,354.0,740.0,0.48,0.0,2.0,0.0,354.0,738.0,0.48,0.48,171.0,249.0,0.69,130.0,383.0,513.0,76.0,39.0,118.0,175.0,185.0,879.0,,0.0
1993,31,217,TOT,Total After Trade,Benoit Benjamin,"November 22, 1964",28.0,NBA,C,59.0,6.0,754.0,133.0,271.0,0.49,0.0,0.0,,133.0,271.0,0.49,0.49,69.0,104.0,0.66,51.0,158.0,209.0,22.0,31.0,48.0,78.0,134.0,335.0,,0.0
1993,21,217,SEA,Seattle Supersonics,Benoit Benjamin,"November 22, 1964",28.0,NBA,C,31.0,6.0,448.0,81.0,163.0,0.5,0.0,0.0,,81.0,163.0,0.5,0.5,47.0,67.0,0.7,27.0,86.0,113.0,12.0,17.0,35.0,42.0,73.0,209.0,,0.0
1993,14,217,LAL,Los Angeles Lakers,Benoit Benjamin,"November 22, 1964",28.0,NBA,C,28.0,0.0,306.0,52.0,108.0,0.48,0.0,0.0,,52.0,108.0,0.48,0.48,22.0,37.0,0.6,24.0,72.0,96.0,10.0,14.0,13.0,36.0,61.0,126.0,,0.0
1994,3,217,NJN,New Jersey Nets,Benoit Benjamin,"November 22, 1964",29.0,NBA,C,77.0,74.0,1817.0,283.0,589.0,0.48,0.0,0.0,,283.0,589.0,0.48,0.48,152.0,214.0,0.71,135.0,364.0,499.0,44.0,35.0,90.0,97.0,198.0,718.0,,0.0
1995,3,217,NJN,New Jersey Nets,Benoit Benjamin,"November 22, 1964",30.0,NBA,C,61.0,57.0,1598.0,271.0,531.0,0.51,0.0,0.0,,271.0,531.0,0.51,0.51,133.0,175.0,0.76,94.0,346.0,440.0,38.0,23.0,64.0,125.0,151.0,675.0,,0.0
1996,31,217,TOT,Total After Trade,Benoit Benjamin,"November 22, 1964",31.0,NBA,C,83.0,71.0,1896.0,294.0,590.0,0.5,0.0,3.0,0.0,294.0,587.0,0.5,0.5,140.0,194.0,0.72,141.0,398.0,539.0,64.0,45.0,85.0,144.0,224.0,728.0,,0.0
1996,15,217,VAN,Vancouver Grizzlies,Benoit Benjamin,"November 22, 1964",31.0,NBA,C,13.0,13.0,404.0,71.0,161.0,0.44,0.0,0.0,,71.0,161.0,0.44,0.44,39.0,56.0,0.7,31.0,72.0,103.0,16.0,10.0,15.0,34.0,40.0,181.0,,0.0
1996,17,217,MIL,Milwaukee Bucks,Benoit Benjamin,"November 22, 1964",31.0,NBA,C,70.0,58.0,1492.0,223.0,429.0,0.52,0.0,3.0,0.0,223.0,426.0,0.52,0.52,101.0,138.0,0.73,110.0,326.0,436.0,48.0,35.0,70.0,110.0,184.0,547.0,,0.0
1997,28,217,TOR,Toronto Raptors,Benoit Benjamin,"November 22, 1964",32.0,NBA,C,4.0,3.0,44.0,5.0,12.0,0.42,0.0,0.0,,5.0,12.0,0.42,0.42,3.0,4.0,0.75,3.0,6.0,9.0,1.0,1.0,0.0,2.0,5.0,13.0,,0.0
1998,23,217,PHI,Philadelphia 76Ers,Benoit Benjamin,"November 22, 1964",33.0,NBA,C,14.0,0.0,197.0,22.0,41.0,0.54,0.0,0.0,,22.0,41.0,0.54,0.54,19.0,30.0,0.63,18.0,35.0,53.0,3.0,4.0,4.0,12.0,26.0,63.0,,0.0
1999,23,217,PHI,Philadelphia 76Ers,Benoit Benjamin,"November 22, 1964",34.0,NBA,C,6.0,0.0,33.0,2.0,7.0,0.29,0.0,0.0,,2.0,7.0,0.29,0.29,0.0,0.0,,3.0,5.0,8.0,1.0,0.0,0.0,3.0,6.0,4.0,,0.0
2000,6,217,CLE,Cleveland Cavaliers,Benoit Benjamin,"November 22, 1964",35.0,NBA,C,3.0,0.0,8.0,1.0,3.0,0.33,0.0,0.0,,1.0,3.0,0.33,0.33,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,,0.0
