Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1983-84,22.0,ATL,NBA,PG,81.0,47.0,1938.0,250.0,541.0,0.462,2.0,12.0,0.167,248.0,529.0,0.469,0.464,255.0,325.0,0.785,72.0,148.0,220.0,314.0,127.0,30.0,174.0,286.0,757.0,,0.0
1984-85,23.0,ATL,NBA,PG,69.0,58.0,2126.0,334.0,701.0,0.476,15.0,36.0,0.417,319.0,665.0,0.48,0.487,291.0,378.0,0.77,66.0,148.0,214.0,410.0,163.0,53.0,176.0,250.0,974.0,,0.0
1985-86,24.0,ATL,NBA,PG,53.0,50.0,1571.0,220.0,464.0,0.474,0.0,16.0,0.0,220.0,448.0,0.491,0.474,172.0,283.0,0.608,49.0,113.0,162.0,443.0,120.0,13.0,141.0,185.0,612.0,,0.0
1986-87,25.0,ATL,NBA,PG,82.0,82.0,2590.0,342.0,758.0,0.451,4.0,21.0,0.19,338.0,737.0,0.459,0.454,365.0,441.0,0.828,83.0,216.0,299.0,823.0,171.0,30.0,217.0,287.0,1053.0,,0.0
1987-88,26.0,ATL,NBA,PG,80.0,80.0,2502.0,403.0,890.0,0.453,9.0,33.0,0.273,394.0,857.0,0.46,0.458,319.0,421.0,0.758,83.0,283.0,366.0,747.0,140.0,41.0,210.0,272.0,1134.0,,3.0
1988-89,27.0,ATL,NBA,PG,76.0,76.0,2462.0,371.0,816.0,0.455,43.0,124.0,0.347,328.0,692.0,0.474,0.481,247.0,287.0,0.861,89.0,197.0,286.0,525.0,181.0,40.0,158.0,263.0,1032.0,,1.0
1989-90,28.0,ATL,NBA,PG,48.0,44.0,1526.0,218.0,480.0,0.454,24.0,66.0,0.364,194.0,414.0,0.469,0.479,138.0,170.0,0.812,47.0,153.0,200.0,264.0,116.0,22.0,98.0,151.0,598.0,,0.0
1990-91,29.0,ATL,NBA,PG,79.0,79.0,2586.0,444.0,1020.0,0.435,88.0,262.0,0.336,356.0,758.0,0.47,0.478,221.0,262.0,0.844,47.0,206.0,253.0,340.0,148.0,47.0,125.0,216.0,1197.0,,0.0
1991-92,30.0,LAC,NBA,PG,59.0,25.0,1657.0,226.0,533.0,0.424,26.0,92.0,0.283,200.0,441.0,0.454,0.448,163.0,196.0,0.832,23.0,124.0,147.0,233.0,111.0,19.0,92.0,166.0,641.0,,0.0
1992-93,31.0,NYK,NBA,PG,77.0,45.0,1886.0,216.0,494.0,0.437,39.0,123.0,0.317,177.0,371.0,0.477,0.477,133.0,162.0,0.821,26.0,166.0,192.0,405.0,123.0,9.0,114.0,215.0,604.0,,0.0
1993-94,32.0,NYK,NBA,PG,19.0,19.0,499.0,55.0,127.0,0.433,19.0,52.0,0.365,36.0,75.0,0.48,0.508,14.0,22.0,0.636,4.0,35.0,39.0,100.0,25.0,5.0,29.0,44.0,143.0,,0.0
1994-95,33.0,TOT,NBA,PG,63.0,0.0,989.0,108.0,302.0,0.358,45.0,127.0,0.354,63.0,175.0,0.36,0.432,60.0,82.0,0.732,15.0,94.0,109.0,162.0,65.0,21.0,60.0,150.0,321.0,,0.0
1994-95,33.0,NYK,NBA,PG,3.0,0.0,47.0,4.0,13.0,0.308,3.0,5.0,0.6,1.0,8.0,0.125,0.423,8.0,11.0,0.727,2.0,7.0,9.0,8.0,4.0,0.0,4.0,8.0,19.0,,0.0
1994-95,33.0,SAS,NBA,PG,60.0,0.0,942.0,104.0,289.0,0.36,42.0,122.0,0.344,62.0,167.0,0.371,0.433,52.0,71.0,0.732,13.0,87.0,100.0,154.0,61.0,21.0,56.0,142.0,302.0,,0.0
1995-96,34.0,SAS,NBA,PG,78.0,0.0,1235.0,108.0,290.0,0.372,47.0,137.0,0.343,61.0,153.0,0.399,0.453,48.0,64.0,0.75,30.0,108.0,138.0,123.0,73.0,21.0,57.0,175.0,311.0,,0.0
