Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1984,1,2455,ATL,Atlanta Hawks,Doc Rivers,"October 13, 1961",22.0,NBA,PG,81.0,47.0,1938.0,250.0,541.0,0.46,2.0,12.0,0.17,248.0,529.0,0.47,0.46,255.0,325.0,0.78,72.0,148.0,220.0,314.0,127.0,30.0,174.0,286.0,757.0,,0.0
1985,1,2455,ATL,Atlanta Hawks,Doc Rivers,"October 13, 1961",23.0,NBA,PG,69.0,58.0,2126.0,334.0,701.0,0.48,15.0,36.0,0.42,319.0,665.0,0.48,0.49,291.0,378.0,0.77,66.0,148.0,214.0,410.0,163.0,53.0,176.0,250.0,974.0,,0.0
1986,1,2455,ATL,Atlanta Hawks,Doc Rivers,"October 13, 1961",24.0,NBA,PG,53.0,50.0,1571.0,220.0,464.0,0.47,0.0,16.0,0.0,220.0,448.0,0.49,0.47,172.0,283.0,0.61,49.0,113.0,162.0,443.0,120.0,13.0,141.0,185.0,612.0,,0.0
1987,1,2455,ATL,Atlanta Hawks,Doc Rivers,"October 13, 1961",25.0,NBA,PG,82.0,82.0,2590.0,342.0,758.0,0.45,4.0,21.0,0.19,338.0,737.0,0.46,0.45,365.0,441.0,0.83,83.0,216.0,299.0,823.0,171.0,30.0,217.0,287.0,1053.0,,0.0
1988,1,2455,ATL,Atlanta Hawks,Doc Rivers,"October 13, 1961",26.0,NBA,PG,80.0,80.0,2502.0,403.0,890.0,0.45,9.0,33.0,0.27,394.0,857.0,0.46,0.46,319.0,421.0,0.76,83.0,283.0,366.0,747.0,140.0,41.0,210.0,272.0,1134.0,,3.0
1989,1,2455,ATL,Atlanta Hawks,Doc Rivers,"October 13, 1961",27.0,NBA,PG,76.0,76.0,2462.0,371.0,816.0,0.46,43.0,124.0,0.35,328.0,692.0,0.47,0.48,247.0,287.0,0.86,89.0,197.0,286.0,525.0,181.0,40.0,158.0,263.0,1032.0,,1.0
1990,1,2455,ATL,Atlanta Hawks,Doc Rivers,"October 13, 1961",28.0,NBA,PG,48.0,44.0,1526.0,218.0,480.0,0.45,24.0,66.0,0.36,194.0,414.0,0.47,0.48,138.0,170.0,0.81,47.0,153.0,200.0,264.0,116.0,22.0,98.0,151.0,598.0,,0.0
1991,1,2455,ATL,Atlanta Hawks,Doc Rivers,"October 13, 1961",29.0,NBA,PG,79.0,79.0,2586.0,444.0,1020.0,0.44,88.0,262.0,0.34,356.0,758.0,0.47,0.48,221.0,262.0,0.84,47.0,206.0,253.0,340.0,148.0,47.0,125.0,216.0,1197.0,,0.0
1992,13,2455,LAC,Los Angeles Clippers,Doc Rivers,"October 13, 1961",30.0,NBA,PG,59.0,25.0,1657.0,226.0,533.0,0.42,26.0,92.0,0.28,200.0,441.0,0.45,0.45,163.0,196.0,0.83,23.0,124.0,147.0,233.0,111.0,19.0,92.0,166.0,641.0,,0.0
1993,20,2455,NYK,New York Knicks,Doc Rivers,"October 13, 1961",31.0,NBA,PG,77.0,45.0,1886.0,216.0,494.0,0.44,39.0,123.0,0.32,177.0,371.0,0.48,0.48,133.0,162.0,0.82,26.0,166.0,192.0,405.0,123.0,9.0,114.0,215.0,604.0,,0.0
1994,20,2455,NYK,New York Knicks,Doc Rivers,"October 13, 1961",32.0,NBA,PG,19.0,19.0,499.0,55.0,127.0,0.43,19.0,52.0,0.36,36.0,75.0,0.48,0.51,14.0,22.0,0.64,4.0,35.0,39.0,100.0,25.0,5.0,29.0,44.0,143.0,,0.0
1995,31,2455,TOT,Total After Trade,Doc Rivers,"October 13, 1961",33.0,NBA,PG,63.0,0.0,989.0,108.0,302.0,0.36,45.0,127.0,0.35,63.0,175.0,0.36,0.43,60.0,82.0,0.73,15.0,94.0,109.0,162.0,65.0,21.0,60.0,150.0,321.0,,0.0
1995,20,2455,NYK,New York Knicks,Doc Rivers,"October 13, 1961",33.0,NBA,PG,3.0,0.0,47.0,4.0,13.0,0.31,3.0,5.0,0.6,1.0,8.0,0.12,0.42,8.0,11.0,0.73,2.0,7.0,9.0,8.0,4.0,0.0,4.0,8.0,19.0,,0.0
1995,27,2455,SAS,San Antonio Spurs,Doc Rivers,"October 13, 1961",33.0,NBA,PG,60.0,0.0,942.0,104.0,289.0,0.36,42.0,122.0,0.34,62.0,167.0,0.37,0.43,52.0,71.0,0.73,13.0,87.0,100.0,154.0,61.0,21.0,56.0,142.0,302.0,,0.0
1996,27,2455,SAS,San Antonio Spurs,Doc Rivers,"October 13, 1961",34.0,NBA,PG,78.0,0.0,1235.0,108.0,290.0,0.37,47.0,137.0,0.34,61.0,153.0,0.4,0.45,48.0,64.0,0.75,30.0,108.0,138.0,123.0,73.0,21.0,57.0,175.0,311.0,,0.0
