Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2006,16,172,MIA,Miami Heat,24.0,NBA,C,8.0,45.0,-2.8,0.37,0.0,0.25,5.5,20.1,13.1,0.0,0.0,0.0,22.0,23.4,,-0.2,0.0,-0.2,-0.17,,-13.4,-4.3,-17.7,-0.2
2007,16,172,MIA,Miami Heat,25.0,NBA,C,28.0,203.0,6.6,0.36,0.01,0.22,11.3,12.5,11.9,4.0,1.6,1.6,10.8,23.8,,-0.5,0.2,-0.3,-0.06,,-6.4,-3.2,-9.6,-0.4
2008,16,172,MIA,Miami Heat,26.0,NBA,C,46.0,889.0,9.4,0.45,0.04,0.27,8.9,17.9,13.3,5.8,1.1,0.7,11.6,22.0,,-1.0,0.6,-0.4,-0.02,,-5.0,-2.2,-7.2,-1.2
2010,20,172,NYK,New York Knicks,28.0,NBA,C,7.0,232.0,14.7,0.51,0.0,0.43,14.9,22.9,18.9,5.2,0.9,1.3,12.0,17.9,,0.3,0.2,0.4,0.09,,-1.5,-2.9,-4.5,-0.1
2011,31,172,TOT,Total After Trade,29.0,NBA,C,21.0,305.0,6.2,0.36,0.0,0.24,12.1,17.2,14.6,5.8,1.4,1.5,12.7,18.9,,-0.6,0.3,-0.2,-0.04,,-6.3,-1.9,-8.1,-0.5
2011,24,172,PHO,Phoenix Suns,29.0,NBA,C,12.0,183.0,1.5,0.3,0.0,0.39,10.1,15.2,12.6,3.0,1.7,1.6,15.5,17.5,,-0.5,0.1,-0.4,-0.11,,-9.1,-2.4,-11.5,-0.4
2011,17,172,MIL,Milwaukee Bucks,29.0,NBA,C,7.0,85.0,17.3,0.48,0.0,0.05,16.0,14.1,15.1,9.2,1.3,1.9,5.0,22.0,,0.1,0.1,0.2,0.13,,0.6,-0.6,0.0,0.0
2011,25,172,POR,Portland Trail Blazers,29.0,NBA,C,2.0,37.0,3.8,0.3,0.0,0.18,12.7,34.6,23.1,12.2,0.0,0.0,20.2,18.8,,-0.1,0.0,-0.1,-0.09,,-8.0,-2.3,-10.4,-0.1
2012,10,172,GSW,Golden State Warriors,30.0,NBA,C,2.0,9.0,4.7,0.5,0.0,0.0,12.6,0.0,6.3,0.0,0.0,0.0,0.0,20.5,,0.0,0.0,0.0,0.05,,-11.5,-4.8,-16.3,0.0
2013,31,172,TOT,Total After Trade,31.0,NBA,C,12.0,159.0,8.9,0.36,0.0,0.14,15.4,28.1,21.6,5.0,1.6,3.0,16.9,18.8,,-0.3,0.3,0.0,-0.0,,-6.7,-1.2,-7.9,-0.2
2013,30,172,WAS,Washington Wizards,31.0,NBA,C,11.0,122.0,6.9,0.36,0.0,0.14,14.4,24.7,19.5,3.9,2.1,3.2,20.3,18.4,,-0.3,0.3,-0.1,-0.02,,-8.3,-0.5,-8.9,-0.2
2013,20,172,NYK,New York Knicks,31.0,NBA,C,1.0,37.0,15.4,0.37,0.0,0.14,18.4,39.3,28.5,8.7,0.0,2.3,6.3,20.1,,0.0,0.1,0.1,0.07,,-1.3,-3.6,-4.9,0.0
2015,24,172,PHO,Phoenix Suns,33.0,NBA,C,16.0,143.0,5.0,0.36,0.1,0.31,10.6,10.8,10.7,4.9,1.4,1.1,10.1,15.1,,-0.1,0.1,0.0,-0.01,,-6.6,-0.8,-7.4,-0.2
