Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2018,28,98,TOR,Toronto Raptors,20.0,NBA,SF,74,62,1481,5.4,11.5,0.47,2.4,6.6,0.37,3.0,5.0,0.6,1.3,2.1,0.63,1.5,4.7,6.1,1.8,1.7,0.5,1.5,4.3,14.6,,113,108
2019,28,98,TOR,Toronto Raptors,21.0,NBA,SF,67,6,1352,6.5,14.3,0.45,2.4,7.2,0.33,4.1,7.2,0.57,1.3,2.2,0.58,2.1,4.9,7.0,1.7,1.6,0.8,1.9,5.0,16.6,,104,109
2020,28,98,TOR,Toronto Raptors,22.0,NBA,SF,69,68,2066,6.6,13.0,0.5,2.0,5.2,0.39,4.5,7.8,0.58,1.7,2.3,0.71,1.8,6.5,8.4,2.5,2.2,1.0,1.8,3.8,16.9,,114,104
2021,28,98,TOR,Toronto Raptors,23.0,NBA,SF,15,15,525,6.7,14.0,0.48,3.3,8.0,0.41,3.4,5.9,0.57,2.5,3.4,0.73,2.1,5.8,7.9,2.2,2.7,0.7,2.3,3.7,19.1,,115,108
