Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,19,110,NOK,New Orleans/Oklahoma City Hornets,Hilton Armstrong,1984-11-11,22.0,NBA,C,56.0,5.0,11.3,1.2,2.2,0.54,0.0,0.0,,1.2,2.2,0.54,0.54,0.7,1.2,0.6,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1.4,3.1
2008,19,110,NOH,New Orleans Hornets,Hilton Armstrong,1984-11-11,23.0,NBA,C,65.0,3.0,11.3,1.0,2.3,0.45,0.0,0.0,,1.0,2.3,0.45,0.45,0.7,1.1,0.63,1.0,1.5,2.5,0.4,0.2,0.5,0.9,2.0,2.7
2009,19,110,NOH,New Orleans Hornets,Hilton Armstrong,1984-11-11,24.0,NBA,C,70.0,29.0,15.6,2.0,3.5,0.56,0.0,0.0,0.0,2.0,3.5,0.57,0.56,0.9,1.4,0.63,1.2,1.6,2.8,0.4,0.4,0.6,1.1,2.6,4.8
2010,31,110,TOT,Total After Trade,Hilton Armstrong,1984-11-11,25.0,NBA,"C,PF",33.0,0.0,10.2,0.8,2.4,0.35,0.0,0.0,0.0,0.8,2.4,0.36,0.35,0.5,1.0,0.47,0.8,1.6,2.5,0.6,0.5,0.4,0.7,1.8,2.2
2010,19,110,NOH,New Orleans Hornets,Hilton Armstrong,1984-11-11,25.0,NBA,PF,18.0,0.0,13.3,1.1,2.8,0.38,0.0,0.0,,1.1,2.8,0.38,0.38,0.7,1.6,0.46,0.9,2.4,3.4,0.9,0.4,0.4,0.7,2.4,2.8
2010,26,110,SAC,Sacramento Kings,Hilton Armstrong,1984-11-11,25.0,NBA,C,6.0,0.0,9.3,0.7,2.0,0.33,0.0,0.0,,0.7,2.0,0.33,0.33,0.3,0.3,1.0,0.8,1.5,2.3,0.3,0.3,0.7,0.7,0.8,1.7
2010,11,110,HOU,Houston Rockets,Hilton Armstrong,1984-11-11,25.0,NBA,C,9.0,0.0,4.4,0.6,1.9,0.29,0.0,0.1,0.0,0.6,1.8,0.31,0.29,0.0,0.2,0.0,0.6,0.1,0.7,0.3,0.6,0.0,0.6,1.1,1.1
2011,31,110,TOT,Total After Trade,Hilton Armstrong,1984-11-11,26.0,NBA,C,53.0,2.0,9.2,0.7,1.4,0.49,0.0,0.1,0.5,0.7,1.4,0.49,0.5,0.3,0.6,0.48,0.8,1.7,2.5,0.3,0.3,0.4,0.5,1.6,1.7
2011,30,110,WAS,Washington Wizards,Hilton Armstrong,1984-11-11,26.0,NBA,C,41.0,2.0,10.0,0.8,1.6,0.48,0.0,0.1,0.33,0.7,1.5,0.49,0.49,0.3,0.6,0.61,1.0,1.8,2.8,0.2,0.4,0.4,0.6,1.8,1.9
2011,1,110,ATL,Atlanta Hawks,Hilton Armstrong,1984-11-11,26.0,NBA,C,12.0,0.0,6.3,0.5,1.0,0.5,0.1,0.1,1.0,0.4,0.9,0.46,0.54,0.2,0.8,0.2,0.3,1.2,1.4,0.3,0.3,0.4,0.3,0.8,1.3
2014,10,110,GSW,Golden State Warriors,Hilton Armstrong,1984-11-11,29.0,NBA,C,15.0,1.0,6.5,0.6,1.3,0.47,0.0,0.0,,0.6,1.3,0.47,0.47,0.5,1.1,0.44,1.3,1.9,3.1,0.3,0.3,0.3,0.4,0.7,1.7
